"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.807032118720378,0.807032118720378,0.788677959940472,0.754446754455862,0.796633793858947,0.796633793858947,0.757865520677201,0.718490608558187,0.514090746017567,0.504840598772491,0,0,-0.460280152892248,-0.487547577646953,-0.495737407457548,-0.516949693476063,-0.455596794521358,-0.661363563566758,-0.582314507832411,-0.607907924819586,-0.863194359546512,-0.649931941246455,-0.8910292916616
"miR200b",0.807032118720378,0.807032118720378,0.788677959940472,0.754446754455862,0.796633793858947,0.796633793858947,0.757865520677201,0.718490608558187,0.514090746017567,0.504840598772491,0,0,-0.460280152892248,-0.487547577646953,-0.495737407457548,-0.516949693476063,-0.455596794521358,-0.661363563566758,-0.582314507832411,-0.607907924819586,-0.863194359546512,-0.649931941246455,-0.8910292916616
"miR200c",0.785794370933273,0.785794370933273,0.770524562943717,0.733915701233417,0.778389114519532,0.778389114519532,0.724983583652479,0.710927155089606,0.575385271805895,0.504301106898335,0,0,-0.500199705264927,-0.494943841471636,-0.525333327257288,-0.554519352125914,-0.51929771486709,-0.643323078379109,-0.674516345046334,-0.693651594168084,-0.842504219606941,-0.739765373416222,-0.862730759845881
"miR200a",0.785794370933273,0.785794370933273,0.770524562943717,0.733915701233417,0.778389114519532,0.778389114519532,0.724983583652479,0.710927155089606,0.575385271805895,0.504301106898335,0,0,-0.500199705264927,-0.494943841471636,-0.525333327257288,-0.554519352125914,-0.51929771486709,-0.643323078379109,-0.674516345046334,-0.693651594168084,-0.842504219606941,-0.739765373416222,-0.862730759845881
"miR141",0.785794370933273,0.785794370933273,0.770524562943717,0.733915701233417,0.778389114519532,0.778389114519532,0.724983583652479,0.710927155089606,0.575385271805895,0.504301106898335,0,0,-0.500199705264927,-0.494943841471636,-0.525333327257288,-0.554519352125914,-0.51929771486709,-0.643323078379109,-0.674516345046334,-0.693651594168084,-0.842504219606941,-0.739765373416222,-0.862730759845881
"miR101",0.710560428644997,0.710560428644997,0.695869826574677,0.643804471373853,0.704920099319438,0.704920099319438,0.597165775483873,0.648199393348656,0.525711591110832,0.472762543609567,0,0,-0.381721369610254,-0.386779373521444,-0.479181143278925,-0.430282141314434,-0.576152849947362,-0.559510508463648,-0.533728663185101,-0.611954639092512,-0.760834455993481,-0.590744421309206,-0.776595658762944
"CDH1",0.619164064378827,0.619164064378827,0.809923019539675,0.77689845365522,0.615228274203252,0.615228274203252,0.549590039942514,0.57236412681105,0.721861574471569,0.428894990068723,0,0,-0.53116681802059,-0.43743922990466,-0.454770695950247,-0.591153881409982,-0.660567814958632,-0.787205508631774,-0.431817182309949,-0.850975716082496,-0.684213502672022,-0.502031431802849,-0.696352630167436
"miR34a",0.724858769229678,0.724858769229678,0.712390287076749,0.668068713295264,0.720270204500587,0.720270204500587,0.631094676218593,0.665148548696804,0.595516499739159,0.494395054280959,0,0,-0.507804278694319,-0.474763848838425,-0.529782135530428,-0.557814448248523,-0.54459139584539,-0.782416716213518,-0.548022440729034,-0.736116187241046,-0.777940201507556,-0.607071652902572,-0.69113902967125
"CLDN7",0.543979649776974,0.543979649776974,0.737037037546898,0.808690671487207,0.541142165348663,0.541142165348663,0.482076674996427,0.506898618233058,0.660567814958632,0.382034441307034,0,0,-0.468487672071482,-0.392848620370593,-0.399431180544922,-0.53116681802059,-0.59662826310871,-0.719090965517231,-0.355307851903802,-0.787964154891731,-0.615228274203252,-0.431817182309949,-0.624626447234116
"GRHL2",0.645581148290086,0.645581148290086,0.566133866400039,0.534526514080368,0.636473611390403,0.636473611390403,0.605125618944429,0.509640625434446,0.340992483382462,0.418814734616954,0.0255450637994067,0.0256449348749274,-0.307040607956427,-0.354130762872145,-0.364407573344231,-0.34749957780907,-0.29961420175955,-0.414570041541343,-0.538749219830078,-0.399999749788151,-0.683038113456441,-0.586051816719084,-0.511726671072599
