"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","miR101","GRHL2","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","ZEB1","SNAI2","TGFbeta","ZEB2"
"miR205",0.786166480817956,0.786166480817956,0.774615157196212,0.742769561392431,0.764307570293031,0.764307570293031,0.732583980140649,0.515591843090388,0.691472648140525,0.486827039060121,0,0,-0.463451337347893,-0.490152716374006,-0.502018695910262,-0.518634402295795,-0.45867338761758,-0.657541030232692,-0.589276745037469,-0.821688223949507,-0.608666586128348,-0.653166603790048,-0.882574217524757
"miR200c",0.751031026576964,0.751031026576964,0.745016649758605,0.712331793797976,0.72678400579381,0.72678400579381,0.685650722489141,0.571332873055833,0.666187631300534,0.47454851041434,0,0,-0.500617183445762,-0.493432127526434,-0.529485170910005,-0.552170786829526,-0.51806930185883,-0.631272841491851,-0.67124424805522,-0.780565467758229,-0.686161353492494,-0.731047902268473,-0.846360071640082
"miR200b",0.751031026576964,0.751031026576964,0.745016649758605,0.712331793797976,0.72678400579381,0.72678400579381,0.685650722489141,0.571332873055833,0.666187631300534,0.47454851041434,0,0,-0.500617183445762,-0.493432127526434,-0.529485170910005,-0.552170786829526,-0.51806930185883,-0.631272841491851,-0.67124424805522,-0.780565467758229,-0.686161353492494,-0.731047902268473,-0.846360071640082
"miR200a",0.751031026576964,0.751031026576964,0.745016649758605,0.712331793797976,0.72678400579381,0.72678400579381,0.685650722489141,0.571332873055833,0.666187631300534,0.47454851041434,0,0,-0.500617183445762,-0.493432127526434,-0.529485170910005,-0.552170786829526,-0.51806930185883,-0.631272841491851,-0.67124424805522,-0.780565467758229,-0.686161353492494,-0.731047902268473,-0.846360071640082
"miR141",0.751031026576964,0.751031026576964,0.745016649758605,0.712331793797976,0.72678400579381,0.72678400579381,0.685650722489141,0.571332873055833,0.666187631300534,0.47454851041434,0,0,-0.500617183445762,-0.493432127526434,-0.529485170910005,-0.552170786829526,-0.51806930185883,-0.631272841491851,-0.67124424805522,-0.780565467758229,-0.686161353492494,-0.731047902268473,-0.846360071640082
"miR101",0.672316657593031,0.672316657593031,0.665909108537006,0.617232753739352,0.65066663728123,0.65066663728123,0.554606783582939,0.518626195290944,0.601034851892004,0.4384847384633,0,0,-0.38099605092431,-0.385889724593209,-0.481441355507946,-0.426840250699525,-0.572131259490641,-0.542502299837157,-0.521132098717586,-0.697524684148506,-0.599512378568538,-0.573875057910671,-0.756005619247697
"CDH1",0.56246758482688,0.56246758482688,0.765990630992514,0.738969706351641,0.529915385164581,0.529915385164581,0.486425644330621,0.709210959530554,0.495024447426594,0.377118215216389,0,0,-0.531353920901426,-0.435293910608241,-0.45794654392979,-0.585893097528252,-0.653402347709519,-0.761417216073061,-0.604739523226877,-0.58589234686903,-0.829509832348921,-0.667335427230805,-0.666339565136231
"miR34a",0.662952107937125,0.662952107937125,0.662924877495274,0.624606883531706,0.634248647856023,0.634248647856023,0.564643030347017,0.57765985709882,0.589038832565816,0.439704705833525,0,0,-0.498331323901364,-0.462646435518897,-0.523148604482985,-0.543724315169975,-0.531781707129551,-0.751245833295108,-0.517691718941182,-0.680589995188273,-0.709812394011769,-0.570030778490205,-0.655928002476837
"CLDN7",0.497522676859235,0.497522676859235,0.701966195652979,0.77897387542658,0.468470042663758,0.468470042663758,0.429848160886912,0.653402347709519,0.440481058795616,0.337972382368466,0,0,-0.471721781501619,-0.393995187973009,-0.406599390575349,-0.531353920901426,-0.593277180074294,-0.700124403046671,-0.535082100714642,-0.529915385164581,-0.772427882652186,-0.604739523226877,-0.6023641470872
"GRHL2",0.630046753953133,0.630046753953133,0.555677097454611,0.526050683652506,0.612117382800218,0.612117382800218,0.586864776777217,0.342763615070185,0.48890432760521,0.404615756824515,0.0255409753580788,0.0256364332958402,-0.311690483213605,-0.358637338190782,-0.371645340720438,-0.351065591601373,-0.302586670662421,-0.411724704625742,-0.535657152029092,-0.652431422894809,-0.400109864819642,-0.580650694050301,-0.506255851310992
"OVOL2",0.415258168400968,0.415258168400968,0.449931853405513,0.4857265828718,0.389684116650364,0.389684116650364,0.402964120613953,0.431907782011283,0.278688391095406,0.158562011605251,-0.0240834337367673,-0.0241428552949085,-0.329585422248973,-0.33498129583431,-0.348067577791733,-0.357585206437161,-0.402849733910212,-0.454013419416093,-0.327406496128734,-0.419105903612208,-0.481087869470902,-0.360014383033496,-0.386745075813927
"NP63",0.138557593642132,0.138557593642132,-0.0366059939456207,-0.0559287707684351,0.176528046352284,0.176528046352284,0.140893079799724,-0.249493483817537,0.255279674678517,0.194059356241762,0.0215802590359401,0.12148890048048,0.175064183530133,0.0656348390451608,0.0789365825773554,0.168460346438245,0.255299723194696,0.190417752085125,-0.101666703525749,-0.183150515723491,0.235704051040313,-0.110356774217087,-0.0898786643106179
"TWIST1",-0.231786083310495,-0.231786083310495,-0.283515380194032,-0.368540340469011,-0.0767056963557739,-0.0767056963557739,-0.143968929965596,-0.325773655599826,-0.0612912228105284,-0.00957621680068565,0,0,0.360637589816315,0.167713351384254,0.363791060885814,0.278487059209405,0.308260335876677,0.331690553462107,0.158844116879877,0.0944693762687022,0.403591825720916,0.179424822487954,0.431361298765669
"SNAI1",-0.461110897220297,-0.461110897220297,-0.464757606302436,-0.512400115604876,-0.436627188492229,-0.436627188492229,-0.426451451876285,-0.439415338811233,-0.40655306607109,-0.319665067668763,0,0,0.307424692107922,0.192470259539042,0.394927924005734,0.336484211112209,0.409255202291184,0.449204467919648,0.366623663395855,0.467192410415473,0.502231776261582,0.400478449067625,0.530764649350773
"TCF3",-0.497522676859235,-0.497522676859235,-0.701966195652979,-0.77897387542658,-0.468470042663758,-0.468470042663758,-0.429848160886912,-0.653402347709519,-0.440481058795616,-0.337972382368466,0,0,0.471721781501619,0.393995187973009,0.406599390575349,0.531353920901426,0.593277180074294,0.700124403046671,0.535082100714642,0.529915385164581,0.772427882652186,0.604739523226877,0.6023641470872
"KLF8",-0.497522676859235,-0.497522676859235,-0.701966195652979,-0.77897387542658,-0.468470042663758,-0.468470042663758,-0.429848160886912,-0.653402347709519,-0.440481058795616,-0.337972382368466,0,0,0.471721781501619,0.393995187973009,0.406599390575349,0.531353920901426,0.593277180074294,0.700124403046671,0.535082100714642,0.529915385164581,0.772427882652186,0.604739523226877,0.6023641470872
"TGFbeta",-0.51602552902034,-0.51602552902034,-0.619550925796211,-0.58100017673209,-0.482791631657388,-0.482791631657388,-0.508948763402295,-0.529779684387682,-0.450395419578129,-0.351841834272095,0,0,0.458067004247659,0.419511447124734,0.480989222932791,0.499840879409322,0.487930379279345,0.609926670026327,0.592274544037679,0.525095569791779,0.67036012998905,0.540360363944457,0.608965547013973
"FOXC2",-0.768553509059093,-0.768553509059093,-0.754915771012883,-0.721051633286556,-0.745857902338934,-0.745857902338934,-0.714662978805725,-0.496267992485925,-0.665910321103838,-0.466306260508846,0,0,0.449708318310659,0.472689764204111,0.486136598021747,0.502648832055589,0.441774043185136,0.637408937793417,0.565355387144232,0.800779959668351,0.584264316068129,0.626578126801856,0.665462060305718
"GSC",-0.594068883260553,-0.594068883260553,-0.59798991998075,-0.566227544817274,-0.547034668943794,-0.547034668943794,-0.504367747822372,-0.527498976242195,-0.503853085829841,-0.385301905316996,0,0,0.535692642978421,0.431598365767329,0.5670924475563,0.576040521843742,0.486441606221149,0.498303299454759,0.460257300678774,0.588491320527505,0.557819221246592,0.506756619184253,0.70652754480745
"ZEB1",-0.826774265418126,-0.826774265418126,-0.812507280354898,-0.775577555142942,-0.800779959668351,-0.800779959668351,-0.765763694270777,-0.547432252745303,-0.714710127713117,-0.500812070813289,0,0,0.502648832055589,0.509437889829689,0.534183649850377,0.553636470796748,0.496267992485925,0.693462531940999,0.626578126801856,0.752721848869191,0.636462083373787,0.685469737040535,0.724508374060012
