"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.807877794436708,0.807877794436708,0.79144665258245,0.768866238357187,0.797791926438784,0.797791926438784,0.757596814919897,0.721044864930113,0.519643578136286,0.507715699385904,0,0,-0.464980335437719,-0.495732007449984,-0.505134710514096,-0.522505558484496,-0.460275881600858,-0.666631212325425,-0.599001596687636,-0.617710492192381,-0.864871459524398,-0.668811893492929,-0.891760138164328
"miR200c",0.787475469173121,0.787475469173121,0.774272592537875,0.754878749693202,0.780215907013892,0.780215907013892,0.72592828412256,0.713663356087502,0.581978392940321,0.507095575475968,0,0,-0.506741343147669,-0.504913688169318,-0.538116188178637,-0.562241425855679,-0.524742466663802,-0.649837216535581,-0.691981444219721,-0.704329243739076,-0.845000521252224,-0.759463694795106,-0.864746759578615
"miR200b",0.787475469173121,0.787475469173121,0.774272592537875,0.754878749693202,0.780215907013892,0.780215907013892,0.72592828412256,0.713663356087502,0.581978392940321,0.507095575475968,0,0,-0.506741343147669,-0.504913688169318,-0.538116188178637,-0.562241425855679,-0.524742466663802,-0.649837216535581,-0.691981444219721,-0.704329243739076,-0.845000521252224,-0.759463694795106,-0.864746759578615
"miR200a",0.787475469173121,0.787475469173121,0.774272592537875,0.754878749693202,0.780215907013892,0.780215907013892,0.72592828412256,0.713663356087502,0.581978392940321,0.507095575475968,0,0,-0.506741343147669,-0.504913688169318,-0.538116188178637,-0.562241425855679,-0.524742466663802,-0.649837216535581,-0.691981444219721,-0.704329243739076,-0.845000521252224,-0.759463694795106,-0.864746759578615
"miR141",0.787475469173121,0.787475469173121,0.774272592537875,0.754878749693202,0.780215907013892,0.780215907013892,0.72592828412256,0.713663356087502,0.581978392940321,0.507095575475968,0,0,-0.506741343147669,-0.504913688169318,-0.538116188178637,-0.562241425855679,-0.524742466663802,-0.649837216535581,-0.691981444219721,-0.704329243739076,-0.845000521252224,-0.759463694795106,-0.864746759578615
"miR101",0.713481245162148,0.713481245162148,0.701470227886753,0.682909920881963,0.707824265962955,0.707824265962955,0.600035735467584,0.651502125148407,0.535260445218759,0.475676316603789,0,0,-0.391908749982211,-0.401820973503469,-0.494411572409922,-0.441652431565341,-0.584600449918202,-0.566611532198198,-0.547207866060786,-0.624600970271457,-0.764673979570225,-0.606625147733603,-0.780386007916084
"CDH1",0.619629557100968,0.619629557100968,0.812465511563026,0.799825087372671,0.615932018658615,0.615932018658615,0.549783821753894,0.574531276038291,0.728333254144891,0.431722363065311,0,0,-0.543421050738014,-0.454992784524045,-0.473530964717097,-0.604155987241662,-0.666295352102985,-0.792284644470665,-0.6413135131163,-0.86012956817676,-0.685423846681922,-0.713800963278467,-0.696855747651829
"miR34a",0.727406850989101,0.727406850989101,0.717383840610249,0.701145674017449,0.722803450778864,0.722803450778864,0.633427656284242,0.668069560522961,0.603656944483079,0.497021373989825,0,0,-0.516934628042335,-0.487756356220402,-0.544748332503701,-0.568299588542001,-0.551528764688063,-0.789956115865279,-0.561436260750185,-0.748412252700122,-0.781347842111696,-0.622806387948205,-0.694508242592972
"CLDN7",0.544194648587272,0.544194648587272,0.73894177671774,0.828925373047216,0.541597467028682,0.541597467028682,0.482501556350543,0.50859055227867,0.666295352102985,0.384433793582702,0,0,-0.478359625676589,-0.40844673874925,-0.416561744181329,-0.543421050738014,-0.60054423962792,-0.722897406423686,-0.562920819052373,-0.795396551835283,-0.615932018658615,-0.6413135131163,-0.624748654780819
"GRHL2",0.647171301381671,0.647171301381671,0.568956867620491,0.545349643226124,0.638118972805427,0.638118972805427,0.606411588648813,0.51178249484433,0.346146041809756,0.420879009844983,0.0255409934225658,0.0256366905325131,-0.313209031591776,-0.363253359355935,-0.374343817009951,-0.354389806676661,-0.304087061448788,-0.418936193687076,-0.543938316845503,-0.407259645227306,-0.685215908808436,-0.592931463214306,-0.513675010250404
"OVOL2",0.442485905875195,0.442485905875195,0.471409567336523,0.510389235145883,0.428982588619664,0.428982588619664,0.432744469283118,0.313470244353733,0.439751521181009,0.182919628410833,-0.0240829219193203,-0.0241426636179397,-0.334650340450519,-0.343937380056357,-0.35511368878824,-0.365601633514578,-0.40772729738203,-0.467503007598986,-0.343912911209513,-0.493846591961715,-0.465346262443934,-0.38168793832976,-0.400940069845612
"NP63",0.123170049300148,0.123170049300148,-0.0486287245785265,-0.0604299816009945,0.155638891699372,0.155638891699372,0.124090691921785,0.237131314797965,-0.254159745098984,0.181098281059288,0.0215801112967004,0.121488501661522,0.179118492151669,0.0716825666960641,0.0842479606533205,0.174179968027217,0.258318434140542,0.197904731490475,-0.0901820026985196,0.241885504303955,-0.160924976235695,-0.097142006142787,-0.0806055374294166
"SNAI1",-0.537263521458203,-0.537263521458203,-0.527931991087425,-0.518285008211298,-0.538062201796642,-0.538062201796642,-0.502998867243366,-0.500266866401864,-0.472438997676812,-0.387228271392383,0,0,0.32987459882414,0.22363039983917,0.42407362897761,0.365493465418906,0.43583685026623,0.491755634497411,0.422072936096043,0.544160500760201,0.579673772973379,0.465637579483753,0.578505606279041
"TCF3",-0.544194648587272,-0.544194648587272,-0.73894177671774,-0.828925373047216,-0.541597467028682,-0.541597467028682,-0.482501556350543,-0.50859055227867,-0.666295352102985,-0.384433793582702,0,0,0.478359625676589,0.40844673874925,0.416561744181329,0.543421050738014,0.60054423962792,0.722897406423686,0.562920819052373,0.795396551835283,0.615932018658615,0.6413135131163,0.624748654780819
"KLF8",-0.544194648587272,-0.544194648587272,-0.73894177671774,-0.828925373047216,-0.541597467028682,-0.541597467028682,-0.482501556350543,-0.50859055227867,-0.666295352102985,-0.384433793582702,0,0,0.478359625676589,0.40844673874925,0.416561744181329,0.543421050738014,0.60054423962792,0.722897406423686,0.562920819052373,0.795396551835283,0.615932018658615,0.6413135131163,0.624748654780819
"TGFbeta",-0.597336203585147,-0.597336203585147,-0.688900157754585,-0.676433155873715,-0.594425566144738,-0.594425566144738,-0.593858734916425,-0.55347423699631,-0.564111132982162,-0.42657045077495,0,0,0.483191330042486,0.452476536346416,0.510158434802694,0.532270338925141,0.51460447788957,0.659989532408591,0.650174600628954,0.720177940330867,0.649891060650232,0.608466046748887,0.659093353490104
"FOXC2",-0.790951981740764,-0.790951981740764,-0.772247308480718,-0.747007255342971,-0.780011460063646,-0.780011460063646,-0.740276055976065,-0.695951655668626,-0.500563011678786,-0.487595907829677,0,0,0.451489527937189,0.478584653687474,0.489533667204954,0.506832767249284,0.443555668812609,0.646807765236376,0.57575415499085,0.593553776426129,0.844374781848135,0.642762257727435,0.675094017903393
"ZEB1",-0.856306061213901,-0.856306061213901,-0.835975248019744,-0.80875155273782,-0.844374781848135,-0.844374781848135,-0.798882883728529,-0.753108584409294,-0.554983082908058,-0.527985427823012,0,0,0.506832767249284,0.51838255041734,0.54033134717766,0.561006522806059,0.500563011678786,0.707445497163076,0.642762257727435,0.650269846226608,0.80565240058116,0.707509165815958,0.738663560853614
"SNAI2",-0.690215237530763,-0.690215237530763,-0.881285881683069,-0.866465533829918,-0.685423846681922,-0.685423846681922,-0.612845737641744,-0.63626226985308,-0.786809939048698,-0.475336501804233,0,0,0.604155987241662,0.498237998496934,0.527971807295459,0.662022265706879,0.728333254144891,0.857756871220221,0.713800963278467,0.821276516835532,0.751401203388529,0.783324565058416,0.765267335339005
"GSC",-0.73161357221551,-0.73161357221551,-0.719456179869238,-0.701507666121567,-0.726996340192035,-0.726996340192035,-0.647257750663334,-0.669354855462088,-0.592778902677279,-0.500490868542051,0,0,0.58837187228343,0.492001605826286,0.624282415351923,0.639995984193039,0.540347722078181,0.589045503326848,0.563578251281245,0.644464336829825,0.786051142810919,0.625558460378595,0.799203630105638
"TWIST1",-0.740888266177307,-0.740888266177307,-0.729967811324901,-0.812595945083986,-0.73520645025736,-0.73520645025736,-0.641543230828991,-0.678427882965228,-0.612209160256303,-0.50368852412058,0,0,0.608687387362737,0.422013652948929,0.6218160952615,0.561423260861496,0.558600178084303,0.700375731044485,0.569650708815291,0.760021349067265,0.795406591169825,0.632690692005733,0.811185009240608
"TWIST2",-0.741941785300128,-0.741941785300128,-0.731597790297529,-0.814878299321028,-0.736489891609383,-0.736489891609383,-0.647954577551848,-0.681884508231783,-0.623929657383825,-0.50804594795107,0,0,0.631036344719227,0.50329905314956,0.54128110465784,0.68372164737172,0.570303162874962,0.703297201263904,0.572668772525783,0.763201600987847,0.796834118446717,0.635879734621673,0.812050579830996
"ZEB2",-0.926909675894015,-0.926909675894015,-0.916430885555875,-0.899981203429708,-0.721175678499357,-0.721175678499357,-0.673262353320228,-0.664394125812056,-0.639554606591539,-0.485993506706013,0,0,0.464319401198911,0.487402846581111,0.504935420315465,0.527299308056251,0.576479885135952,0.695816593460296,0.733991929751662,0.757418535435811,0.79204525447896,0.808872462288339,0.908301475656647
