"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.799510806219696,0.799510806219696,0.782974078319601,0.748675507212928,0.793665304374341,0.793665304374341,0.753201744661905,0.716243840777563,0.516005252041748,0.503548931134673,0,0,-0.46282892034283,-0.491627748937095,-0.50169939246895,-0.519422838983519,-0.457886146323882,-0.662446536058869,-0.593299095749931,-0.61154378377295,-0.859248918422692,-0.661317415284897,-0.876653424276221
"miR200c",0.778457064822699,0.778457064822699,0.765390113967848,0.728980574559774,0.776142256535613,0.776142256535613,0.721649792678015,0.709225879325002,0.578182409761373,0.50332028150844,0,0,-0.504861639317362,-0.501107193215267,-0.534891002395178,-0.559365210635504,-0.522232732524413,-0.64519697678041,-0.686430674462311,-0.697581255762503,-0.839459780309655,-0.752183789980979,-0.846522126747416
"miR200a",0.778457064822699,0.778457064822699,0.765390113967848,0.728980574559774,0.776142256535613,0.776142256535613,0.721649792678015,0.709225879325002,0.578182409761373,0.50332028150844,0,0,-0.504861639317362,-0.501107193215267,-0.534891002395178,-0.559365210635504,-0.522232732524413,-0.64519697678041,-0.686430674462311,-0.697581255762503,-0.839459780309655,-0.752183789980979,-0.846522126747416
"miR141",0.778457064822699,0.778457064822699,0.765390113967848,0.728980574559774,0.776142256535613,0.776142256535613,0.721649792678015,0.709225879325002,0.578182409761373,0.50332028150844,0,0,-0.504861639317362,-0.501107193215267,-0.534891002395178,-0.559365210635504,-0.522232732524413,-0.64519697678041,-0.686430674462311,-0.697581255762503,-0.839459780309655,-0.752183789980979,-0.846522126747416
"miR101",0.70252700003046,0.70252700003046,0.690563902435551,0.639742332209286,0.703327537432175,0.703327537432175,0.595552235705969,0.647011708533621,0.53041379898745,0.472092075467702,0,0,-0.389862677561223,-0.397785192856741,-0.491001775247016,-0.438583192539728,-0.580903597452541,-0.562115109740944,-0.540617556630237,-0.616584782680188,-0.758612832061706,-0.59812145505887,-0.757253649501702
"CDH1",0.610293052009246,0.610293052009246,0.803299276802607,0.770437648841059,0.611314110315776,0.611314110315776,0.544765915081093,0.569371085235434,0.723612655153071,0.427193884248103,0,0,-0.540679187503802,-0.449974924898474,-0.469368435938149,-0.600311075489348,-0.662903532949973,-0.786712089744674,-0.636000186913867,-0.851748281830321,-0.679034921966669,-0.70635609965784,-0.677250186614597
"miR34a",0.717263895487917,0.717263895487917,0.707457535557434,0.664234637370843,0.718802436717746,0.718802436717746,0.629417006287757,0.664046747653933,0.599589381719506,0.493779572941094,0,0,-0.515236625627094,-0.484204035413604,-0.541746551962608,-0.565570526373461,-0.548583099321208,-0.78486295778148,-0.555508346062133,-0.740290291329343,-0.775836585529342,-0.615017922574824,-0.672514984897304
"miR200b",0.763041103653703,0.763041103653703,0.749489374717427,0.711471221075821,0.761072656383646,0.761072656383646,0.703915608168928,0.690802583089951,0.560360491987821,0.488873923087433,0,0,-0.492351959554482,-0.486103456544801,-0.519030910541792,-0.545036128089112,-0.506342562455054,-0.62905936014699,-0.668322268036118,-0.679278134337725,-0.822205560639964,-0.731848038374436,-0.628363303852281
"CLDN7",0.537278977431609,0.537278977431609,0.732171656204195,0.803830065122631,0.538551587565124,0.538551587565124,0.47895146446117,0.50495326262089,0.662903532949973,0.381161343572258,0,0,-0.477038174975037,-0.404888385376922,-0.413564240133953,-0.540679187503802,-0.598624550857608,-0.719000760321044,-0.559571470216694,-0.78892988054882,-0.611314110315776,-0.636000186913867,-0.608686277070242
"GRHL2",0.641689459783347,0.641689459783347,0.562744989409222,0.531723640806814,0.635367386052706,0.635367386052706,0.603652388919053,0.508817945439597,0.344111785297002,0.41833092855416,0.0255535558269951,0.0256524642378066,-0.311943573527179,-0.360754767468134,-0.372296014375345,-0.352534101105117,-0.302789780820277,-0.416426757919281,-0.539975403814273,-0.403484795692849,-0.681496451206412,-0.587811945195049,-0.504997167886855
"OVOL2",0.432769714476116,0.432769714476116,0.463151266808567,0.497385488507344,0.425096446479649,0.425096446479649,0.429045382015588,0.309606137608835,0.437455353317385,0.179854792422595,-0.0240947388959055,-0.0241565068057917,-0.333127015471904,-0.34106239601953,-0.352497798233345,-0.363342950504275,-0.406361736223231,-0.464630832368418,-0.338026493267027,-0.489859881605652,-0.460439890659931,-0.374655567182607,-0.383329443121154
"NP63",0.140378053626664,0.140378053626664,-0.0383960141273896,-0.0598105191062244,0.161425003289916,0.161425003289916,0.128933338795286,0.24214097174701,-0.252258526427151,0.184633420294018,0.0215579421096181,0.121462361315735,0.176671227404177,0.0684410208919522,0.0809819375492528,0.171328182291395,0.257020294509814,0.19569871685471,-0.100080607066224,0.239614888684607,-0.167357536407014,-0.107536194730254,-0.105559283408695
