"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR205",0.798656886901857,0.798656886901857,0.761239732331978,0.732599695553318,0.789622355323021,0.789622355323021,0.749089835742543,0.71385596569657,0.466403627874755,0.502680096219214,0,0,-0.450513725744754,-0.482829379953906,-0.495386463686825,-0.502525586870737,-0.4175958176238,-0.610651764123951,-0.527428193025163,-0.592538473796191,-0.852596107201879,-0.658642266844913,-0.876134570129219
"miR200c",0.776606229506215,0.776606229506215,0.741101524414081,0.710462701063587,0.770553673433814,0.770553673433814,0.715922913862853,0.705212643422333,0.52472918061181,0.501212498342612,0,0,-0.490103459769391,-0.490465739483584,-0.526795668408248,-0.539906024213244,-0.478100817080237,-0.58918621185132,-0.607872660463204,-0.684283709805139,-0.830974706330357,-0.747805207850771,-0.846998486108867
"miR200b",0.776606229506215,0.776606229506215,0.741101524414081,0.710462701063587,0.770553673433814,0.770553673433814,0.715922913862853,0.705212643422333,0.52472918061181,0.501212498342612,0,0,-0.490103459769391,-0.490465739483584,-0.526795668408248,-0.539906024213244,-0.478100817080237,-0.58918621185132,-0.607872660463204,-0.684283709805139,-0.830974706330357,-0.747805207850771,-0.846998486108867
"miR200a",0.776606229506215,0.776606229506215,0.741101524414081,0.710462701063587,0.770553673433814,0.770553673433814,0.715922913862853,0.705212643422333,0.52472918061181,0.501212498342612,0,0,-0.490103459769391,-0.490465739483584,-0.526795668408248,-0.539906024213244,-0.478100817080237,-0.58918621185132,-0.607872660463204,-0.684283709805139,-0.830974706330357,-0.747805207850771,-0.846998486108867
"miR141",0.776606229506215,0.776606229506215,0.741101524414081,0.710462701063587,0.770553673433814,0.770553673433814,0.715922913862853,0.705212643422333,0.52472918061181,0.501212498342612,0,0,-0.490103459769391,-0.490465739483584,-0.526795668408248,-0.539906024213244,-0.478100817080237,-0.58918621185132,-0.607872660463204,-0.684283709805139,-0.830974706330357,-0.747805207850771,-0.846998486108867
"miR101",0.702857362270955,0.702857362270955,0.669629950327389,0.623157868462771,0.6984062550882,0.6984062550882,0.590265091878067,0.643409929275515,0.480802520414034,0.470156127531494,0,0,-0.376165453467091,-0.388009433091605,-0.483518132415847,-0.420722048078791,-0.539444889555646,-0.510704143561555,-0.534533512400822,-0.539671260333287,-0.751086456795461,-0.595135798478153,-0.763167355287711
"miR34a",0.674801822596004,0.674801822596004,0.611951802682753,0.586417975065889,0.674268954595562,0.674268954595562,0.585981253265095,0.625021549784505,0.456873071689876,0.466812848851532,0,0,-0.452078581859806,-0.436675950526407,-0.496369273293434,-0.493580632830967,-0.418484741941874,-0.637094753589687,-0.52272365365562,-0.516865578758001,-0.723228911570787,-0.56851616495595,-0.625722800051397
"CDH1",0.56281219332,0.56281219332,0.701657680771112,0.683525713769924,0.56307893182509,0.56307893182509,0.497966913171816,0.527157119489881,0.572196196301891,0.397602400071642,0,0,-0.4692365749099,-0.396877090543871,-0.418441445042115,-0.517741222984269,-0.527063395680753,-0.605062562370668,-0.618399490710229,-0.595977900259176,-0.620677879379277,-0.656626057879325,-0.6217307599527
"CLDN7",0.49954870691786,0.49954870691786,0.64311788459616,0.72838685514894,0.500426699078135,0.500426699078135,0.441532476085723,0.471542406637237,0.527063395680753,0.357687676988626,0,0,-0.416332412276792,-0.359209205383482,-0.371300038745442,-0.4692365749099,-0.478829153391974,-0.553988727446468,-0.574493602441722,-0.529293107799506,-0.56307893182509,-0.595977900259176,-0.562640559333698
"GRHL2",0.640015320618404,0.640015320618404,0.54635385680171,0.518979248131156,0.631778768529201,0.631778768529201,0.59981839222317,0.506207912059299,0.307049351730642,0.416963033095164,0.0255409753580788,0.0256364332958402,-0.302090714174441,-0.353371873149685,-0.366772379031654,-0.3392055763052,-0.272541670934832,-0.377664389389723,-0.341771324753733,-0.5389433200161,-0.675803993054113,-0.585169698503547,-0.501704997225448
"OVOL2",0.426372682828879,0.426372682828879,0.434918162584331,0.473820183988519,0.414322002306759,0.414322002306759,0.418115696531395,0.300514586978389,0.38326987684686,0.173743028323186,-0.0240834337367673,-0.0241428552949085,-0.312816805843514,-0.32627913561872,-0.339443891916018,-0.339199799872721,-0.358507585630296,-0.406904779636378,-0.407188894550843,-0.3314206614443,-0.446594026154293,-0.365236247864053,-0.378189113760056
"NP63",0.144856875902486,0.144856875902486,-0.0106807257211714,-0.0343133515265936,0.175609321420658,0.175609321420658,0.143554636728411,0.254764803357453,-0.197476343485216,0.193541127142757,0.0215802590359401,0.12148890048048,0.150831921920045,0.0513811390184749,0.064643591653985,0.143366422088339,0.203534789671959,0.141603849931672,0.168362648973638,-0.107911958079239,-0.18410191995699,-0.118301701844537,-0.107986252383088
"SNAI1",-0.523941922405149,-0.523941922405149,-0.494888087816844,-0.540664215908003,-0.52606359265802,-0.52606359265802,-0.490649685208957,-0.490039320024637,-0.415459903275872,-0.380273461616219,0,0,0.314001083916126,0.207671737823381,0.410802789173461,0.345094130579966,0.386603820240735,0.436721980239872,0.455894353732966,0.41213971845087,0.5639165909478,0.452322968355733,0.559004718996571
"TCF3",-0.49954870691786,-0.49954870691786,-0.64311788459616,-0.72838685514894,-0.500426699078135,-0.500426699078135,-0.441532476085723,-0.471542406637237,-0.527063395680753,-0.357687676988626,0,0,0.416332412276792,0.359209205383482,0.371300038745442,0.4692365749099,0.478829153391974,0.553988727446468,0.574493602441722,0.529293107799506,0.56307893182509,0.595977900259176,0.562640559333698
"KLF8",-0.49954870691786,-0.49954870691786,-0.64311788459616,-0.72838685514894,-0.500426699078135,-0.500426699078135,-0.441532476085723,-0.471542406637237,-0.527063395680753,-0.357687676988626,0,0,0.416332412276792,0.359209205383482,0.371300038745442,0.4692365749099,0.478829153391974,0.553988727446468,0.574493602441722,0.529293107799506,0.56307893182509,0.595977900259176,0.562640559333698
