"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.906961352053381,0.790590348542461,0.875453692610316,0.693434844024851,0.506772826958292,0.807912378796489,0.447589231858257,0.753539371081548,0.485836849343391,-0.484630871318016,0,0,-0.672244190056102,0,0,-0.92589229809286,-0.914627969349042,-0.92589229809286,-0.720097889487883,-0.637838142830984,0.575348928876922,0.733296237808666,-0.663003228662659,0.495810635521121,-0.720097889487883,-0.882477405874825
"ZEB1",0.737244795987363,0.804214196872157,0.783694592967223,0.705497734403118,0.54019753741751,0.706619904785881,0.489312989398686,0.647190518824861,0.516783580707325,-0.526928619359543,0,0,-0.797792367752404,0,0,-0.855219208285039,-0.834273857583883,-0.855219208285039,-0.843271184502568,-0.553645709677143,0.499745251597462,0.642097051352166,-0.751879246235466,0.533045752607721,-0.843271184502568,-0.793519300373168
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.810412705262872,0.79545709831936,0.675348506298121,0.700246634844045,0.66313116546954,0.635018726223617,0.613127464233327,0.757981184719732,0.501714581336019,-0.507541243341741,0,0,-0.646977347504411,0,0,-0.740918216996298,-0.729235601609665,-0.740918216996298,-0.735560544178897,-0.621806559896154,0.568595186041181,0.572210343568374,-0.681115436128943,0.535764146312974,-0.735560544178897,-0.785711853206552
"TWIST1",0.809466350690513,0.793940235188971,0.771351590666608,0.697531873296622,0.539320313211322,0.631732987145573,0.589184566604987,0.754833642458962,0.420242297359074,-0.503126678502437,0,0,-0.640490807862525,0,0,-0.739801709300544,-0.727523325308912,-0.739801709300544,-0.734212666415288,-0.609588387811359,0.556358154570188,0.569144555621935,-0.677588478947703,0.616180563961633,-0.734212666415288,-0.781730828034528
"TGFbeta",0.648933362497151,0.640650043872132,0.620383228603058,0.649042538590616,0.511779142569669,0.601339268434896,0.466021265938756,0.705560720169661,0.447721750375891,-0.420357637913889,0,0,-0.586787301526087,0,0,-0.588991831497693,-0.6789134006469,-0.588991831497693,-0.586406937607229,-0.555359606567616,0.506997585468227,0.644242322461933,-0.545994980523808,0.483900942205763,-0.586406937607229,-0.630852446547554
"TCF3",0.624200374910005,0.615483385493962,0.702482326060134,0.721387876144254,0.526789184015455,0.641167756345854,0.465953969568502,0.792339411671101,0.407789542652267,-0.38421490466198,0,0,-0.482133766133042,0,0,-0.543919374023431,-0.737873641830857,-0.543919374023431,-0.541333675386499,-0.665377198929585,0.60029879120944,0.562769720160746,-0.508341465423178,0.413008443002365,-0.541333675386499,-0.809249121194177
"SNAI2",0.763902624307683,0.750210402963332,0.832904358075746,0.855038054428635,0.639225946567654,0.782655054779441,0.58479673486188,0.816683243894194,0.496779935783971,-0.474741914023792,0,0,-0.61193708246407,0,0,-0.689328895184609,-0.879275511939334,-0.689328895184609,-0.684590387309761,-0.785016154764836,0.727112795704836,0.713357862878185,-0.635491017029266,0.522134083101726,-0.684590387309761,-0.841603091788848
"SNAI1",0.579634740433122,0.580790342542385,0.55933476868403,0.496468261696182,0.356443982476877,0.467242508096816,0.322659999068993,0.546417654383303,0.223601528811708,-0.388402590326521,0,0,-0.503818306771752,0,0,-0.53844295283977,-0.52931200568986,-0.53844295283977,-0.53922410489951,-0.473136969841037,0.436756620022666,0.423574701666182,-0.501618592594658,0.421237896753849,-0.53922410489951,-0.568976854678156
"OVOL2",-0.398729807190962,-0.463101402331887,-0.49025018543579,-0.465725232448476,-0.364513637027129,-0.380086603303961,-0.334991189034361,-0.491535200489133,-0.342423962106432,0.181481446632653,-0.0240462376091018,0,0.431035323298335,0,-0.0241070117613024,0.440594546543493,0.469473615459626,0.440594546543493,0.427083492084739,0.43860053088255,-0.406851829144008,-0.342650438009572,0.311639123549613,-0.346890673537746,0.427083492084739,0.501954925939064
"NP63",-0.0786634519041382,-0.159270071592997,0.0437295406350167,0.20102340850987,0.188236762314066,-0.0961076736598327,0.191590301872305,0.246120513910453,0.073247104731103,0.180229900012397,0.0215812370181176,0,0.122667299120618,0,0.121489061124825,0.121698211271451,-0.050847472886132,0.121698211271451,0.154281821845774,-0.257268751380089,0.260873598749317,-0.0893977674895555,0.235918791759487,0.0878683786538424,0.154281821845774,-0.0692855979415715
"miR9",-0.623866129300846,-0.416984987612696,-0.426124486846649,-0.154341284457034,-0.0892420634455073,-0.462210951081719,-0.0576296833941491,-0.16870630244447,-0.198024665793707,0.280184503412441,0,0,0.348817774075659,0,0,0.581847564991418,0.44601343612583,0.581847564991418,0.378990039343498,0.111384687587796,-0.0773732814342856,-0.423915300486968,0.353550708748199,-0.205917351267407,0.378990039343498,0.308178694801383
"miR34a",-0.693070160566323,-0.7801742376873,-0.660042959021474,-0.787138325317911,-0.549102405690181,-0.622104323284885,-0.500329004081348,-0.743449905157346,-0.486338007624678,0.496691673377496,0,0,0.632605322625166,0,0,0.726562170747971,0.715216185717948,0.726562170747971,0.722053314832077,0.601759139765003,-0.550002658382828,-0.561119752892062,0.667502750134795,-0.539787952955004,0.722053314832077,0.670460416456028
"miR30c",-0.767849094401578,-0.651173227904623,-0.629302721397538,-0.657241578656427,-0.500686314796064,-0.612333892295382,-0.453474372640878,-0.720138341677158,-0.379036202145533,0.434519556248062,0,0,0.551452159626405,0,0,0.701757339390991,0.691831451550794,0.701757339390991,0.595485779065655,0.558939703011554,-0.50904121609964,-0.554009802137795,0.556547976951028,-0.478715290651947,0.595485779065655,0.63949646978579
"miR205",-0.890658741018169,-0.863691274710864,-0.747420845240865,-0.665004942826826,-0.504405510034632,-0.668088658350387,-0.449371617776337,-0.61506071832914,-0.49424178931004,0.506824640547689,0,0,0.756864033736814,0,0,0.807096928463569,0.790131280000721,0.807096928463569,0.796982801580536,0.518651053136335,-0.459580095301541,-0.598593265918287,0.720048401162744,-0.498201129590859,0.796982801580536,0.755209945900656
"miR200c",-0.862438022918176,-0.842606549291436,-0.725948868437649,-0.646290061793827,-0.543811108348112,-0.757685541157883,-0.490999227848685,-0.699179301506595,-0.503315478249983,0.505151979700195,0,0,0.724317098512328,0,0,0.785650455157097,0.771474906382905,0.785650455157097,0.778355083569024,0.579496554536807,-0.522757938250455,-0.69066681703293,0.711491615813047,-0.521282053485301,0.778355083569024,0.734059024434706
"miR200b",-0.862438022918176,-0.842606549291436,-0.725948868437649,-0.646290061793827,-0.543811108348112,-0.757685541157883,-0.490999227848685,-0.699179301506595,-0.503315478249983,0.505151979700195,0,0,0.724317098512328,0,0,0.785650455157097,0.771474906382905,0.785650455157097,0.778355083569024,0.579496554536807,-0.522757938250455,-0.69066681703293,0.711491615813047,-0.521282053485301,0.778355083569024,0.734059024434706
"miR200a",-0.862438022918176,-0.842606549291436,-0.725948868437649,-0.646290061793827,-0.543811108348112,-0.757685541157883,-0.490999227848685,-0.699179301506595,-0.503315478249983,0.505151979700195,0,0,0.724317098512328,0,0,0.785650455157097,0.771474906382905,0.785650455157097,0.778355083569024,0.579496554536807,-0.522757938250455,-0.69066681703293,0.711491615813047,-0.521282053485301,0.778355083569024,0.734059024434706
"miR141",-0.862438022918176,-0.842606549291436,-0.725948868437649,-0.646290061793827,-0.543811108348112,-0.757685541157883,-0.490999227848685,-0.699179301506595,-0.503315478249983,0.505151979700195,0,0,0.724317098512328,0,0,0.785650455157097,0.771474906382905,0.785650455157097,0.778355083569024,0.579496554536807,-0.522757938250455,-0.69066681703293,0.711491615813047,-0.521282053485301,0.778355083569024,0.734059024434706
"miR101",-0.778544970202325,-0.76311572914602,-0.636526579570593,-0.564514617629062,-0.416967993829021,-0.605597067143232,-0.369571485289166,-0.619831279329513,-0.399909275178666,0.475128935059846,0,0,0.598900956702293,0,0,0.712325339059217,0.698874974471213,0.712325339059217,0.706773811823741,0.532659442022189,-0.582352697705583,-0.546693760498086,0.65064455228083,-0.488433388151868,0.706773811823741,0.646295435002626
"KLF8",0.624200374910005,0.615483385493962,0.702482326060134,0.721387876144254,0.526789184015455,0.641167756345854,0.465953969568502,0.792339411671101,0.407789542652267,-0.38421490466198,0,0,-0.482133766133042,0,0,-0.543919374023431,-0.737873641830857,-0.543919374023431,-0.541333675386499,-0.665377198929585,0.60029879120944,0.562769720160746,-0.508341465423178,0.413008443002365,-0.541333675386499,-0.809249121194177
"GSC",0.785554686179247,0.771787701918089,0.644872377108959,0.569468867630874,0.422185364396942,0.612424602767305,0.374159773246044,0.622397358584424,0.40661141023382,-0.485267150782409,0,0,-0.623968527151448,0,0,-0.719492082451814,-0.704857712158653,-0.719492082451814,-0.714625213941975,-0.53662329744063,0.485679378793832,0.552509574646972,-0.656211288463392,0.593889413572887,-0.714625213941975,-0.654373868420277
"GRHL2",-0.512210174512346,-0.683787599649034,-0.522496954844225,-0.417375007307719,-0.331693909480023,-0.592056114971546,-0.292436908274074,-0.404856807073699,-0.361552214946524,0.419953471784612,0.0255434681566698,0,0.605390016246103,0,0.0256403281323668,0.646097019173066,0.567516862650004,0.646097019173066,0.6370531659954,0.344969071351745,-0.303231802271105,-0.543377205653194,0.510659520081797,-0.3681060808502,0.6370531659954,0.535280714980917
"FOXC2",0.674043594630658,0.843271184502568,0.725179432571245,0.645380024702229,0.489312989398686,0.642097051352166,0.436359204201713,0.591216033516722,0.477173606516068,-0.486810565772153,0,0,-0.739583721071099,0,0,-0.790217829051488,-0.771032406327827,-0.790217829051488,-0.779258417953015,-0.499745251597462,0.443006151541564,0.575387681736051,-0.695051712207812,0.483218977145137,-0.779258417953015,-0.734070169636811
"CLDN7",-0.624200374910005,-0.615483385493962,-0.702482326060134,-0.721387876144254,-0.526789184015455,-0.641167756345854,-0.465953969568502,-0.792339411671101,-0.407789542652267,0.38421490466198,0,0,0.482133766133042,0,0,0.543919374023431,0.737873641830857,0.543919374023431,0.541333675386499,0.665377198929585,-0.60029879120944,-0.562769720160746,0.508341465423178,-0.413008443002365,0.541333675386499,0.809249121194177
"CDH1",-0.69589250846971,-0.684590387309761,-0.769802310915031,-0.790158734626112,-0.58479673486188,-0.713357862878185,-0.526789184015455,-0.856307768729543,-0.45374920214822,0.431414077224919,0,0,0.549304901589609,0,0,0.61914027133835,0.811001856159287,0.61914027133835,0.615483385493962,0.727112795704836,-0.665377198929585,-0.641167756345854,0.574111716659708,-0.468790543196248,0.615483385493962,0.777528836085335
