"","miR200b","CDH1","miR200c","miR200a","miR101","miR34a","miR141","CLDN7","GRHL2","OVOL2","NP63","miR205","ZEB1","SNAI1","TCF3","FOXC2","TWIST1","KLF8","TWIST2","GSC","TGFbeta","SNAI2","ZEB2"
"miR205",0.624631091152363,0.604764274841394,0.608619920571578,0.608619920571578,0.442627293165728,0.534782510606609,0.522684809290511,0.522684809290511,0.480663480185994,0.334664636013161,0,0,-0.548805602821026,-0.416869753727334,-0.409305145847309,-0.439881506675237,-0.447001286862918,-0.403855154734037,-0.550501345770739,-0.46973156274007,-0.508747591941784,-0.507265564653751,-0.772869049180406
"miR200c",0.628463683461481,0.607128447660865,0.611865101997046,0.611865101997046,0.517530076209389,0.531437038907174,0.533142761684902,0.533142761684902,0.494971464057112,0.348527244477663,0,0,-0.559384779714502,-0.438328970720429,-0.461562284461969,-0.483888952691756,-0.499350118882307,-0.47862657849677,-0.55095003118115,-0.579289914843489,-0.618418175910665,-0.609600447658171,-0.763798891145497
"miR200a",0.628463683461481,0.607128447660865,0.611865101997046,0.611865101997046,0.517530076209389,0.531437038907174,0.533142761684902,0.533142761684902,0.494971464057112,0.348527244477663,0,0,-0.559384779714502,-0.438328970720429,-0.461562284461969,-0.483888952691756,-0.499350118882307,-0.47862657849677,-0.55095003118115,-0.579289914843489,-0.618418175910665,-0.609600447658171,-0.763798891145497
"miR141",0.628463683461481,0.607128447660865,0.611865101997046,0.611865101997046,0.517530076209389,0.531437038907174,0.533142761684902,0.533142761684902,0.494971464057112,0.348527244477663,0,0,-0.559384779714502,-0.438328970720429,-0.461562284461969,-0.483888952691756,-0.499350118882307,-0.47862657849677,-0.55095003118115,-0.579289914843489,-0.618418175910665,-0.609600447658171,-0.763798891145497
"miR101",0.574864093350959,0.536780014464461,0.560310239254781,0.560310239254781,0.479571469604235,0.431311642279293,0.492460229734427,0.492460229734427,0.460365026695409,0.338800874832491,0,0,-0.515445958616138,-0.344938369353202,-0.354168376277399,-0.448334855291608,-0.388367387658519,-0.544784006489154,-0.482229983904643,-0.449608098004356,-0.483889428442274,-0.542377578557786,-0.693448162440053
"miR34a",0.597232470298777,0.567572459295705,0.579950414980152,0.579950414980152,0.553240839943758,0.47199684285413,0.512978786803016,0.512978786803016,0.480868002134345,0.363207902506309,0,0,-0.537222343200452,-0.435184730646327,-0.483530244692361,-0.502918664878112,-0.519722602954901,-0.516485116219111,-0.710841346052332,-0.469087730467121,-0.505265466409533,-0.671370136097735,-0.613627958243524
"CDH1",0.617915042891386,0.604776380046983,0.384321631202024,0.384321631202024,0.634374886775625,0.295195558058856,0.272457470136152,0.272457470136152,0.254425291071302,0.186889111788638,0,0,-0.297395302033603,-0.361527824334062,-0.47454254167829,-0.393365248360144,-0.511955556286524,-0.59636576380969,-0.65314159953056,-0.479510907583288,-0.516892498106438,-0.725529970534802,-0.556976961214123
"CLDN7",0.579908623437779,0.668521535866159,0.348028826072839,0.348028826072839,0.59636576380969,0.266390260045611,0.244205266647142,0.244205266647142,0.229346564973194,0.16889009037621,0,0,-0.272457470136152,-0.335578015322685,-0.432432183498232,-0.35762237244163,-0.47454254167829,-0.553257434201584,-0.61378168936773,-0.437440942022295,-0.479510907583288,-0.689105671606443,-0.515270029727404
"GRHL2",0.477662210831389,0.457343966031386,0.532004870468096,0.532004870468096,0.309275282364887,0.480919522083847,0.478990626566401,0.478990626566401,0.37479348144093,0.323308604593328,0.0255409753580788,0.0256364332958402,-0.499218503247472,-0.323408942446903,-0.288016050015118,-0.342987658034645,-0.317968648431212,-0.278755453147052,-0.360754916966628,-0.473886712049666,-0.503923242590639,-0.351576399461584,-0.452113964484681
"OVOL2",0.385822953567666,0.429106770785353,0.335632627840117,0.335632627840117,0.402929435102715,0.317523771153154,0.280381488827498,0.280381488827498,0.183560012842416,0.0889414944110629,-0.0240834337367673,-0.0241428552949085,-0.294845849996995,-0.305225590797325,-0.308289597279894,-0.323209171697691,-0.328987748492037,-0.381531806158723,-0.410918747997864,-0.274845989320498,-0.296352410175877,-0.439875883312607,-0.341600420805922
"miR200b",0.0111746218887657,-0.0251293126878041,-0.0178654320826403,-0.0178654320826403,0.0667054874340898,-0.144414067687435,-0.248239304345059,-0.248239304345059,-0.242364267855335,-0.166631558514722,0,0,0.25030228518833,-0.0547222253534328,-0.0585931625157551,-0.0960361323939981,-0.0553913049947175,-0.0699708597189498,0.033687165068354,-0.046168192599425,-0.0432536848274042,-0.0676450047760873,-0.219502435029822
"NP63",-0.0198886308741492,-0.0416667660938712,0.158334139821672,0.158334139821672,-0.238626372567639,0.159966826295767,0.199421090663862,0.199421090663862,0.275104694652985,0.203875333810591,0.0215802590359401,0.12148890048048,-0.203847718968905,0.0562036000313227,0.164450135042076,0.0691122755331218,0.157841810123418,0.245011042779821,0.177073777629045,-0.119754218662519,-0.126742904625239,0.223374698401697,-0.104090184926695
"TCF3",-0.579908623437779,-0.668521535866159,-0.348028826072839,-0.348028826072839,-0.59636576380969,-0.266390260045611,-0.244205266647142,-0.244205266647142,-0.229346564973194,-0.16889009037621,0,0,0.272457470136152,0.335578015322685,0.432432183498232,0.35762237244163,0.47454254167829,0.553257434201584,0.61378168936773,0.437440942022295,0.479510907583288,0.689105671606443,0.515270029727404
"KLF8",-0.579908623437779,-0.668521535866159,-0.348028826072839,-0.348028826072839,-0.59636576380969,-0.266390260045611,-0.244205266647142,-0.244205266647142,-0.229346564973194,-0.16889009037621,0,0,0.272457470136152,0.335578015322685,0.432432183498232,0.35762237244163,0.47454254167829,0.553257434201584,0.61378168936773,0.437440942022295,0.479510907583288,0.689105671606443,0.515270029727404
"SNAI1",-0.437376257578303,-0.488675005265541,-0.425353276476351,-0.425353276476351,-0.434235982463876,-0.379553874789886,-0.378909603796616,-0.378909603796616,-0.358012486523191,-0.286306902936788,0,0,0.395819934992496,0.183187596729572,0.307402968959967,0.391888530228896,0.331768002502954,0.409193475935809,0.436118706912857,0.350796772307669,0.376101847295716,0.489582955501986,0.516995837817608
"FOXC2",-0.636467836935257,-0.614828769054888,-0.62456913779226,-0.62456913779226,-0.442678709413579,-0.55917469817077,-0.553254539950535,-0.553254539950535,-0.500075697255997,-0.347254959195738,0,0,0.580209908366217,0.417290665627498,0.410801556402508,0.440295331207992,0.449833778124004,0.402603738939622,0.557655724479597,0.472674194663368,0.512839846360593,0.508231608068695,0.581112090931194
"TGFbeta",-0.57899243614597,-0.546223836905237,-0.463085917944048,-0.463085917944048,-0.518918172965541,-0.446287174121766,-0.401496376282163,-0.401496376282163,-0.37904803270362,-0.302034002554479,0,0,0.424588421617798,0.404821296099673,0.454379060559042,0.472715960853818,0.489253019672331,0.483668088138208,0.58816289433656,0.566753923225684,0.501218721686173,0.649632537187231,0.585859575010345
"SNAI2",-0.651250312052044,-0.636455724692975,-0.416282057154542,-0.416282057154542,-0.667261016288996,-0.320417644401411,-0.297395302033603,-0.297395302033603,-0.276593319708333,-0.202559730386912,0,0,0.319145446433542,0.384306970054874,0.511955556286524,0.424326510183371,0.544252890345283,0.634374886775625,0.687406787840835,0.516892498106438,0.549353986849301,0.657375077368204,0.593218332486108
"ZEB1",-0.6722786951148,-0.648956411963706,-0.658894566013313,-0.658894566013313,-0.478287659044352,-0.586611254154381,-0.580209908366217,-0.580209908366217,-0.524026307078885,-0.364190173833806,0,0,0.50364791251621,0.441412495243558,0.449833778124004,0.473863338126584,0.485096116847735,0.442678709413579,0.594424172316747,0.512839846360593,0.547825656465262,0.542451117604435,0.620050072551078
"ZEB2",-0.628064731392327,-0.607564121871156,-0.603124773983929,-0.603124773983929,-0.477176591871962,-0.289240333201854,-0.26100271479831,-0.26100271479831,-0.239957124448522,-0.175115414528594,0,0,0.281665356971046,0.336283950442451,0.337964060798602,0.367874212596384,0.369449601578312,0.445507157564485,0.462507680372909,0.497414247189776,0.528276559292196,0.539979935893888,0.686567270781589
"TWIST1",-0.591301316449127,-0.66165613603055,-0.572707066687464,-0.572707066687464,-0.550600251557234,-0.456811878357073,-0.498316218420269,-0.498316218420269,-0.467188171063639,-0.352512243402114,0,0,0.522270920425657,0.359429446384156,0.566442857312755,0.570627962999539,0.502194897637246,0.514286951751428,0.606707431503515,0.46131244434239,0.497093272784807,0.669213498986453,0.715479692593489
"GSC",-0.595818240029818,-0.565448456544578,-0.581124131874579,-0.581124131874579,-0.54093453234197,-0.481048733584007,-0.514724883128235,-0.514724883128235,-0.480932873439308,-0.366895009866568,0,0,0.53906877453095,0.437722784604174,0.553423605662689,0.580892000087099,0.589535604129338,0.504209144548689,0.507449801687386,0.469310159282524,0.505656737446584,0.565753515980663,0.715581732647568
