"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.91046706639518,0.808586913015761,0.881375874441069,0.696841868904498,0.527468301256247,0.814962307748961,0.464203981035405,0.758170426454184,0.487096920554958,-0.490168049075741,0,0,-0.679152816121536,0,0,-0.935477582782214,-0.921730713085845,-0.935477582782214,-0.734902299308283,-0.639994218594375,0.576449850481409,0.738545202069534,-0.673520301401259,0.504809013602865,-0.734902299308283,-0.888331266607283
"ZEB1",0.748413868155048,0.845855887618091,0.798453253952136,0.715540072539639,0.564769170077603,0.726860901410921,0.50914711116153,0.658566300663314,0.520799452712854,-0.540404036407236,0,0,-0.819308213744141,0,0,-0.881644416625813,-0.852933742863777,-0.881644416625813,-0.880726851278803,-0.559990069346352,0.503944352710672,0.659364266524329,-0.776237177211112,0.543045041580013,-0.880726851278803,-0.808285341193667
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.812964957737977,0.809869223489808,0.679545468798579,0.702439580277034,0.683230687771487,0.640479602143733,0.630373163453348,0.761122945829155,0.502421451699814,-0.510941171326569,0,0,-0.651689868172426,0,0,-0.748332420511645,-0.734481429245126,-0.748332420511645,-0.747112731728388,-0.622949738678129,0.569108175477316,0.575820166214968,-0.688831104487082,0.540601292308731,-0.747112731728388,-0.789885239200472
"TWIST1",0.812272019002841,0.809364503625204,0.775910958522453,0.699974400608349,0.561035880395632,0.637718426495925,0.608045457137077,0.758252769717081,0.421069801696863,-0.506835657771869,0,0,-0.645805955304852,0,0,-0.74784566952494,-0.733210213085327,-0.74784566952494,-0.746694357158626,-0.610872725600628,0.556949977528704,0.573180831711715,-0.685872326008203,0.62111275119641,-0.746694357158626,-0.786260115064686
"TGFbeta",0.658944884370111,0.657813758472461,0.632158308285796,0.658329843892114,0.532269959228437,0.61048499976919,0.483351198269933,0.716663127502738,0.451394096804016,-0.427521554103805,0,0,-0.595140218919713,0,0,-0.600847258816794,-0.689651694237398,-0.600847258816794,-0.600511802738842,-0.562932978564168,0.513445411911361,0.651325930037493,-0.556983530169557,0.509402548156773,-0.600511802738842,-0.642220098870271
"TCF3",0.624684745475355,0.622683250588133,0.703843039806611,0.721580868224281,0.54307633857173,0.642383195652916,0.478425635041738,0.793048913200546,0.407840030529323,-0.38455111597592,0,0,-0.483715943616388,0,0,-0.546934182350278,-0.739793559900807,-0.546934182350278,-0.546304172216118,-0.665542282581076,0.600215037527804,0.563367501020093,-0.5110324553716,0.41625171279707,-0.546304172216118,-0.810564144982977
"SNAI2",0.765889738059571,0.762942058345327,0.836473276097928,0.856694724262964,0.661455530972932,0.786922505551173,0.603661725895674,0.819244586200331,0.497413982482174,-0.47748727594817,0,0,-0.615949063191053,0,0,-0.695709390312047,-0.883740937798739,-0.695709390312047,-0.694613601834005,-0.785960336858092,0.727451840441888,0.716178999599786,-0.642064314932829,0.527325092594998,-0.694613601834005,-0.845129642894272
"SNAI1",0.5803376361457,0.588015584013462,0.56094442240996,0.496857138885443,0.369757857358179,0.469328010465015,0.33402138934287,0.547598543816923,0.223393053167703,-0.389017864338565,0,0,-0.504837509317551,0,0,-0.541771424336156,-0.531415789187722,-0.541771424336156,-0.544645684009636,-0.473164010640627,0.436501547477028,0.424562109792649,-0.504556064565464,0.424480032582654,-0.544645684009636,-0.570552102607974
"OVOL2",-0.365594753193444,-0.338776155622342,-0.442897433043954,-0.434860540355532,-0.330395286217991,-0.371928754625251,-0.301236327914305,-0.461989179025035,-0.308479373098307,0.120334010490913,-0.0198755653773218,0,0.364488106631003,0,-0.0199885133185889,0.315620911291921,0.457630855945929,0.315620911291921,0.303374315710831,0.408673516720584,-0.378969569352163,-0.335023992720489,0.251480508824569,-0.32123174284201,0.303374315710831,0.453848906346267
