"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR101","miR34a","GRHL2","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","ZEB1","GSC","SNAI2","TGFbeta","ZEB2"
"miR205",0.77130840376122,0.77130840376122,0.763150732482101,0.732971645480188,0.741766643708209,0.741766643708209,0.512304394539591,0.715497108796144,0.671587968140805,0.47250806527606,0,0,-0.461808928636467,-0.485917694125516,-0.499480232100255,-0.515472286817761,-0.456978028684406,-0.651381157086904,-0.793284637273506,-0.582070356347089,-0.602754057482691,-0.64266708702476,-0.876074362800752
"miR200c",0.735965096733668,0.735965096733668,0.733378688921522,0.702390308330822,0.703925079245432,0.703925079245432,0.567964156167822,0.668347191657769,0.645925900668197,0.460020198952093,0,0,-0.498965842574866,-0.48910402402037,-0.526882106644218,-0.548928130165265,-0.516350381447891,-0.624966082905234,-0.752003491712148,-0.663800669951831,-0.680113026808078,-0.720269400067275,-0.839710860836365
"miR200b",0.735965096733668,0.735965096733668,0.733378688921522,0.702390308330822,0.703925079245432,0.703925079245432,0.567964156167822,0.668347191657769,0.645925900668197,0.460020198952093,0,0,-0.498965842574866,-0.48910402402037,-0.526882106644218,-0.548928130165265,-0.516350381447891,-0.624966082905234,-0.752003491712148,-0.663800669951831,-0.680113026808078,-0.720269400067275,-0.839710860836365
"miR200a",0.735965096733668,0.735965096733668,0.733378688921522,0.702390308330822,0.703925079245432,0.703925079245432,0.567964156167822,0.668347191657769,0.645925900668197,0.460020198952093,0,0,-0.498965842574866,-0.48910402402037,-0.526882106644218,-0.548928130165265,-0.516350381447891,-0.624966082905234,-0.752003491712148,-0.663800669951831,-0.680113026808078,-0.720269400067275,-0.839710860836365
"miR141",0.735965096733668,0.735965096733668,0.733378688921522,0.702390308330822,0.703925079245432,0.703925079245432,0.567964156167822,0.668347191657769,0.645925900668197,0.460020198952093,0,0,-0.498965842574866,-0.48910402402037,-0.526882106644218,-0.548928130165265,-0.516350381447891,-0.624966082905234,-0.752003491712148,-0.663800669951831,-0.680113026808078,-0.720269400067275,-0.839710860836365
"miR34a",0.639932820872131,0.639932820872131,0.644667741678184,0.608741156255218,0.600710930456819,0.600710930456819,0.570774663132053,0.538991429339273,0.559120051548566,0.418544826174009,0,0,-0.494099637601995,-0.454961304711543,-0.517427557661962,-0.536952731379797,-0.527419369647111,-0.739943832918128,-0.640944806279893,-0.504072254831647,-0.699061070807502,-0.552028255290227,-0.644106628981395
"CDH1",0.421547639148179,0.421547639148179,0.646566860528081,0.629281158878157,0.329882365043031,0.329882365043031,0.642384692616847,0.338252622650924,0.30595687238375,0.223795232425593,0,0,-0.478083286889338,-0.372071404038863,-0.399485638414784,-0.519660976132366,-0.600169947057014,-0.668657179683513,-0.368800399407954,-0.497506199998239,-0.740384444594789,-0.543992277294308,-0.573284492185294
"CLDN7",0.375068646302713,0.375068646302713,0.600049488066649,0.685357111843412,0.287681436103266,0.287681436103266,0.600169947057014,0.298432755101255,0.268496235432804,0.196909703871806,0,0,-0.433359182339484,-0.341821270552191,-0.360206111561328,-0.478083286889338,-0.554379453836928,-0.623029723198392,-0.329882365043031,-0.44746088551573,-0.698016357103562,-0.497506199998239,-0.525204957104801
"GRHL2",0.619023958635017,0.619023958635017,0.547256265258602,0.518900122270583,0.595458369239123,0.595458369239123,0.340368555911574,0.574302111595426,0.474226837782566,0.394135763245731,0.0255409753580788,0.0256364332958402,-0.310505023640097,-0.355536480505883,-0.369790171241355,-0.348758679920807,-0.301362437684539,-0.407223191883957,-0.63156075216191,-0.530252334368605,-0.395786788000239,-0.572834528085795,-0.501472061804201
"OVOL2",0.378664648102968,0.378664648102968,0.420208870625552,0.459321012900778,0.340512483786228,0.340512483786228,0.41743934667052,0.364336576693467,0.23600008565995,0.127391638873846,-0.0240834337367673,-0.0241428552949085,-0.318562135804822,-0.320646448288722,-0.335455860569853,-0.343229425927835,-0.391808472494413,-0.433188717970424,-0.364367219258213,-0.301970256520373,-0.461222960346361,-0.329918200744359,-0.364948587165256
