"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR205",0.806395669492024,0.806395669492024,0.784836869547162,0.676231416367695,0.79651068308938,0.79651068308938,0.756220724084513,0.719965220763915,0.507984698069997,0.507000115059978,0,0,-0.46253087331733,-0.493268412022439,-0.503497769528978,-0.518628233393109,-0.451489297857218,-0.653687139244412,-0.595784976178852,-0.598043715901684,-0.862625389738987,-0.667034352308603,-0.888768888190122
"miR200c",0.783684008781705,0.783684008781705,0.762831217249438,0.623281215112941,0.77685519910368,0.77685519910368,0.722477843948642,0.710806846021107,0.563463919097009,0.505183693842717,0,0,-0.501201879084692,-0.500183717737784,-0.534330579678051,-0.554905829274733,-0.509407869242897,-0.629583901484063,-0.672285139437509,-0.689263613421349,-0.840174627459567,-0.755355332355991,-0.858602930033139
"miR200b",0.783684008781705,0.783684008781705,0.762831217249438,0.623281215112941,0.77685519910368,0.77685519910368,0.722477843948642,0.710806846021107,0.563463919097009,0.505183693842717,0,0,-0.501201879084692,-0.500183717737784,-0.534330579678051,-0.554905829274733,-0.509407869242897,-0.629583901484063,-0.672285139437509,-0.689263613421349,-0.840174627459567,-0.755355332355991,-0.858602930033139
"miR200a",0.783684008781705,0.783684008781705,0.762831217249438,0.623281215112941,0.77685519910368,0.77685519910368,0.722477843948642,0.710806846021107,0.563463919097009,0.505183693842717,0,0,-0.501201879084692,-0.500183717737784,-0.534330579678051,-0.554905829274733,-0.509407869242897,-0.629583901484063,-0.672285139437509,-0.689263613421349,-0.840174627459567,-0.755355332355991,-0.858602930033139
"miR141",0.783684008781705,0.783684008781705,0.762831217249438,0.623281215112941,0.77685519910368,0.77685519910368,0.722477843948642,0.710806846021107,0.563463919097009,0.505183693842717,0,0,-0.501201879084692,-0.500183717737784,-0.534330579678051,-0.554905829274733,-0.509407869242897,-0.629583901484063,-0.672285139437509,-0.689263613421349,-0.840174627459567,-0.755355332355991,-0.858602930033139
"miR101",0.703721597946331,0.703721597946331,0.680790084248258,0.535107370009006,0.698936069140827,0.698936069140827,0.591162394990133,0.643900230575025,0.501576282928048,0.470409476263176,0,0,-0.379328857480336,-0.391553934595153,-0.485063899012354,-0.426652712002776,-0.554659995079469,-0.530813365837661,-0.572791828616502,-0.539702087597544,-0.7536488340464,-0.597125223533957,-0.766973933851831
"CDH1",0.616074161589594,0.616074161589594,0.801092548512436,0.678574073246056,0.612795210342616,0.612795210342616,0.546499452388937,0.571868944824638,0.708881277628382,0.429930428890694,0,0,-0.537996870426877,-0.450247123561282,-0.469803600751603,-0.596743218368444,-0.650452239421918,-0.770690678787135,-0.82593151316062,-0.638897737661846,-0.680787060304914,-0.710094824226079,-0.6909004214779
"miR34a",0.718406409221211,0.718406409221211,0.697164478678132,0.535407081631901,0.714633572368027,0.714633572368027,0.625269435646578,0.661060814713605,0.573153699344224,0.492215421109813,0,0,-0.505177109408023,-0.478317903574186,-0.536188602600903,-0.554142963296995,-0.524797829645392,-0.756183462733454,-0.698938125313452,-0.554439894925199,-0.771056947575953,-0.613813329870199,-0.681926830790032
"CLDN7",0.542153179911145,0.542153179911145,0.730175335797777,0.721447323892737,0.539844180828663,0.539844180828663,0.48058686960748,0.507112265280438,0.650452239421918,0.383454509134875,0,0,-0.474734527735687,-0.404980766309876,-0.414155115178988,-0.537996870426877,-0.588181340897108,-0.705158674295277,-0.766159459651857,-0.561754362639189,-0.612795210342616,-0.638897737661846,-0.620608065484936
"GRHL2",0.64590910581381,0.64590910581381,0.563840639097495,0.478132214482428,0.637020714540474,0.637020714540474,0.605241442880173,0.510853630030523,0.337307156850786,0.420261090149678,0.0255409753580788,0.0256364332958402,-0.31119683999507,-0.361317640862619,-0.37297960412161,-0.351332107929632,-0.297396069214886,-0.40917910238571,-0.39105079446391,-0.543088877449436,-0.683415105402698,-0.591505979729408,-0.511293750678719
"OVOL2",0.440287896145832,0.440287896145832,0.464838379218043,0.43868247522521,0.427034622215483,0.427034622215483,0.430741726672351,0.311803869009401,0.429123991178855,0.181793115419432,-0.0240834337367673,-0.0241428552949085,-0.331410582014369,-0.341156919337989,-0.352888518801275,-0.361325696034943,-0.39890234898678,-0.455806345250624,-0.475580283417171,-0.342358642385606,-0.462538943494163,-0.3793226525267,-0.39737118881858
"NP63",0.123674057716574,0.123674057716574,-0.0476755171341765,-0.0548810997289467,0.15609249080388,0.15609249080388,0.124543765027233,0.237538197455763,-0.252763334208657,0.181388555747822,0.0215802590359401,0.12148890048048,0.178415719934256,0.0711912901022262,0.0837836797080037,0.173436476133067,0.2568534707293,0.196619842716947,0.240198208018981,-0.0905809199512023,-0.161453505125025,-0.0976038390070536,-0.0812496592765831
"SNAI1",-0.516526510090447,-0.516526510090447,-0.489523786080875,-0.309520188705372,-0.518879201574362,-0.518879201574362,-0.484151730799263,-0.483585168488312,-0.42058489516007,-0.375693030234862,0,0,0.306096154025818,0.20375798489298,0.40478651509393,0.338516613970943,0.388036281730815,0.436775491132913,0.464907480418165,0.404797860926791,0.557120107103043,0.444823816451121,0.551964811087682
"TCF3",-0.542153179911145,-0.542153179911145,-0.730175335797777,-0.721447323892737,-0.539844180828663,-0.539844180828663,-0.48058686960748,-0.507112265280438,-0.650452239421918,-0.383454509134875,0,0,0.474734527735687,0.404980766309876,0.414155115178988,0.537996870426877,0.588181340897108,0.705158674295277,0.766159459651857,0.561754362639189,0.612795210342616,0.638897737661846,0.620608065484936
"KLF8",-0.542153179911145,-0.542153179911145,-0.730175335797777,-0.721447323892737,-0.539844180828663,-0.539844180828663,-0.48058686960748,-0.507112265280438,-0.650452239421918,-0.383454509134875,0,0,0.474734527735687,0.404980766309876,0.414155115178988,0.537996870426877,0.588181340897108,0.705158674295277,0.766159459651857,0.561754362639189,0.612795210342616,0.638897737661846,0.620608065484936
"TGFbeta",-0.585433353985084,-0.585433353985084,-0.663394440165004,-0.45319241181921,-0.583571475221223,-0.583571475221223,-0.583043201615493,-0.544113733021076,-0.527208089849327,-0.420159708471922,0,0,0.467835375953777,0.440280691597173,0.498821812202023,0.514147176829597,0.481806423771258,0.618473454985147,0.658849304511078,0.640764003444323,0.636483691037232,0.596616012323443,0.642869669329713
