"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR101",0.810300917620464,0.810300917620464,0.793595413679571,0.760585163660318,0.799979692265014,0.799979692265014,0.763045361886223,0.722686487206134,0.524949190914138,0.508526654524968,0,0,-0.469215083105415,-0.496136560805813,-0.510142680243451,-0.528899668251143,-0.564053877705657,-0.668989874654191,-0.599747348482611,-0.620839673962013,-0.868251399147441,-0.670079580850981,-0.895922359885549
"miR205",0.809298556675498,0.809298556675498,0.792292616592791,0.758878285463825,0.798959599682104,0.798959599682104,0.762039111598474,0.721429501310284,0.522958357609144,0.507447010554382,0,0,-0.467846560102497,-0.494793979376121,-0.508939168912783,-0.527343819599756,-0.462271137612214,-0.667319125223255,-0.598917325738081,-0.618369106746396,-0.867024971292527,-0.669052544183685,-0.894761601588672
"miR200c",0.790258705679014,0.790258705679014,0.776079694733675,0.740614762632746,0.782652291068089,0.782652291068089,0.732548624284554,0.714954184045577,0.587148559071969,0.507314704257567,0,0,-0.512789372406523,-0.507165313001151,-0.545168181935448,-0.570604672199769,-0.528338770531376,-0.651108470676065,-0.692350346095642,-0.705380728484586,-0.848702241679156,-0.760552559676258,-0.869525556545235
"miR200b",0.790258705679014,0.790258705679014,0.776079694733675,0.740614762632746,0.782652291068089,0.782652291068089,0.732548624284554,0.714954184045577,0.587148559071969,0.507314704257567,0,0,-0.512789372406523,-0.507165313001151,-0.545168181935448,-0.570604672199769,-0.528338770531376,-0.651108470676065,-0.692350346095642,-0.705380728484586,-0.848702241679156,-0.760552559676258,-0.869525556545235
"miR200a",0.790258705679014,0.790258705679014,0.776079694733675,0.740614762632746,0.782652291068089,0.782652291068089,0.732548624284554,0.714954184045577,0.587148559071969,0.507314704257567,0,0,-0.512789372406523,-0.507165313001151,-0.545168181935448,-0.570604672199769,-0.528338770531376,-0.651108470676065,-0.692350346095642,-0.705380728484586,-0.848702241679156,-0.760552559676258,-0.869525556545235
"miR141",0.790258705679014,0.790258705679014,0.776079694733675,0.740614762632746,0.782652291068089,0.782652291068089,0.732548624284554,0.714954184045577,0.587148559071969,0.507314704257567,0,0,-0.512789372406523,-0.507165313001151,-0.545168181935448,-0.570604672199769,-0.528338770531376,-0.651108470676065,-0.692350346095642,-0.705380728484586,-0.848702241679156,-0.760552559676258,-0.869525556545235
"CDH1",0.638194305187731,0.638194305187731,0.829625817784853,0.800964070805175,0.633674845982688,0.633674845982688,0.582313292705187,0.587982594320183,0.75842318677255,0.437547365459993,0,0,-0.57619789355337,-0.487000005021967,-0.507296165113205,-0.640693260976809,-0.692716797022948,-0.810726471233738,-0.649535165649932,-0.878011911784146,-0.707126719049705,-0.72534193560947,-0.720753549074997
"miR34a",0.733090184859044,0.733090184859044,0.721346249192398,0.678845110300374,0.727959148760086,0.727959148760086,0.644987713346616,0.671274150893301,0.612784182970048,0.498246165140374,0,0,-0.528893264320626,-0.493979481695651,-0.553990378820087,-0.582315382938785,-0.558909182261949,-0.793515502225145,-0.563130823741664,-0.75054527292146,-0.788132328711094,-0.625548947095861,-0.702765470618574
"CLDN7",0.558501790434651,0.558501790434651,0.752207628086088,0.828390047489449,0.55523893255969,0.55523893255969,0.510603833245728,0.518660386967589,0.692716797022948,0.387877333309279,0,0,-0.505175166280643,-0.436695394953165,-0.446403410538659,-0.57619789355337,-0.622485473549303,-0.737698415208414,-0.567353774772889,-0.810018780434222,-0.633674845982688,-0.649535165649932,-0.644410207616987
"GRHL2",0.652678211422864,0.652678211422864,0.573918713804182,0.543781563523014,0.643227091409057,0.643227091409057,0.616934622683855,0.515524414168908,0.355269572589793,0.422962091853828,0.0255442307354443,0.0256444402644595,-0.323692492951431,-0.375621871286472,-0.387772325778283,-0.366730381990673,-0.311607826440415,-0.424155585667171,-0.546174164183071,-0.412575365744473,-0.691820201021936,-0.596174749738588,-0.521432045732549
"OVOL2",0.441945778346998,0.441945778346998,0.470630844212517,0.504112365607168,0.428103870469612,0.428103870469612,0.433777883407789,0.311833767893231,0.440175222795665,0.181092924424803,-0.0240595197294915,-0.0241239157533297,-0.334422471623285,-0.333975035945288,-0.353425296083007,-0.366574980332952,-0.407418066700113,-0.466596960884945,-0.342366424227077,-0.493026687146791,-0.465025568739802,-0.380389312199245,-0.401611165170988
"NP63",0.148872835844798,0.148872835844798,-0.0241277680536179,-0.0393650176658056,0.181125804117598,0.181125804117598,0.16245132140371,0.259201337672763,-0.225942742779279,0.196504412054707,0.0216456791973206,0.121545960755275,0.15904496876947,0.0397643461770883,0.0542040247196953,0.150147103165453,0.233686916010178,0.172740340734832,-0.106001327804389,0.216893619435125,-0.190230391146795,-0.117067552285557,-0.110446087713682
"SNAI1",-0.544547238974832,-0.544547238974832,-0.534968738755991,-0.576615280664992,-0.544680105547697,-0.544680105547697,-0.51605899069928,-0.504954862744116,-0.484418867976211,-0.38955921515584,0,0,0.350647246334984,0.236544539961352,0.433814305622052,0.388871601232751,0.445911389351881,0.502292048964098,0.425400579055644,0.552571782705822,0.588035484019354,0.470536433742004,0.588705016838574
"TCF3",-0.558501790434651,-0.558501790434651,-0.752207628086088,-0.828390047489449,-0.55523893255969,-0.55523893255969,-0.510603833245728,-0.518660386967589,-0.692716797022948,-0.387877333309279,0,0,0.505175166280643,0.436695394953165,0.446403410538659,0.57619789355337,0.622485473549303,0.737698415208414,0.567353774772889,0.810018780434222,0.633674845982688,0.649535165649932,0.644410207616987
"KLF8",-0.558501790434651,-0.558501790434651,-0.752207628086088,-0.828390047489449,-0.55523893255969,-0.55523893255969,-0.510603833245728,-0.518660386967589,-0.692716797022948,-0.387877333309279,0,0,0.505175166280643,0.436695394953165,0.446403410538659,0.57619789355337,0.622485473549303,0.737698415208414,0.567353774772889,0.810018780434222,0.633674845982688,0.649535165649932,0.644410207616987
"TGFbeta",-0.60370115095847,-0.60370115095847,-0.693496905493662,-0.648996189106659,-0.600230012275527,-0.600230012275527,-0.606108759269291,-0.55721763131329,-0.574347674851799,-0.428040525945029,0,0,0.496793485592223,0.458530329110504,0.519098922962367,0.547783730109138,0.523087519679099,0.66444339044186,0.652203927812936,0.722684451797597,0.657405939569603,0.611653080560631,0.668125242996338
"FOXC2",-0.792376600197502,-0.792376600197502,-0.773121464698313,-0.737624456982443,-0.781173870260131,-0.781173870260131,-0.744744884151452,-0.696317229010473,-0.503921593127091,-0.487313275300943,0,0,0.454463869739871,0.477853150710867,0.493351162476447,0.511714145230893,0.445610429277066,0.647591429543795,0.575650111765904,0.594356039822845,0.846519783354243,0.642979756462268,0.678105105118834
"ZEB1",-0.858801536011204,-0.858801536011204,-0.837726524522735,-0.798716563462113,-0.846519783354243,-0.846519783354243,-0.805100926133135,-0.754141075721687,-0.559819943847948,-0.528032955090493,0,0,0.511714145230893,0.518878014728596,0.546243240379507,0.567914931942341,0.503921593127091,0.709057426043909,0.642979756462268,0.651736349340533,0.808988213711611,0.708349273198055,0.743055894143961
"SNAI2",-0.712854682000164,-0.712854682000164,-0.902233134037316,-0.86958153972535,-0.707126719049705,-0.707126719049705,-0.650046725876284,-0.653023409388736,-0.82110431980976,-0.483304113342858,0,0,0.640693260976809,0.53310184487339,0.566434465433599,0.703570276951738,0.75842318677255,0.879752778866803,0.72534193560947,0.842483986271191,0.777223169617175,0.79863902412938,0.793613115024639
"GSC",-0.736515599473101,-0.736515599473101,-0.722781554706059,-0.679362512691468,-0.731495125009954,-0.731495125009954,-0.657329319733338,-0.672336365719747,-0.600726168129542,-0.501848572796486,0,0,0.59788150345387,0.497011509504684,0.631448441468248,0.651607409262972,0.546633529603857,0.592092339317946,0.565158815921444,0.646515760842695,0.792006001082594,0.628032761873047,0.806335206824118
"TWIST1",-0.746755724208793,-0.746755724208793,-0.734096487175725,-0.790686803796758,-0.740536708683473,-0.740536708683473,-0.65397873074605,-0.681755377224085,-0.621787049546714,-0.505015963934694,0,0,0.623249214979605,0.436532837601127,0.63273033099495,0.578050716065918,0.566413533575666,0.704492815599161,0.571488315558392,0.762473398932295,0.802375038595063,0.635542542590451,0.819662557054158
