"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","OVOL2","NP63","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","GRHL2","FOXC2","CLDN7","CDH1"
"ZEB2",0.899620194607164,0.783333295777452,0.870384456633561,0.690033951554104,0.521885835927883,0.798947011489367,0.460802299599379,0.749705266741886,0.479939948559432,-0.478278851679182,0,0,-0.665439690708954,0,0,-0.920558053112955,-0.90967859651022,-0.920558053112955,0,-0.634837871631525,0.573336304268129,0.726726793002106,-0.65605226233685,0.498166648818322,-0.714860273560454,-0.877928066567987
"ZEB1",0.719068886991564,0.784269802720292,0.766276256771974,0.69159683549791,0.546741743100752,0.680509041584057,0.495618620980674,0.631617920610022,0.501803313048659,-0.509658743947351,0,0,-0.780552063649315,0,0,-0.838724139339151,-0.817653648425933,-0.838724139339151,0,-0.541097022337149,0.489438958471664,0.619674872370872,-0.730724256745515,0.524474653097355,-0.826576079605124,-0.777219217867569
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.798767622134991,0.784301871944162,0.666990206619557,0.694157133818451,0.675746018281254,0.622876897743623,0.624837854107825,0.751143803021391,0.493358820005293,-0.498359751910934,0,0,-0.637115630124625,0,0,-0.731570253206186,-0.720661789228284,-0.731570253206186,0,-0.616301514890736,0.564425566178544,0.562333441570562,-0.670726975204297,0.532037999071711,-0.726472913478372,-0.777992573289129
"TWIST1",0.796954148099142,0.782012095215337,0.76236767241677,0.690944470720067,0.552794188529916,0.618541417266397,0.601860232870639,0.747426284603771,0.411035644426985,-0.493321544431673,0,0,-0.630097246808805,0,0,-0.729721425812886,-0.718251119137003,-0.729721425812886,0,-0.603561615565984,0.551729567386775,0.558299088871061,-0.666404528935458,0.611886008413189,-0.724433543077797,-0.773409530054711
"TGFbeta",0.648420669444058,0.639993458908191,0.623642636984362,0.653159482595837,0.527402968208594,0.59852333528199,0.479936217499486,0.710067099490141,0.445191803563769,-0.41925890214697,0,0,-0.585399382865257,0,0,-0.589328013444403,-0.680278774652448,-0.589328013444403,0,-0.558705070324386,0.510651600654045,0.642693457226431,-0.545083223369967,0.503419727387943,-0.586772691881593,-0.634235641852216
"TCF3",0.61907254813,0.610629883178838,0.699390989220151,0.719604645949022,0.540570356669215,0.635851641024215,0.477169630904571,0.78998628009529,0.404127289239645,-0.380053895059043,0,0,-0.478154072810439,0,0,-0.54055411359419,-0.734886534616508,-0.54055411359419,0,-0.663729996241566,0.599400391703989,0.559437708892957,-0.504055818601015,0.412971884302283,-0.53811752288136,-0.80652587972313
"SNAI2",0.755067725555925,0.741700793478604,0.82686457066983,0.850874820422798,0.655990019987397,0.773159297610903,0.600066514293298,0.811870687151847,0.490433891378408,-0.467597464560241,0,0,-0.604467430145589,0,0,-0.682632552705113,-0.87316934368055,-0.682632552705113,0,-0.781276134979058,0.724515949418824,0.706187938683419,-0.627648431535762,0.520802792410432,-0.67808087810232,-0.836107779910014
"SNAI1",0.567594056577336,0.569460971276863,0.5508854169429,0.490130657324713,0.363588317618851,0.455534079058016,0.329435649849681,0.539464785050109,0.216368121766109,-0.379840174300312,0,0,-0.49381817491783,0,0,-0.528518622624617,-0.520346464790906,-0.528518622624617,0,-0.467553863363444,0.432441089573061,0.413768646581163,-0.491442748262171,0.417239287276195,-0.529641389285898,-0.561008664017641
"OVOL2",-0.391267724728192,-0.454593864008336,-0.483756590570099,-0.460934040061883,-0.359248492477049,-0.373359063904024,-0.329435373968829,-0.486354881900173,-0.336496418783896,0.174927624984915,-0.0244500010973531,0,0.42318937215368,0,-0.0245180611386841,0.433524396124246,0.462660383255979,0.433524396124246,0,0.434342505822031,-0.403604962654788,-0.33711566335985,0.30327291059201,-0.347756352536868,0.419829673379702,0.495901787730606
