"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.80790112406315,0.80790112406315,0.790804634245089,0.750752110239728,0.797824152338322,0.797824152338322,0.757638147890502,0.721130483375735,0.519199337049432,0.507830348620651,0,0,-0.465156754281158,-0.495853267350985,-0.505253658166631,-0.5225967279231,-0.460215670987726,-0.665458772283403,-0.598998599220396,-0.615475118879319,-0.864863071109517,-0.668793869812365,-0.89167516272722
"miR200c",0.78728322871881,0.78728322871881,0.772905365214832,0.728339424207162,0.780079814042257,0.780079814042257,0.725768328606614,0.713671686581763,0.580493470996769,0.507204306726537,0,0,-0.506678626101598,-0.504776101674657,-0.53799870440926,-0.561991639101287,-0.523737590444916,-0.647328979459448,-0.6918766282417,-0.700296512165635,-0.844738405555088,-0.759283000389687,-0.864273290045608
"miR200b",0.78728322871881,0.78728322871881,0.772905365214832,0.728339424207162,0.780079814042257,0.780079814042257,0.725768328606614,0.713671686581763,0.580493470996769,0.507204306726537,0,0,-0.506678626101598,-0.504776101674657,-0.53799870440926,-0.561991639101287,-0.523737590444916,-0.647328979459448,-0.6918766282417,-0.700296512165635,-0.844738405555088,-0.759283000389687,-0.864273290045608
"miR200a",0.78728322871881,0.78728322871881,0.772905365214832,0.728339424207162,0.780079814042257,0.780079814042257,0.725768328606614,0.713671686581763,0.580493470996769,0.507204306726537,0,0,-0.506678626101598,-0.504776101674657,-0.53799870440926,-0.561991639101287,-0.523737590444916,-0.647328979459448,-0.6918766282417,-0.700296512165635,-0.844738405555088,-0.759283000389687,-0.864273290045608
"miR141",0.78728322871881,0.78728322871881,0.772905365214832,0.728339424207162,0.780079814042257,0.780079814042257,0.725768328606614,0.713671686581763,0.580493470996769,0.507204306726537,0,0,-0.506678626101598,-0.504776101674657,-0.53799870440926,-0.561991639101287,-0.523737590444916,-0.647328979459448,-0.6918766282417,-0.700296512165635,-0.844738405555088,-0.759283000389687,-0.864273290045608
"miR101",0.713005375540602,0.713005375540602,0.699101245484803,0.639164208702681,0.707476733302836,0.707476733302836,0.599603884900522,0.651463824243661,0.532397574754744,0.475858634606418,0,0,-0.391714637267991,-0.401394514651655,-0.494070342976285,-0.441233967713306,-0.582162308784571,-0.564045308159746,-0.54690757821187,-0.619006004973484,-0.764088249073575,-0.606059579150924,-0.779415405669572
"CDH1",0.619311989305606,0.619311989305606,0.810431838612686,0.766170812423056,0.615693378662552,0.615693378662552,0.549513491939638,0.574447788571585,0.725757067160869,0.431781988064043,0,0,-0.5430256763458,-0.454633191686198,-0.473274791096683,-0.603461267315255,-0.664274099932375,-0.788629892695975,-0.641134280284767,-0.853898024976288,-0.684914151632663,-0.713370710507572,-0.696060984198261
"miR34a",0.726753324015211,0.726753324015211,0.71462329383183,0.659224256549322,0.722291813553221,0.722291813553221,0.632850307133716,0.667868182205968,0.600329107145902,0.497078466724193,0,0,-0.516386797762916,-0.487167370319656,-0.544228161448203,-0.567445350824413,-0.54871282718278,-0.785479679680846,-0.561035511556925,-0.740958919821481,-0.780539934193928,-0.622105692394316,-0.693273113951652
"TCF3",0.544066251242213,0.544066251242213,0.7373728358467,0.798964376887377,0.541498886470766,0.541498886470766,0.482382366111823,0.508587320435365,0.664274099932375,0.384513878369036,0,0,-0.478408057759159,-0.408323584753105,-0.416539024324474,-0.5430256763458,-0.599261434159762,-0.720016754009844,-0.562758351337876,-0.790107576520898,-0.615693378662552,-0.641134280284767,-0.624312414805462
"CLDN7",0.544066251242213,0.544066251242213,0.7373728358467,0.798964376887377,0.541498886470766,0.541498886470766,0.482382366111823,0.508587320435365,0.664274099932375,0.384513878369036,0,0,-0.478408057759159,-0.408323584753105,-0.416539024324474,-0.5430256763458,-0.599261434159762,-0.720016754009844,-0.562758351337876,-0.790107576520898,-0.615693378662552,-0.641134280284767,-0.624312414805462
