"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.805715324665643,0.805715324665643,0.786847764205049,0.733806148893981,0.79566530828716,0.79566530828716,0.755500264758137,0.718463667459528,0.508380764986758,0.505414212777596,0,0,-0.461194956402292,-0.491756051458213,-0.502240872447944,-0.51752555300875,-0.451340529135743,-0.657557868253703,-0.597311893601713,-0.602015995969346,-0.861985251248669,-0.66644793107678,-0.888753823148559
"miR200c",0.785323328294274,0.785323328294274,0.769490824883583,0.714238562874825,0.778174213978404,0.778174213978404,0.72380944307799,0.711427294588424,0.56825632256087,0.505181140668406,0,0,-0.503096350646304,-0.501026644543904,-0.53524558713318,-0.557428804636907,-0.513272622076824,-0.640546416267366,-0.690433946473632,-0.689011442663142,-0.842220525503321,-0.757297329564649,-0.86163322593055
"miR200b",0.785323328294274,0.785323328294274,0.769490824883583,0.714238562874825,0.778174213978404,0.778174213978404,0.72380944307799,0.711427294588424,0.56825632256087,0.505181140668406,0,0,-0.503096350646304,-0.501026644543904,-0.53524558713318,-0.557428804636907,-0.513272622076824,-0.640546416267366,-0.690433946473632,-0.689011442663142,-0.842220525503321,-0.757297329564649,-0.86163322593055
"miR200a",0.785323328294274,0.785323328294274,0.769490824883583,0.714238562874825,0.778174213978404,0.778174213978404,0.72380944307799,0.711427294588424,0.56825632256087,0.505181140668406,0,0,-0.503096350646304,-0.501026644543904,-0.53524558713318,-0.557428804636907,-0.513272622076824,-0.640546416267366,-0.690433946473632,-0.689011442663142,-0.842220525503321,-0.757297329564649,-0.86163322593055
"miR141",0.785323328294274,0.785323328294274,0.769490824883583,0.714238562874825,0.778174213978404,0.778174213978404,0.72380944307799,0.711427294588424,0.56825632256087,0.505181140668406,0,0,-0.503096350646304,-0.501026644543904,-0.53524558713318,-0.557428804636907,-0.513272622076824,-0.640546416267366,-0.690433946473632,-0.689011442663142,-0.842220525503321,-0.757297329564649,-0.86163322593055
"miR101",0.710774900155206,0.710774900155206,0.695004405740859,0.621679984981902,0.705351226585447,0.705351226585447,0.597510294354967,0.649134084647592,0.522331063577309,0.473851948987696,0,0,-0.387573414336188,-0.398179119087097,-0.491477698656995,-0.436238027740619,-0.573587754291761,-0.554797689942684,-0.545228002487374,-0.605824085303588,-0.761310242305445,-0.603756575525659,-0.776390901597019
"CDH1",0.618851962451938,0.618851962451938,0.809456726053436,0.763354441179194,0.615241701651352,0.615241701651352,0.548993745022445,0.573828607908135,0.721018749187174,0.431126675581488,0,0,-0.541746797945964,-0.453253985530447,-0.472396631174921,-0.601564049005577,-0.66088488597864,-0.785713812827228,-0.640860712324221,-0.848714736478254,-0.684184263180859,-0.712886850674342,-0.695316682308116
"miR34a",0.725147498871263,0.725147498871263,0.711767424044311,0.649952578819838,0.720746814090948,0.720746814090948,0.631307832712535,0.666102003813834,0.592206990125282,0.495499886821993,0,0,-0.513210515496391,-0.484538746050425,-0.542227413567526,-0.563553940823079,-0.541918608100222,-0.779412079990371,-0.559831909866346,-0.731561116010338,-0.778476748149083,-0.620415624453302,-0.691076738942429
"CLDN7",0.543828695564506,0.543828695564506,0.73681005794506,0.797708760202684,0.541276235738878,0.541276235738878,0.482119099531804,0.508261543185565,0.66088488597864,0.384162921505594,0,0,-0.477507396449704,-0.407238496089506,-0.415995628055464,-0.541746797945964,-0.596916632010386,-0.718001893925688,-0.562682570950933,-0.786209072944441,-0.615241701651352,-0.640860712324221,-0.623856745659326
"GRHL2",0.643032583635598,0.643032583635598,0.560659954251143,0.488824706804146,0.634279790385181,0.634279790385181,0.602621805827902,0.507997649899188,0.329002954705069,0.417870338748207,0.0255547958644981,0.0256528927842549,-0.306780243037908,-0.358178423912573,-0.370032584739853,-0.346750902287885,-0.288911323318419,-0.403268535523868,-0.54076319062387,-0.382732868272907,-0.680329901644841,-0.588735518044357,-0.508001420351957
