"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"miR205",0.809465105461925,0.809465105461925,0.792367197110338,0.758697421948401,0.799071269796869,0.799071269796869,0.761528379889008,0.72134213663798,0.522144015409203,0.507276099971556,0,0,-0.467847106291824,-0.491348519715435,-0.50792471086574,-0.526834111887954,-0.461852228918356,-0.66716311429964,-0.599050390466142,-0.618002921391783,-0.866943176832633,-0.669194818144521,-0.894802698713239
"miR200c",0.788986388001026,0.788986388001026,0.774805639773079,0.738822838253795,0.781435624960076,0.781435624960076,0.729779300522893,0.713919883671066,0.58398965711631,0.506618875639844,0,0,-0.509605111924194,-0.4995067908274,-0.540026409464229,-0.566378996074504,-0.525964765231552,-0.649617573834205,-0.691934494275427,-0.703629618993873,-0.846996438820119,-0.759776863747346,-0.867637927399211
"miR200b",0.788986388001026,0.788986388001026,0.774805639773079,0.738822838253795,0.781435624960076,0.781435624960076,0.729779300522893,0.713919883671066,0.58398965711631,0.506618875639844,0,0,-0.509605111924194,-0.4995067908274,-0.540026409464229,-0.566378996074504,-0.525964765231552,-0.649617573834205,-0.691934494275427,-0.703629618993873,-0.846996438820119,-0.759776863747346,-0.867637927399211
"miR200a",0.788986388001026,0.788986388001026,0.774805639773079,0.738822838253795,0.781435624960076,0.781435624960076,0.729779300522893,0.713919883671066,0.58398965711631,0.506618875639844,0,0,-0.509605111924194,-0.4995067908274,-0.540026409464229,-0.566378996074504,-0.525964765231552,-0.649617573834205,-0.691934494275427,-0.703629618993873,-0.846996438820119,-0.759776863747346,-0.867637927399211
"miR141",0.788986388001026,0.788986388001026,0.774805639773079,0.738822838253795,0.781435624960076,0.781435624960076,0.729779300522893,0.713919883671066,0.58398965711631,0.506618875639844,0,0,-0.509605111924194,-0.4995067908274,-0.540026409464229,-0.566378996074504,-0.525964765231552,-0.649617573834205,-0.691934494275427,-0.703629618993873,-0.846996438820119,-0.759776863747346,-0.867637927399211
"miR101",0.714749797013459,0.714749797013459,0.701118886593104,0.649715652776472,0.70888376498768,0.70888376498768,0.603064111622108,0.65181296808758,0.535817458078822,0.475391798379513,0,0,-0.39364719681261,-0.392373095001876,-0.496235512525096,-0.444912561960838,-0.584154777033837,-0.566545972678761,-0.547024339811852,-0.622626716993516,-0.766341562763959,-0.606624514878939,-0.782742175361867
"CDH1",0.637078573911188,0.637078573911188,0.828524006022896,0.799332695634022,0.632635586824241,0.632635586824241,0.579577708092231,0.587189493151946,0.755550465193695,0.437078369224948,0,0,-0.573092860513606,-0.480582237848055,-0.503277785761852,-0.637102099682081,-0.690372041957181,-0.809366834908366,-0.649304806635143,-0.876454433681032,-0.705594951828388,-0.724820112632545,-0.71903075199898
"miR34a",0.736235591370142,0.736235591370142,0.724151865681866,0.681279755036422,0.730835665117058,0.730835665117058,0.640051315477437,0.672815616057896,0.608401364214009,0.498490566237937,0,0,-0.503393591523899,-0.401207800824923,-0.548983348659332,-0.557444536138786,-0.554195090592092,-0.795119542864237,-0.565006944339579,-0.752672773888893,-0.791119718500191,-0.627770882779962,-0.706365928529777
"CLDN7",0.557873020498153,0.557873020498153,0.751574987259218,0.827239889618212,0.554657263444458,0.554657263444458,0.508411365223603,0.518255935606289,0.690372041957181,0.387687800702434,0,0,-0.503500384024578,-0.431816713382995,-0.44317714458013,-0.573092860513606,-0.621094933523446,-0.7368826597372,-0.567434455944388,-0.808950882086043,-0.632635586824241,-0.649304806635143,-0.643187785085345
"GRHL2",0.65185784342144,0.65185784342144,0.573047837132098,0.542537277372736,0.642415602227532,0.642415602227532,0.615098163104572,0.514718536644244,0.352970607458615,0.422327692593588,0.0255480989807233,0.0256489072799956,-0.321209495063335,-0.368280276498329,-0.384229004315158,-0.364005142963548,-0.309609180193102,-0.423032647609212,-0.545774888287112,-0.411289559305863,-0.690710245127332,-0.595622040728255,-0.520306448975613
"OVOL2",0.441423692357433,0.441423692357433,0.470109050060329,0.503335806220443,0.427607551219038,0.427607551219038,0.432507443378751,0.311423335710814,0.438777244736016,0.180824812999123,-0.0240598665518443,-0.024124101628868,-0.333155663728788,-0.330672967947859,-0.351145044186733,-0.364689586077948,-0.406455564623325,-0.46598098191358,-0.342235008478804,-0.492275308696186,-0.464292471057193,-0.38008930120468,-0.400785015802459
"NP63",0.147231879409437,0.147231879409437,-0.025783538469043,-0.0414821820865854,0.179516752141206,0.179516752141206,0.159411672435293,0.257778998254116,-0.229200174140171,0.195488184528161,0.021646297234468,0.121546373646623,0.162223201807818,0.0469245701984991,0.0590137970064212,0.154133804151781,0.236374044919771,0.174633241541841,-0.105211216186702,0.218918839506373,-0.188250960483505,-0.115858287747751,-0.10834268647906
"SNAI1",-0.539793493827703,-0.539793493827703,-0.530447499432156,-0.570946301040618,-0.540267243510744,-0.540267243510744,-0.506069889417451,-0.501698520710387,-0.473335150987755,-0.387814548003437,0,0,0.330362018985627,0.203252644161973,0.421769864004485,0.366601817572329,0.436278021864443,0.497341479125131,0.423219571941939,0.547786476407466,0.582668474040433,0.467366758708943,0.582361558456812
"TCF3",-0.557873020498153,-0.557873020498153,-0.751574987259218,-0.827239889618212,-0.554657263444458,-0.554657263444458,-0.508411365223603,-0.518255935606289,-0.690372041957181,-0.387687800702434,0,0,0.503500384024578,0.431816713382995,0.44317714458013,0.573092860513606,0.621094933523446,0.7368826597372,0.567434455944388,0.808950882086043,0.632635586824241,0.649304806635143,0.643187785085345
"KLF8",-0.557873020498153,-0.557873020498153,-0.751574987259218,-0.827239889618212,-0.554657263444458,-0.554657263444458,-0.508411365223603,-0.518255935606289,-0.690372041957181,-0.387687800702434,0,0,0.503500384024578,0.431816713382995,0.44317714458013,0.573092860513606,0.621094933523446,0.7368826597372,0.567434455944388,0.808950882086043,0.632635586824241,0.649304806635143,0.643187785085345
"TGFbeta",-0.59906746720042,-0.59906746720042,-0.68899413638967,-0.64340504947645,-0.595848923853067,-0.595848923853067,-0.598036381762065,-0.553814535279306,-0.565903655175509,-0.426029276601312,0,0,0.485991038797446,0.44275911882727,0.508764613344935,0.536442878624286,0.515412154954474,0.65947281251033,0.650072240210944,0.717526553880755,0.65201443714472,0.608650715336608,0.662119034567402
"FOXC2",-0.792565374808821,-0.792565374808821,-0.773174598990557,-0.737417878849203,-0.781274493802865,-0.781274493802865,-0.744258748920749,-0.696139118547704,-0.503002290342908,-0.48703626805542,0,0,0.454522899432889,0.473663154973075,0.492550545080071,0.511410612888336,0.445004105259982,0.64733958395364,0.575726844384842,0.593895156274509,0.846444934760204,0.643084026352355,0.678255488813486
"ZEB1",-0.858813563442682,-0.858813563442682,-0.837594689570132,-0.798239680177355,-0.846444934760204,-0.846444934760204,-0.804190211909032,-0.753815990652749,-0.558411572049517,-0.527655893344938,0,0,0.511410612888336,0.513777409781579,0.544688557465798,0.566954856546604,0.503002290342908,0.70858626588379,0.643084026352355,0.651032833755618,0.808675304049615,0.70836093803682,0.742944591542283
"SNAI2",-0.711243282227045,-0.711243282227045,-0.900637689111602,-0.867363898742,-0.705594951828388,-0.705594951828388,-0.646535624161923,-0.651802698719548,-0.817405307541117,-0.482541974717344,0,0,0.637102099682081,0.525568311188544,0.561311123764373,0.698923805108437,0.755550465193695,0.877889634207423,0.724820112632545,0.840390668911237,0.775133827987177,0.79767837255018,0.791288707162811
"GSC",-0.732857851571264,-0.732857851571264,-0.719226895682615,-0.674941322912102,-0.728022295881917,-0.728022295881917,-0.65076748809381,-0.669583138746504,-0.594241513664252,-0.500104245223922,0,0,0.590262753656192,0.48443446158255,0.625757323035498,0.643243900443906,0.540927580042128,0.588163433421956,0.563382346326499,0.642421797082542,0.787725690925065,0.625593232651929,0.801580912377117
"TWIST1",-0.743267244647166,-0.743267244647166,-0.730676463839039,-0.786334163366629,-0.737216442601044,-0.737216442601044,-0.647105067999022,-0.679102392588054,-0.614828879083064,-0.503319055147161,0,0,0.613829004543554,0.417107091824224,0.624464985718685,0.568187307573857,0.560076904486757,0.700545366628253,0.569762476886927,0.758440943182913,0.798279505023627,0.633230762986793,0.815152053543073
"TWIST2",-0.807179908208135,-0.807179908208135,-0.794103520389663,-0.860437963818629,-0.799751484852539,-0.799751484852539,-0.751029697940805,-0.733398870805712,-0.713384060768265,-0.534361315034379,0,0,0.638119611422227,0.520327783556841,0.659796991772958,0.697714271616402,0.652780007823615,0.770200730921526,0.612801810572541,0.827806500045404,0.868117755022966,0.683785121124524,0.888405113479883
"ZEB2",-0.928422271243331,-0.928422271243331,-0.917130951175462,-0.886354886998004,-0.72242011276604,-0.72242011276604,-0.677090915169086,-0.6647165777178,-0.641729212707328,-0.485565084450892,0,0,0.466267201206572,0.480368888103386,0.506469006750919,0.530644779464276,0.577734819809657,0.695971521535894,0.734055933208943,0.757003819186589,0.794031946213426,0.809204484910068,0.91112591848533
