"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",-0.01980672498703,0.0789060880593612,-0.0314841839120741,0.0866254506346786,0.0889152818293155,-0.0349604137437234,-0.00906098118176365,-0.0392756641096344,0.0539088461779283,0,-0.0387044244853055,-0.0387044244853055
"SNAIL",0.107682283286773,-0.0356439793477875,-0.104710647532458,0.110024513824142,-0.0074077336859368,-0.168086588741831,-0.131140682213356,-0.140080131176756,0.103922691974794,0,-0.133402847473199,-0.133402847473199
"OVOL2",-0.0274893589980022,-0.0165798590606528,-0.0226934253041407,-0.0211654601541484,-0.0234828287482015,0.0782684612626125,-0.0325262363285215,0.0771423626793574,0.0850330006130989,0,0.0762831795565287,0.0762831795565287
"OCT4",-0.00387321213600831,-0.0274063387578397,0.00292089652890288,0.136521991592632,0.122442963238947,0.00903724126253037,0.143862853339598,-0.134827076338395,-0.142726489703234,0,0.00508208252268672,0.00508208252268672
"NRF2",-0.133402847473199,-0.0984900282375475,0.0741561932083937,-0.142191340286271,-0.0243873121233608,0.137544424045272,0.103922691974794,0.110024513824142,-0.133559403255865,0,0.104201632466221,0.104201632466221
"miR34",-0.133402847473199,-0.0984900282375475,0.0741561932083937,-0.142191340286271,-0.0243873121233608,0.137544424045272,0.103922691974794,0.110024513824142,-0.133559403255865,0,0.104201632466221,0.104201632466221
"miR200",-0.0538783615558079,-0.0253398327655229,0.08398118688308,-0.0490325589657985,0.0570048466732863,0.0924902285761487,0.0589172024609924,0.0968370585779009,-0.11435895607447,0,0.0947528965210314,0.0947528965210314
"miR145",-0.0149334149018737,-0.00447406847912301,0.0592853191937948,-0.11475332875615,-0.0963708051168757,0.0529701112882989,-0.0764346291583314,0.0585699167534525,0.117243974172933,0,0.0530882639736295,0.0530882639736295
"KEAP1",0.104201632466221,0.0624333098040566,-0.107720838935202,0.10415453047032,-0.111237346905554,-0.169884215401457,-0.133559403255865,-0.142191340286271,0.101357611648133,0,-0.135768025257104,-0.135768025257104
"Iext",0.133402847473199,0.0984900282375475,-0.0741561932083937,0.142191340286271,0.0243873121233608,-0.137544424045272,-0.103922691974794,-0.110024513824142,0.133559403255865,0,-0.104201632466221,-0.104201632466221
"GRHL2",-0.0387044244853055,-0.0191446039604213,0.0802961592011601,-0.0331686196720587,-0.0355803717063259,0.0850345977199845,0.0539088461779283,0.0866254506346786,-0.00413351938054269,0,0.0848498560012246,0.0848498560012246
"Ecad",-0.0217387436340684,0.0786077625700797,0.0584854122549569,-0.020322287514153,-0.128690531374637,0.0565611193152995,0.0409076211259376,0.0575467773100714,-0.00572756572427557,0,0.0540157278361307,0.0540157278361307
