"","miR145","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","NRF2","ZEB","OCT4"
"miR145",0.499623794077077,0.480097789961551,0.480097789961551,0.4539596575971,0.248999881124006,0.096288248480847,-0.140219846800339,-0.091206896791235,-0.277326913384327,-0.49237517670632,-0.583750564137765
"GRHL2",0.466321536064694,0.447825260017255,0.447825260017255,0.426243176428862,0.230825221553212,0.192811429981221,-0.140653112279151,-0.188644763314554,-0.223555933040666,-0.458551266120082,-0.452560371658475
"Ecad",0.405014377870425,0.386729017890002,0.386729017890002,0.267368258617994,0.200313975936278,0.139000144441415,-0.00287140308883413,-0.136423127736974,-0.298824747096801,-0.394892862370184,-0.395082405081309
"OVOL2",0.275779085774883,0.263741285495002,0.263741285495002,0.255190311037772,0.0524313122596449,0.0336641976610389,-0.111862103039869,-0.0316640915546142,-0.149793899415208,-0.269332491674444,-0.268927409484268
"NRF2",0.142221533023034,0.136627825486347,0.136627825486347,0.166960486461415,0.0988170574257782,0.125019738621948,-0.0863277973031866,-0.125269775392061,-0.0152520298970057,-0.139361591187028,-0.138769951047962
"miR34",0.142221533023034,0.136627825486347,0.136627825486347,0.166960486461415,0.0988170574257782,0.125019738621948,-0.0863277973031866,-0.125269775392061,-0.0152520298970057,-0.139361591187028,-0.138769951047962
"KEAP1",-0.138769951047962,-0.132996762671611,-0.132996762671611,-0.165150820717323,-0.0980500742263626,-0.125269775392061,0.0804533881202021,0.120507870630156,-0.0900398413523124,0.136627825486347,0.130947865158391
"SNAIL",-0.145447339474647,-0.139361591187028,-0.139361591187028,-0.170308568083287,-0.100465129012118,-0.12667553390544,-0.0156317475767123,0.125019738621948,0.0158628205315493,0.141875900263071,0.142221533023034
"ZEB",-0.478005384861945,-0.458551266120082,-0.458551266120082,-0.435534719455569,-0.236416857859247,-0.196557275033637,0.143641922644287,0.192811429981221,0.229539849786172,0.366141449601422,0.466321536064694
"miR200",-0.445841893545979,-0.427726124355003,-0.427726124355003,-0.388741542166103,-0.221977474993511,-0.175370265567501,0.0530687921761109,0.0712638235267239,0.317902048644169,0.437361105753612,0.433041272909827
"OCT4",-0.560376449909289,-0.442483155067425,-0.442483155067425,-0.410751830789768,-0.23039186088356,-0.0153632093677221,0.080153362883439,0.00953570354021632,0.343116696472926,0.455748706264287,0.53953615389592
