"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.622419467296908,0.396470252065897,-0.360480635467013,0.66445818726998,0.331237897005174,-0.667184595091803,-0.315224714614358,-0.701196706482726,0.300810242612313,0,-0.689159692599893,-0.689159692599893
"SNAIL",0.756850771419254,0.682505058880216,-0.420921245688937,0.670684416359653,0.218664002943903,-0.800159868923393,-0.51784405475806,-0.722527204642931,0.495689240179764,0,-0.713177427183768,-0.713177427183768
"OVOL2",-0.202450190023476,-0.131534116042825,0.0232269149620208,-0.187375783523521,-0.11341305466081,0.192291803952017,0.0102106143829802,0.200967096115092,-0.00273541675976409,0,0.195866708145876,0.195866708145876
"OCT4",-0.0168052305729493,-0.0732001919541763,0.0078796952439061,0.128878419561638,0.11921673373075,0.0246952564168325,0.152935235972604,-0.126037646107353,-0.151507497044865,0,0.0144755532052446,0.0144755532052446
"NRF2",-0.713177427183768,-0.749803836798463,0.394965534073147,-0.612966295554284,-0.193384057236403,0.752183906432473,0.495689240179764,0.670684416359653,-0.47146508956938,0,0.662927037232204,0.662927037232204
"miR34",-0.713177427183768,-0.749803836798463,0.394965534073147,-0.612966295554284,-0.193384057236403,0.752183906432473,0.495689240179764,0.670684416359653,-0.47146508956938,0,0.662927037232204,0.662927037232204
"miR200",-0.702795502003934,-0.408483282389668,0.352073847085822,-0.628315132580701,-0.208814400258546,0.64848097047649,0.317850905105853,0.675561059655953,-0.396878377107384,0,0.665231475476733,0.665231475476733
"miR145",-0.593768931506832,-0.314503280130593,0.296818670943815,-0.643547968940974,-0.306604720713211,0.550556833992058,0.15030274160508,0.580216883303752,-0.13402405991964,0,0.564967382071337,0.564967382071337
"KEAP1",0.662927037232204,0.711181284468956,-0.366879339770737,0.546248504143241,0.0629967140831028,-0.698596510222126,-0.47146508956938,-0.612966295554284,0.44190356198805,0,-0.606817840306681,-0.606817840306681
"Iext",0.713177427183768,0.749803836798463,-0.394965534073147,0.612966295554284,0.193384057236403,-0.752183906432473,-0.495689240179764,-0.670684416359653,0.47146508956938,0,-0.662927037232204,-0.662927037232204
"GRHL2",-0.689159692599893,-0.371323020028205,0.343444361112506,-0.61890740989651,-0.309028814696754,0.633505069869251,0.300810242612313,0.66445818726998,-0.280548804703816,0,0.653446640610716,0.653446640610716
"Ecad",-0.493150004367374,0.0191567930381996,0.250142435945019,-0.462688505452943,-0.34169944485745,0.329547022531102,0.166862547747827,0.488321158514168,-0.155471630262727,0,0.473823545186597,0.473823545186597
