"","miR145","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","NRF2","ZEB","OCT4"
"GRHL2",0.628847442031824,0.615950597043643,0.615950597043643,0.57096757257202,0.321939755488316,0.223148945917217,-0.178421437315862,-0.215019860949897,-0.315125432243753,-0.644248138640741,-0.594378371572016
"miR200",0.62004816124198,0.607123593116367,0.607123593116367,0.555866819305787,0.319079019536988,0.211210044935022,-0.16123932569762,-0.303772503056971,-0.214616926725652,-0.634669827008641,-0.587697501816068
"miR145",0.552665423572878,0.535873366141345,0.535873366141345,0.500848496781522,0.280116736778035,0.0912078036755886,-0.150408416984474,-0.0844243243264022,-0.311266428690688,-0.558873980246877,-0.624465828158178
"Ecad",0.534665920636062,0.520071321038682,0.520071321038682,0.379020557975445,0.273504496435068,0.222240713496387,-0.0351323535293803,-0.216507480893348,-0.354883556964747,-0.542264112638341,-0.509577485261912
"OVOL2",0.190969446855036,0.185509951675844,0.185509951675844,0.176924449527078,0.0167808280932255,-0.0100260834863006,-0.0843746672979473,0.0110075679151828,-0.11645001460492,-0.192360813232588,-0.182376841494353
"NRF2",0.180352418386411,0.175908123263963,0.175908123263963,0.194683246173192,0.119928176211496,-0.0155016090365202,-0.0858797411062171,0.0173989468803208,-0.113932120207222,-0.184585571749309,-0.174983290869633
"miR34",0.180352418386411,0.175908123263963,0.175908123263963,0.194683246173192,0.119928176211496,-0.0155016090365202,-0.0858797411062171,0.0173989468803208,-0.113932120207222,-0.184585571749309,-0.174983290869633
"OCT4",-0.134478568881825,0.00547602581612814,0.00547602581612814,0.00930886595780264,0.00302217014084857,0.136739386129923,-0.0270954615047826,-0.136040085430623,0.118644495777447,-0.00548403158027833,0.135791531402713
"KEAP1",-0.174983290869633,-0.169997707149465,-0.169997707149465,-0.193043901910897,-0.120220360287464,0.0173989468803208,0.0706873035640159,-0.0227266225050261,0.00231182560820409,0.175908123263963,0.156578382894172
"SNAIL",-0.189970512565128,-0.184585571749309,-0.184585571749309,-0.204635039080806,-0.126005086218858,0.013754585362753,-0.0202938787842169,-0.0155016090365202,0.115798424923883,0.190436961773839,0.180352418386411
"ZEB",-0.658379879811685,-0.644248138640741,-0.644248138640741,-0.594780628951842,-0.336148531030848,-0.231490802219953,0.187608716467805,0.223148945917217,0.331965545772608,0.567228687127154,0.628847442031824
