"","miR145","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","NRF2","ZEB","OCT4"
"miR200",0.46441699625454,0.446025641947105,0.446025641947105,0.422510267937152,0.231394952155918,0.196633526401872,-0.126975626042301,-0.292412218849465,-0.11976114293446,-0.45536947113781,-0.451337089349963
"GRHL2",0.460546490744232,0.441740102827088,0.441740102827088,0.421224992482705,0.227623018500121,0.190286230484409,-0.138921467344612,-0.186119563817742,-0.220686114140313,-0.450911615291824,-0.447612319391272
"miR145",0.418007721333852,0.394918316888527,0.394918316888527,0.378683404266845,0.203330199760763,0.0621358736574057,-0.118533090580344,-0.0588233997316652,-0.234931103456197,-0.402292307157316,-0.507582906768781
"Ecad",0.379212160226569,0.360763635950357,0.360763635950357,0.246093320770403,0.186779572336273,0.128507954889064,0.00391085129839928,-0.125779842742669,-0.286678683892368,-0.366817935448985,-0.370912840498678
"NRF2",0.27049741306242,0.259669284912118,0.259669284912118,0.256390606262204,0.169296754815026,0.172883549645977,-0.10783164051074,-0.170191977355934,-0.0720201990429083,-0.266064490560259,-0.261532887654941
"miR34",0.27049741306242,0.259669284912118,0.259669284912118,0.256390606262204,0.169296754815026,0.172883549645977,-0.10783164051074,-0.170191977355934,-0.0720201990429083,-0.266064490560259,-0.261532887654941
"OCT4",-0.132797473424558,0.0072868013057161,0.0072868013057161,0.0108287943470042,0.00386550170257904,0.144528186680489,-0.0286270459461877,-0.144295086447389,0.120551178175195,-0.00777515291887758,0.133728483212097
"KEAP1",-0.261532887654941,-0.251373499065312,-0.251373499065312,-0.248832590507467,-0.165607930855932,-0.170191977355934,0.105670938282516,0.16627872888823,-0.0338172259434529,0.259669284912118,0.248342703605861
"OVOL2",-0.275676518017206,-0.263513271704057,-0.263513271704057,-0.258664459717334,-0.182466391207885,-0.167052935696559,0.134165196772626,0.164861838025595,0.0786003843607395,0.268332047699303,0.268686946354705
"SNAIL",-0.277549693373877,-0.266064490560259,-0.266064490560259,-0.261957534876085,-0.172564580606497,-0.175022855397927,0.00977011501558619,0.172883549645977,0.0759224725413813,0.270725161042679,0.27049741306242
"ZEB",-0.470605847195341,-0.450911615291824,-0.450911615291824,-0.429032855984189,-0.232177113225291,-0.193169124884818,0.142263634600207,0.190286230484409,0.226575423506443,0.357533672204853,0.460546490744232
