"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.581573066302121,0.169856301297144,-0.342019786497355,0.639226741942016,0.324448371912984,-0.548634016410576,-0.274836920523504,-0.669175716220887,0.265632113568761,0,-0.655620511622546,-0.655620511622546
"SNAIL",0.325973252401955,-0.0277860235678805,-0.199111322940945,0.308180070800424,0.103121352894077,-0.142872832621225,-0.174070678064618,-0.323938320707729,0.168181885472363,0,-0.314096719286664,-0.314096719286664
"OVOL2",-0.194398087943293,-0.0805311150669937,0.0193643355990326,-0.182822969911609,-0.112300720782967,0.164704398420253,0.00195295186199068,0.194483747296768,0.00429141123419479,0,0.189086144984291,0.189086144984291
"OCT4",-0.00842547139482376,-0.0242075978329801,0.00412329466502576,0.133582391174113,0.120310622619639,0.002043226245127,0.144225019673036,-0.132412660928231,-0.143729681677698,0,0.00771295838545702,0.00771295838545702
"NRF2",-0.314096719286664,-0.0699173055513778,0.191040869296498,-0.291401547310491,-0.095995462157735,0.131864445907893,0.168181885472363,0.308180070800424,-0.163313522477805,0,0.299081531699439,0.299081531699439
"miR34",-0.314096719286664,-0.0699173055513778,0.191040869296498,-0.291401547310491,-0.095995462157735,0.131864445907893,0.168181885472363,0.308180070800424,-0.163313522477805,0,0.299081531699439,0.299081531699439
"miR200",-0.6516185384033,-0.139822954255681,0.328663200777564,-0.598022419998368,-0.201259873003546,0.502751762692339,0.26617352097278,0.635586423101549,-0.351978058160489,0,0.623263548377959,0.623263548377959
"miR145",-0.567595178204436,-0.137645760108742,0.285122521162606,-0.629222747395663,-0.303179328425217,0.468585181119997,0.122538471306422,0.560524163444213,-0.110531796295992,0,0.544150518560617,0.544150518560617
"KEAP1",0.299081531699439,0.0644480280361854,-0.18366322137831,0.268702160807424,-0.0157339431886916,-0.119196785699249,-0.163313522477805,-0.291401547310491,0.154308336244896,0,-0.282887521627877,-0.282887521627877
"Iext",0.314096719286664,0.0699173055513778,-0.191040869296498,0.291401547310491,0.095995462157735,-0.131864445907893,-0.168181885472363,-0.308180070800424,0.163313522477805,0,-0.299081531699439,-0.299081531699439
"GRHL2",-0.655620511622546,-0.16119905748089,0.328476304792935,-0.600655785938046,-0.304770037002861,0.52638809652927,0.265632113568761,0.639226741942016,-0.250885381542617,0,0.626804805479417,0.626804805479417
"Ecad",-0.529654678371084,-0.0388415930930106,0.268609418482003,-0.495388839704794,-0.352137576314886,0.416054807712823,0.19237781775578,0.523089519976903,-0.181859896157526,0,0.508871403373449,0.508871403373449
