"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.618840169310464,0.343972436010952,-0.357134076274239,0.662661626355175,0.334598887353154,-0.664166509827605,-0.3026992341485,-0.698834281618635,0.289895807208948,0,-0.686340469899619,-0.686340469899619
"SNAIL",0.719339684627379,0.498089945038238,-0.38411523782275,0.644399513118054,0.237428033326892,-0.764650393741935,-0.457950861784152,-0.691716704990544,0.438844664337874,0,-0.680737233541591,-0.680737233541591
"OVOL2",-0.201066293608516,-0.113511992516392,0.0222035066922074,-0.186462075998628,-0.113654516746761,0.190681441367401,0.00737544171387144,0.199799734725109,0.000231193357218608,0,0.19459541744601,0.19459541744601
"OCT4",-0.0126283484966435,-0.0494403034240177,0.00599313769449563,0.13118975614017,0.119667232752944,0.017780848210868,0.148427558515513,-0.129169812391768,-0.147518172351174,0,0.0111651048271438,0.0111651048271438
"NRF2",-0.680737233541591,-0.574272992360131,0.360341023345041,-0.592882003390427,-0.214722183590269,0.72080174007434,0.438844664337874,0.644399513118054,-0.420162801106952,0,0.635108004854176,0.635108004854176
"miR34",-0.680737233541591,-0.574272992360131,0.360341023345041,-0.592882003390427,-0.214722183590269,0.72080174007434,0.438844664337874,0.644399513118054,-0.420162801106952,0,0.635108004854176,0.635108004854176
"miR200",-0.695875528562152,-0.329395203646138,0.346913959083022,-0.624755889296078,-0.212375828028826,0.640325959481828,0.300380709581869,0.670615652711131,-0.381140231039448,0,0.659655104013767,0.659655104013767
"miR145",-0.590781124753441,-0.262679690584142,0.294289860521231,-0.641937372442863,-0.308436791580453,0.54749158595471,0.141139890364021,0.578090883127555,-0.125806930095415,0,0.562505334404024,0.562505334404024
"KEAP1",0.635108004854176,0.541157168542839,-0.336598746204706,0.530517709059909,0.0837178167780415,-0.673745094387557,-0.420162801106952,-0.592882003390427,0.393961250719355,0,-0.585172743740667,-0.585172743740667
"Iext",0.680737233541591,0.574272992360131,-0.360341023345041,0.592882003390427,0.214722183590269,-0.72080174007434,-0.438844664337874,-0.644399513118054,0.420162801106952,0,-0.635108004854176,-0.635108004854176
"GRHL2",-0.686340469899619,-0.319865293153809,0.340639858380143,-0.617715389796036,-0.311844551344871,0.631321790689608,0.289895807208948,0.662661626355175,-0.270837253822036,0,0.651257332994478,0.651257332994478
"Ecad",-0.539504685700515,-0.116573582350369,0.270021719731029,-0.498333337795332,-0.356051933196237,0.397655644059942,0.196641932839821,0.529399026670351,-0.183421932839821,0,0.515356800722165,0.515356800722165
