"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.603532866172418,0.199273076558057,-0.351176047200594,0,0.320529310632494,-0.619819270781912,-0.342139463194621,-0.674539911989694,0.328304838435627,0,-0.674539911989694,-0.674539911989694
"SNAIL",0.37944259771473,0.0299766854577929,-0.226317350920576,0,0.113379795233886,-0.342193666063102,-0.240038891395538,-0.363843514345023,0.228780815392079,0,-0.363843514345023,-0.363843514345023
"OVOL2",-0.198552848714465,-0.0845368272885926,0.0206646648137242,0,-0.109791617288797,0.18289559341977,0.0199921557764924,0.192039072635472,-0.0109185328636634,0,0.192039072635472,0.192039072635472
"OCT4",-0.00985121131202451,-0.0264042969390769,0.00485282529543764,0,0.0980470949770598,0.0124881046321711,0.108537502754877,-0.0909859271963469,-0.107751788469163,0,0.00901407280365312,0.00901407280365312
"NRF2",-0.363843514345023,-0.127974716307809,0.214861873509681,0,-0.106100515954607,0.323799667730232,0.228780815392079,0.343378115369595,-0.221275547115211,0,0.343378115369595,0.343378115369595
"miR34",-0.363843514345023,-0.127974716307809,0.214861873509681,0,-0.106100515954607,0.323799667730232,0.228780815392079,0.343378115369595,-0.221275547115211,0,0.343378115369595,0.343378115369595
"miR200",-0.67177818880748,-0.169853428615421,0.336319097085611,0,-0.197343036519253,0.583452223380033,0.327453254426898,0.639442998463933,-0.406654118357783,0,0.639442998463933,0.639442998463933
"miR145",-0.674539911989694,-0.185318314094255,0.335576592159722,0,-0.300190109810189,0.593054081947758,0.328304838435627,0.641985240021503,-0.306668222624253,0,0.641985240021503,0.641985240021503
"KEAP1",0.343378115369595,0.117867040031324,-0.206593483469765,0,-0.00983985101787027,-0.307155134751037,-0.221275547115211,-0.323322713707545,0.204780701754386,0,-0.323322713707545,-0.323322713707545
"Iext",0.363843514345023,0.127974716307809,-0.214861873509681,0,0.106100515954607,-0.323799667730232,-0.228780815392079,-0.343378115369595,0.221275547115211,0,-0.343378115369595,-0.343378115369595
"GRHL2",-0.674539911989694,-0.185318314094255,0.335576592159722,0,-0.300190109810189,0.593054081947758,0.328304838435627,0.641985240021503,-0.306668222624253,0,0.641985240021503,0.641985240021503
"Ecad",-0.53503007200884,-0.0302198486842547,0.269514193336977,0,-0.346154695951321,0.372600180646381,0.230682908018959,0.51211319390065,-0.216030340043128,0,0.51211319390065,0.51211319390065
