"","miR145","GRHL2","Ecad","miR34","OVOL2","miR200","SNAIL","KEAP1","NRF2","ZEB","OCT4"
"miR200",0.59810361558369,0.582757708184942,0.582757708184942,0.529415505805694,0.299274022385123,0.242052356046803,-0.150704027202329,-0.331546305441743,-0.176473563831008,-0.604599322565135,-0.569105698434882
"GRHL2",0.598552537425674,0.582796433175894,0.582796433175894,0.536934939808748,0.297008337368453,0.23795338783938,-0.164752565867324,-0.2269910198489,-0.279068960034034,-0.604573068947208,-0.568887705009466
"miR145",0.519625295208888,0.499109714150893,0.499109714150893,0.464956554699306,0.255473198048665,0.0962044551896334,-0.137138000165217,-0.0875507234910261,-0.27928639113279,-0.516288577737008,-0.596108811692404
"NRF2",0.324138986314731,0.313914712592143,0.313914712592143,0.295843812576448,0.195769174624072,0.190128731563333,-0.117591000288258,-0.186756212773585,-0.0935638801590499,-0.328088964867826,-0.309034819648064
"miR34",0.324138986314731,0.313914712592143,0.313914712592143,0.295843812576448,0.195769174624072,0.190128731563333,-0.117591000288258,-0.186756212773585,-0.0935638801590499,-0.328088964867826,-0.309034819648064
"OVOL2",0.173183978933167,0.166699629983889,0.166699629983889,0.159772897038033,0.00588152581454975,-0.00871457006674496,-0.0774567368283914,0.0139346771458645,-0.101641145281605,-0.170564761562836,-0.165616953125099
"OCT4",-0.13136462207886,0.0098205755593049,0.0098205755593049,0.0135349612889931,0.00515268087540422,0.146300502865826,-0.0295807900879706,-0.145765531595764,0.12030467428115,-0.0106259608219567,0.133043601259518
"KEAP1",-0.309034819648064,-0.299473097459367,-0.299473097459367,-0.283979405796787,-0.190394941495238,-0.186756212773585,0.110852678667753,0.177719000723969,-0.0186076274481424,0.313914712592143,0.284608099807586
"Ecad",-0.309034819648064,-0.299473097459367,-0.299473097459367,-0.283979405796787,-0.190394941495238,-0.186756212773585,0.110852678667753,0.177719000723969,-0.0186076274481424,0.313914712592143,0.284608099807586
"SNAIL",-0.339400030491438,-0.328088964867826,-0.328088964867826,-0.308364496525703,-0.203587907670187,-0.195756708499909,0.0186848557912963,0.190128731563333,0.0990569013206888,0.33816869371272,0.324138986314731
"ZEB",-0.621606724617793,-0.604573068947208,-0.604573068947208,-0.554079226237676,-0.307034298550305,-0.243854054279036,0.17430830769465,0.23795338783938,0.29351398529976,0.522631645355753,0.598552537425674
