"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.357533672204853,0.142263634600207,-0.232177113225291,0.460546490744232,0.226575423506443,-0.429032855984189,-0.193169124884818,-0.470605847195341,0.190286230484409,0,-0.450911615291824,-0.450911615291824
"SNAIL",0.270725161042679,0.00977011501558619,-0.172564580606497,0.27049741306242,0.0759224725413813,-0.261957534876085,-0.175022855397927,-0.277549693373877,0.172883549645977,0,-0.266064490560259,-0.266064490560259
"OVOL2",0.268332047699303,0.134165196772626,-0.182466391207885,0.268686946354705,0.0786003843607395,-0.258664459717334,-0.167052935696559,-0.275676518017206,0.164861838025595,0,-0.263513271704057,-0.263513271704057
"OCT4",-0.00777515291887758,-0.0286270459461877,0.00386550170257904,0.133728483212097,0.120551178175195,0.0108287943470042,0.144528186680489,-0.132797473424558,-0.144295086447389,0,0.0072868013057161,0.0072868013057161
"NRF2",-0.266064490560259,-0.10783164051074,0.169296754815026,-0.261532887654941,-0.0720201990429083,0.256390606262204,0.172883549645977,0.27049741306242,-0.170191977355934,0,0.259669284912118,0.259669284912118
"miR34",-0.266064490560259,-0.10783164051074,0.169296754815026,-0.261532887654941,-0.0720201990429083,0.256390606262204,0.172883549645977,0.27049741306242,-0.170191977355934,0,0.259669284912118,0.259669284912118
"miR200",-0.45536947113781,-0.126975626042301,0.231394952155918,-0.451337089349963,-0.11976114293446,0.422510267937152,0.196633526401872,0.46441699625454,-0.292412218849465,0,0.446025641947105,0.446025641947105
"miR145",-0.402292307157316,-0.118533090580344,0.203330199760763,-0.507582906768781,-0.234931103456197,0.378683404266845,0.0621358736574057,0.418007721333852,-0.0588233997316652,0,0.394918316888527,0.394918316888527
"KEAP1",0.259669284912118,0.105670938282516,-0.165607930855932,0.248342703605861,-0.0338172259434529,-0.248832590507467,-0.170191977355934,-0.261532887654941,0.16627872888823,0,-0.251373499065312,-0.251373499065312
"Iext",0.266064490560259,0.10783164051074,-0.169296754815026,0.261532887654941,0.0720201990429083,-0.256390606262204,-0.172883549645977,-0.27049741306242,0.170191977355934,0,-0.259669284912118,-0.259669284912118
"GRHL2",-0.450911615291824,-0.138921467344612,0.227623018500121,-0.447612319391272,-0.220686114140313,0.421224992482705,0.190286230484409,0.460546490744232,-0.186119563817742,0,0.441740102827088,0.441740102827088
"Ecad",-0.366817935448985,0.00391085129839928,0.186779572336273,-0.370912840498678,-0.286678683892368,0.246093320770403,0.128507954889064,0.379212160226569,-0.125779842742669,0,0.360763635950357,0.360763635950357
