"","ZEB","SNAIL","OVOL2","OCT4","NRF2","miR34","miR200","miR145","KEAP1","Iext","GRHL2","Ecad"
"ZEB",0.685430435490865,0.216186638390978,-0.385943990304279,0.712211505141862,0.349255169158744,-0.678568564557649,-0.577441897743709,-0.75759081548669,0.548134633462735,0,-0.746139860838773,-0.746139860838773
"SNAIL",0.409359594063364,0.0370179449728637,-0.238726873769104,0.370995459268267,0.120873600129909,-0.36214721768626,-0.321743402034384,-0.396888165309898,0.304485881555277,0,-0.388507125205492,-0.388507125205492
"OVOL2",-0.385943990304279,-0.132631920337777,0.0983292997723351,-0.343583728775963,-0.193758060326017,0.338829855557986,0.288369833636525,0.37059354570353,-0.268980091156543,0,0.36425302268451,0.36425302268451
"OCT4",-0.0106347822999856,-0.0288637357136092,0.00509904235992273,0.132475674526995,0.120269050479779,0.0125480181081614,0.149578003483425,-0.130671409901517,-0.148599355796592,0,0.0095807761438435,0.0095807761438435
"NRF2",-0.388507125205492,-0.132462835225401,0.225275227678569,-0.34507151711508,-0.109918660072034,0.340256745068105,0.304485881555277,0.370995459268267,-0.287217503999818,0,0.363565970888573,0.363565970888573
"miR34",-0.388507125205492,-0.132462835225401,0.225275227678569,-0.34507151711508,-0.109918660072034,0.340256745068105,0.304485881555277,0.370995459268267,-0.287217503999818,0,0.363565970888573,0.363565970888573
"miR200",-0.739472870007731,-0.18394940034577,0.363736642346156,-0.656441537685173,-0.219511608392677,0.62830169627933,0.541398723249634,0.706360412752777,-0.607076502659239,0,0.696139968621182,0.696139968621182
"miR145",-0.638501924807327,-0.168093727421791,0.312973926199516,-0.676496606960223,-0.317183353116661,0.55617251792758,0.366660858026912,0.617693241425789,-0.338505271399226,0,0.602964360407168,0.602964360407168
"KEAP1",0.363565970888573,0.122532971807165,-0.213979344490575,0.310735677516082,-0.00644497629160206,-0.318789289446803,-0.287217503999818,-0.34507151711508,0.265213441711395,0,-0.338127113405681,-0.338127113405681
"Iext",0.388507125205492,0.132462835225401,-0.225275227678569,0.34507151711508,0.109918660072034,-0.340256745068105,-0.304485881555277,-0.370995459268267,0.287217503999818,0,-0.363565970888573,-0.363565970888573
"GRHL2",-0.746139860838773,-0.200762028338985,0.36425302268451,-0.660877914109779,-0.324911167945336,0.641645744087571,0.548134633462735,0.712211505141862,-0.512910047174319,0,0.702025081621612,0.702025081621612
"Ecad",-0.585497028534218,-0.0405993602476595,0.290276730333374,-0.53248518418211,-0.362084301508078,0.405802625729641,0.341251429222111,0.567722980446432,-0.316833121883835,0,0.554575418962572,0.554575418962572
