"posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency","Net"
3,1,5,3,3,"ovol_1"
2,0.666666666666667,6,3.33333333333333,5,"ovol_10"
3,1,5,3,3,"ovol_11"
2,0.666666666666667,6,3.33333333333333,5,"ovol_12"
3,1,5,3,3,"ovol_13"
1,1,7,3,4,"ovol_14"
3,1,5,3,3,"ovol_15"
4,1.33333333333333,4,2.66666666666667,3,"ovol_16"
3,1,5,3,3,"ovol_17"
1,1,7,3,4,"ovol_18"
3,1,5,3,3,"ovol_19"
3,1,5,3,3,"ovol_2"
2,0.666666666666667,6,3.33333333333333,3,"ovol_20"
3,1,5,3,3,"ovol_21"
2,0.666666666666667,6,3.33333333333333,3,"ovol_22"
3,1,5,3,3,"ovol_23"
2,0.666666666666667,6,3.33333333333333,5,"ovol_24"
3,1,5,3,3,"ovol_25"
2,0.666666666666667,6,3.33333333333333,5,"ovol_26"
3,1,5,3,3,"ovol_27"
1,1,7,3,4,"ovol_28"
3,1,5,3,3,"ovol_29"
3,1,5,3,3,"ovol_3"
4,1.33333333333333,4,2.66666666666667,3,"ovol_30"
1,1,7,3,4,"ovol_31"
2,0.666666666666667,6,3.33333333333333,3,"ovol_32"
1,1,7,3,4,"ovol_33"
2,0.666666666666667,6,3.33333333333333,3,"ovol_34"
1,1,7,3,4,"ovol_35"
2,0.666666666666667,6,3.33333333333333,5,"ovol_36"
1,1,7,3,4,"ovol_4"
3,1,5,3,3,"ovol_5"
2,0.666666666666667,6,3.33333333333333,3,"ovol_6"
3,1,5,3,3,"ovol_7"
2,0.666666666666667,6,3.33333333333333,3,"ovol_8"
3,1,5,3,3,"ovol_9"
3,1.66666666666667,5,2.33333333333333,2,"wild"
