"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"CD44s",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
"CDH1",0.194052154384325,-0.194052154384325,1,-0.194052154384325,0.194052154384325,-0.409091549517784,0.194052154384325,-0.194052154384325,-0.194052154384325,0.194052154384325,0.194052154384325,1,1,0.194052154384325,-1,-1,-0.194052154384325,-0.194052154384325
"EMT",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
"ESRP1",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"EXTGFB",-0.0563226829733427,0.0563226829733428,-0.409091549517784,0.0563226829733428,-0.0563226829733427,1,-0.0563226829733427,0.0563226829733428,0.0563226829733428,-0.0563226829733427,-0.0563226829733427,-0.409091549517784,-0.409091549517784,-0.0563226829733427,0.409091549517784,0.409091549517784,0.0563226829733428,0.0563226829733428
"GRHL2",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"HA",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
"HAS2",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
"MIR1199",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"MIR190",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"MIR200",0.194052154384325,-0.194052154384325,1,-0.194052154384325,0.194052154384325,-0.409091549517784,0.194052154384325,-0.194052154384325,-0.194052154384325,0.194052154384325,0.194052154384325,1,1,0.194052154384325,-1,-1,-0.194052154384325,-0.194052154384325
"MIR34",0.194052154384325,-0.194052154384325,1,-0.194052154384325,0.194052154384325,-0.409091549517784,0.194052154384325,-0.194052154384325,-0.194052154384325,0.194052154384325,0.194052154384325,1,1,0.194052154384325,-1,-1,-0.194052154384325,-0.194052154384325
"MIR340",1,-1,0.194052154384325,-1,1,-0.0563226829733427,1,-1,-1,1,1,0.194052154384325,0.194052154384325,1,-0.194052154384325,-0.194052154384325,-1,-1
"SNAIL1",-0.194052154384325,0.194052154384325,-1,0.194052154384325,-0.194052154384325,0.409091549517784,-0.194052154384325,0.194052154384325,0.194052154384325,-0.194052154384325,-0.194052154384325,-1,-1,-0.194052154384325,1,1,0.194052154384325,0.194052154384325
"TGFB",-0.194052154384325,0.194052154384325,-1,0.194052154384325,-0.194052154384325,0.409091549517784,-0.194052154384325,0.194052154384325,0.194052154384325,-0.194052154384325,-0.194052154384325,-1,-1,-0.194052154384325,1,1,0.194052154384325,0.194052154384325
"VIM",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
"ZEB1",-1,1,-0.194052154384325,1,-1,0.0563226829733428,-1,1,1,-1,-1,-0.194052154384325,-0.194052154384325,-1,0.194052154384325,0.194052154384325,1,1
