"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"CD44s",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
"CDH1",0.37847308167012,-0.37847308167012,1,-0.683954025299899,0.37847308167012,-0.630124258233412,0.37847308167012,-0.37847308167012,-0.37847308167012,0.37847308167012,0.37847308167012,0.37847308167012,1,0.37847308167012,-1,-0.37847308167012,-0.37847308167012,-0.37847308167012
"EMT",-0.694549255444986,0.694549255444986,-0.683954025299899,1,-0.694549255444986,0.314099554032013,-0.694549255444986,0.694549255444986,0.694549255444986,-0.694549255444986,-0.694549255444986,-0.694549255444986,-0.683954025299899,-0.694549255444986,0.683954025299899,0.694549255444986,0.694549255444986,0.694549255444986
"ESRP1",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"EXTGFB",-0.00858981465435222,0.00858981465435225,-0.630124258233412,0.314099554032013,-0.00858981465435222,1,-0.00858981465435222,0.00858981465435225,0.00858981465435225,-0.00858981465435222,-0.00858981465435222,-0.00858981465435222,-0.630124258233412,-0.00858981465435222,0.630124258233412,0.00858981465435225,0.00858981465435225,0.00858981465435225
"GRHL2",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"HA",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
"HAS2",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
"MIR1199",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"MIR190",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"MIR200",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"MIR34",0.37847308167012,-0.37847308167012,1,-0.683954025299899,0.37847308167012,-0.630124258233412,0.37847308167012,-0.37847308167012,-0.37847308167012,0.37847308167012,0.37847308167012,0.37847308167012,1,0.37847308167012,-1,-0.37847308167012,-0.37847308167012,-0.37847308167012
"MIR340",1,-1,0.37847308167012,-0.694549255444986,1,-0.00858981465435222,1,-1,-1,1,1,1,0.37847308167012,1,-0.37847308167012,-1,-1,-1
"SNAIL1",-0.37847308167012,0.37847308167012,-1,0.683954025299899,-0.37847308167012,0.630124258233412,-0.37847308167012,0.37847308167012,0.37847308167012,-0.37847308167012,-0.37847308167012,-0.37847308167012,-1,-0.37847308167012,1,0.37847308167012,0.37847308167012,0.37847308167012
"TGFB",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
"VIM",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
"ZEB1",-1,1,-0.37847308167012,0.694549255444986,-1,0.00858981465435225,-1,1,1,-1,-1,-1,-0.37847308167012,-1,0.37847308167012,1,1,1
