"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"CD44s",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
"CDH1",0.510574197524322,-0.510574197524322,1,-0.783222937750094,0.510574197524322,-0.505360084934145,0.510574197524322,-0.510574197524322,-0.510574197524322,0.510574197524322,0.510574197524322,0.510574197524322,0.67571217173509,0.510574197524322,-0.673906922028065,-0.510574197524322,-0.510574197524322,-0.510574197524322
"EMT",-0.510433227723985,0.510433227723985,-0.783222937750094,1,-0.510433227723985,0.505532380772399,-0.510433227723985,0.510433227723985,0.510433227723985,-0.510433227723985,-0.510433227723985,-0.510433227723985,-0.617495266846596,-0.510433227723985,0.564827441859761,0.510433227723985,0.510433227723985,0.510433227723985
"ESRP1",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"EXTGFB",-0.0159534366733808,0.0159534366733808,-0.505360084934145,0.505532380772399,-0.0159534366733808,1,-0.0159534366733808,0.0159534366733808,0.0159534366733808,-0.0159534366733808,-0.0159534366733808,-0.0159534366733808,-0.502978884370503,-0.0159534366733808,0.507968485519367,0.0159534366733808,0.0159534366733808,0.0159534366733808
"GRHL2",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"HA",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
"HAS2",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
"MIR1199",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"MIR190",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"MIR200",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"MIR34",0.51295769105817,-0.51295769105817,0.67571217173509,-0.617495266846596,0.51295769105817,-0.502978884370503,0.51295769105817,-0.51295769105817,-0.51295769105817,0.51295769105817,0.51295769105817,0.51295769105817,1,0.51295769105817,-0.678311882207238,-0.51295769105817,-0.51295769105817,-0.51295769105817
"MIR340",1,-1,0.510574197524322,-0.510433227723985,1,-0.0159534366733808,1,-1,-1,1,1,1,0.51295769105817,1,-0.507965389780996,-1,-1,-1
"SNAIL1",-0.507965389780996,0.507965389780996,-0.673906922028065,0.564827441859761,-0.507965389780996,0.507968485519367,-0.507965389780996,0.507965389780996,0.507965389780996,-0.507965389780996,-0.507965389780996,-0.507965389780996,-0.678311882207238,-0.507965389780996,1,0.507965389780996,0.507965389780996,0.507965389780996
"TGFB",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
"VIM",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
"ZEB1",-1,1,-0.510574197524322,0.510433227723985,-1,0.0159534366733808,-1,1,1,-1,-1,-1,-0.51295769105817,-1,0.507965389780996,1,1,1
