"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"CD44s",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
"CDH1",0.498411193564527,-0.498411193564527,1,-0.775012949116383,0.498411193564527,-0.511786828804466,0.498411193564527,-0.498411193564527,-0.498411193564527,0.498411193564527,0.498411193564527,0.498411193564527,0.671925901237329,0.498411193564527,-0.683135129254998,-0.498411193564527,-0.498411193564527,-0.498411193564527
"EMT",-0.500813153594965,0.500813153594965,-0.775012949116383,1,-0.500813153594965,0.509384734374239,-0.500813153594965,0.500813153594965,0.500813153594965,-0.500813153594965,-0.500813153594965,-0.500813153594965,-0.621081781004625,-0.500813153594965,0.56223387566284,0.500813153594965,0.500813153594965,0.500813153594965
"ESRP1",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"EXTGFB",-0.0102172383322319,0.0102172383322319,-0.511786828804466,0.509384734374239,-0.0102172383322319,1,-0.0102172383322319,0.0102172383322319,0.0102172383322319,-0.0102172383322319,-0.0102172383322319,-0.0102172383322319,-0.508353524148101,-0.0102172383322319,0.50637459253166,0.0102172383322319,0.0102172383322319,0.0102172383322319
"GRHL2",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"HA",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
"HAS2",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
"MIR1199",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"MIR190",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"MIR200",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"MIR34",0.501835923065914,-0.501835923065914,0.671925901237329,-0.621081781004625,0.501835923065914,-0.508353524148101,0.501835923065914,-0.501835923065914,-0.501835923065914,0.501835923065914,0.501835923065914,0.501835923065914,1,0.501835923065914,-0.667716116202797,-0.501835923065914,-0.501835923065914,-0.501835923065914
"MIR340",1,-1,0.498411193564527,-0.500813153594965,1,-0.0102172383322319,1,-1,-1,1,1,1,0.501835923065914,1,-0.50381948325552,-1,-1,-1
"SNAIL1",-0.50381948325552,0.50381948325552,-0.683135129254998,0.56223387566284,-0.50381948325552,0.50637459253166,-0.50381948325552,0.50381948325552,0.50381948325552,-0.50381948325552,-0.50381948325552,-0.50381948325552,-0.667716116202797,-0.50381948325552,1,0.50381948325552,0.50381948325552,0.50381948325552
"TGFB",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
"VIM",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
"ZEB1",-1,1,-0.498411193564527,0.500813153594965,-1,0.0102172383322319,-1,1,1,-1,-1,-1,-0.501835923065914,-1,0.50381948325552,1,1,1
