"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"CD44s",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"CDH1",0.502836981764961,-0.502836981764961,1,-0.502836981764961,0.502836981764961,-0.507290519984235,0.502836981764961,-0.502836981764961,-0.502836981764961,0.502836981764961,0.502836981764961,0.502836981764961,0.674548653726609,0.502836981764961,-0.666174012025241,-0.502836981764961,-0.502836981764961,-0.502836981764961
"EMT",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"ESRP1",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"EXTGFB",-0.0101157577855194,0.0101157577855194,-0.507290519984235,0.0101157577855194,-0.0101157577855194,1,-0.0101157577855194,0.0101157577855194,0.0101157577855194,-0.0101157577855194,-0.0101157577855194,-0.0101157577855194,-0.507690815385093,-0.0101157577855194,0.496453502419756,0.0101157577855194,0.0101157577855194,0.0101157577855194
"GRHL2",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"HA",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"HAS2",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"MIR1199",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"MIR190",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"MIR200",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"MIR34",0.502436683028925,-0.502436683028925,0.674548653726609,-0.502436683028925,0.502436683028925,-0.507690815385093,0.502436683028925,-0.502436683028925,-0.502436683028925,0.502436683028925,0.502436683028925,0.502436683028925,1,0.502436683028925,-0.666174012025241,-0.502436683028925,-0.502436683028925,-0.502436683028925
"MIR340",1,-1,0.502836981764961,-1,1,-0.0101157577855194,1,-1,-1,1,1,1,0.502436683028925,1,-0.513656440725407,-1,-1,-1
"SNAIL1",-0.513656440725407,0.513656440725407,-0.666174012025241,0.513656440725407,-0.513656440725407,0.496453502419756,-0.513656440725407,0.513656440725407,0.513656440725407,-0.513656440725407,-0.513656440725407,-0.513656440725407,-0.666174012025241,-0.513656440725407,1,0.513656440725407,0.513656440725407,0.513656440725407
"TGFB",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"VIM",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
"ZEB1",-1,1,-0.502836981764961,1,-1,0.0101157577855194,-1,1,1,-1,-1,-1,-0.502436683028925,-1,0.513656440725407,1,1,1
