"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"CD44s",-1,1,-0.724552183882475,0.724552183882475,-1,0.243246746835508,-1,1,1,-1,-1,-0.243246746835508,-1,-1,0.243246746835508,1,0.243246746835508,1
"CDH1",0.724552183882475,-0.724552183882475,1,-1,0.724552183882475,-0.518721284932507,0.724552183882475,-0.724552183882475,-0.724552183882475,0.724552183882475,0.724552183882475,0.518721284932507,0.724552183882475,0.724552183882475,-0.518721284932507,-0.724552183882475,-0.518721284932507,-0.724552183882475
"EMT",-0.724552183882475,0.724552183882475,-1,1,-0.724552183882475,0.518721284932507,-0.724552183882475,0.724552183882475,0.724552183882475,-0.724552183882475,-0.724552183882475,-0.518721284932507,-0.724552183882475,-0.724552183882475,0.518721284932507,0.724552183882475,0.518721284932507,0.724552183882475
"ESRP1",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"EXTGFB",-0.243246746835508,0.243246746835508,-0.518721284932507,0.518721284932507,-0.243246746835508,1,-0.243246746835508,0.243246746835508,0.243246746835508,-0.243246746835508,-0.243246746835508,-1,-0.243246746835508,-0.243246746835508,1,0.243246746835508,1,0.243246746835508
"GRHL2",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"HA",-1,1,-0.724552183882475,0.724552183882475,-1,0.243246746835508,-1,1,1,-1,-1,-0.243246746835508,-1,-1,0.243246746835508,1,0.243246746835508,1
"HAS2",-1,1,-0.724552183882475,0.724552183882475,-1,0.243246746835508,-1,1,1,-1,-1,-0.243246746835508,-1,-1,0.243246746835508,1,0.243246746835508,1
"MIR1199",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"MIR190",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"MIR200",0.243246746835508,-0.243246746835508,0.518721284932507,-0.518721284932507,0.243246746835508,-1,0.243246746835508,-0.243246746835508,-0.243246746835508,0.243246746835508,0.243246746835508,1,0.243246746835508,0.243246746835508,-1,-0.243246746835508,-1,-0.243246746835508
"MIR34",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"MIR340",1,-1,0.724552183882475,-0.724552183882475,1,-0.243246746835508,1,-1,-1,1,1,0.243246746835508,1,1,-0.243246746835508,-1,-0.243246746835508,-1
"SNAIL1",-0.243246746835508,0.243246746835508,-0.518721284932507,0.518721284932507,-0.243246746835508,1,-0.243246746835508,0.243246746835508,0.243246746835508,-0.243246746835508,-0.243246746835508,-1,-0.243246746835508,-0.243246746835508,1,0.243246746835508,1,0.243246746835508
"TGFB",-1,1,-0.724552183882475,0.724552183882475,-1,0.243246746835508,-1,1,1,-1,-1,-0.243246746835508,-1,-1,0.243246746835508,1,0.243246746835508,1
"VIM",-0.243246746835508,0.243246746835508,-0.518721284932507,0.518721284932507,-0.243246746835508,1,-0.243246746835508,0.243246746835508,0.243246746835508,-0.243246746835508,-0.243246746835508,-1,-0.243246746835508,-0.243246746835508,1,0.243246746835508,1,0.243246746835508
"ZEB1",-1,1,-0.724552183882475,0.724552183882475,-1,0.243246746835508,-1,1,1,-1,-1,-0.243246746835508,-1,-1,0.243246746835508,1,0.243246746835508,1
