"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"CD44s",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
"CDH1",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"EMT",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
"ESRP1",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"EXTGFB",-0.0393220540446241,0.0393220540446241,-0.0393220540446241,0.0393220540446241,-0.0393220540446241,1,-0.0393220540446241,0.0393220540446241,0.0393220540446241,-0.0393220540446241,-0.0393220540446241,-0.0393220540446241,-0.396852985715391,-0.0393220540446241,0.700921840845568,0.0393220540446241,0.69849478723802,0.0393220540446241
"GRHL2",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"HA",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
"HAS2",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
"MIR1199",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"MIR190",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"MIR200",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"MIR34",0.642492347671097,-0.642492347671096,0.642492347671097,-0.642492347671096,0.642492347671097,-0.396852985715391,0.642492347671097,-0.642492347671096,-0.642492347671096,0.642492347671097,0.642492347671097,0.642492347671097,1,0.642492347671097,-0.695915192207849,-0.642492347671096,-0.698350887626022,-0.642492347671096
"MIR340",1,-1,1,-1,1,-0.0393220540446241,1,-1,-1,1,1,1,0.642492347671097,1,-0.338403114416295,-1,-0.340819622393252,-1
"SNAIL1",-0.338403114416295,0.338403114416295,-0.338403114416295,0.338403114416295,-0.338403114416295,0.700921840845568,-0.338403114416295,0.338403114416295,0.338403114416295,-0.338403114416295,-0.338403114416295,-0.338403114416295,-0.695915192207849,-0.338403114416295,1,0.338403114416295,0.802754055080772,0.338403114416295
"TGFB",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
"VIM",-0.340819622393252,0.340819622393252,-0.340819622393252,0.340819622393252,-0.340819622393252,0.69849478723802,-0.340819622393252,0.340819622393252,0.340819622393252,-0.340819622393252,-0.340819622393252,-0.340819622393252,-0.698350887626022,-0.340819622393252,0.802754055080772,0.340819622393252,1,0.340819622393252
"ZEB1",-1,1,-1,1,-1,0.0393220540446241,-1,1,1,-1,-1,-1,-0.642492347671096,-1,0.338403114416295,1,0.340819622393252,1
