"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"CD44s",-1,1,-1,0.409481563830696,-1,0.128453551054528,-1,1,1,-1,-1,-0.409481563830696,-0.409481563830696,-1,0.409481563830696,0.608133254303346,0.409481563830696,1
"CDH1",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"EMT",-0.409481563830696,0.409481563830696,-0.409481563830696,1,-0.409481563830696,0.460110691106687,-0.409481563830696,0.409481563830696,0.409481563830696,-0.409481563830696,-0.409481563830696,-1,-1,-0.409481563830696,1,0.801364229376938,1,0.409481563830696
"ESRP1",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"EXTGFB",-0.128453551054528,0.128453551054528,-0.128453551054528,0.460110691106687,-0.128453551054528,1,-0.128453551054528,0.128453551054528,0.128453551054528,-0.128453551054528,-0.128453551054528,-0.460110691106687,-0.460110691106687,-0.128453551054528,0.460110691106687,0.261443798168176,0.460110691106687,0.128453551054528
"GRHL2",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"HA",-1,1,-1,0.409481563830696,-1,0.128453551054528,-1,1,1,-1,-1,-0.409481563830696,-0.409481563830696,-1,0.409481563830696,0.608133254303346,0.409481563830696,1
"HAS2",-1,1,-1,0.409481563830696,-1,0.128453551054528,-1,1,1,-1,-1,-0.409481563830696,-0.409481563830696,-1,0.409481563830696,0.608133254303346,0.409481563830696,1
"MIR1199",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"MIR190",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"MIR200",0.409481563830696,-0.409481563830696,0.409481563830696,-1,0.409481563830696,-0.460110691106687,0.409481563830696,-0.409481563830696,-0.409481563830696,0.409481563830696,0.409481563830696,1,1,0.409481563830696,-1,-0.801364229376938,-1,-0.409481563830696
"MIR34",0.409481563830696,-0.409481563830696,0.409481563830696,-1,0.409481563830696,-0.460110691106687,0.409481563830696,-0.409481563830696,-0.409481563830696,0.409481563830696,0.409481563830696,1,1,0.409481563830696,-1,-0.801364229376938,-1,-0.409481563830696
"MIR340",1,-1,1,-0.409481563830696,1,-0.128453551054528,1,-1,-1,1,1,0.409481563830696,0.409481563830696,1,-0.409481563830696,-0.608133254303346,-0.409481563830696,-1
"SNAIL1",-0.409481563830696,0.409481563830696,-0.409481563830696,1,-0.409481563830696,0.460110691106687,-0.409481563830696,0.409481563830696,0.409481563830696,-0.409481563830696,-0.409481563830696,-1,-1,-0.409481563830696,1,0.801364229376938,1,0.409481563830696
"TGFB",-0.608133254303346,0.608133254303346,-0.608133254303346,0.801364229376938,-0.608133254303346,0.261443798168176,-0.608133254303346,0.608133254303346,0.608133254303346,-0.608133254303346,-0.608133254303346,-0.801364229376938,-0.801364229376938,-0.608133254303346,0.801364229376938,1,0.801364229376938,0.608133254303346
"VIM",-0.409481563830696,0.409481563830696,-0.409481563830696,1,-0.409481563830696,0.460110691106687,-0.409481563830696,0.409481563830696,0.409481563830696,-0.409481563830696,-0.409481563830696,-1,-1,-0.409481563830696,1,0.801364229376938,1,0.409481563830696
"ZEB1",-1,1,-1,0.409481563830696,-1,0.128453551054528,-1,1,1,-1,-1,-0.409481563830696,-0.409481563830696,-1,0.409481563830696,0.608133254303346,0.409481563830696,1
