"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"CD44s",-1,1,-0.00253089481348444,0.0013183714538205,-1,-0.00493752132257197,-1,1,1,-1,-1,0.000298089336427917,-1,-1,-0.00533130007235778,0.00151606800249487,-0.00553803385935639,1
"CDH1",0.00253089481348444,-0.00253089481348444,1,-0.556303789505808,0.00253089481348444,0.010199979437359,0.00253089481348444,-0.00253089481348444,-0.00253089481348444,0.00253089481348444,0.00253089481348444,0.332852166979921,0.00253089481348444,0.00253089481348444,-0.331010043143605,-0.220117173430297,-0.339696792183064,-0.00253089481348444
"EMT",-0.0013183714538205,0.0013183714538205,-0.556303789505808,1,-0.0013183714538205,-0.00656595877840992,-0.0013183714538205,0.0013183714538205,0.0013183714538205,-0.0013183714538205,-0.0013183714538205,-0.22959506298473,-0.0013183714538205,-0.0013183714538205,0.116429228418768,0.221732289252092,0.24128279789043,0.0013183714538205
"ESRP1",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"EXTGFB",0.00493752132257197,-0.00493752132257197,0.010199979437359,-0.00656595877840992,0.00493752132257197,1,0.00493752132257197,-0.00493752132257197,-0.00493752132257197,0.00493752132257197,0.00493752132257197,-0.0015057825719454,0.00493752132257197,0.00493752132257197,0.00371077345573673,0.00533900797141857,-0.00535684398321946,-0.00493752132257197
"GRHL2",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"HA",-1,1,-0.00253089481348444,0.0013183714538205,-1,-0.00493752132257197,-1,1,1,-1,-1,0.000298089336427917,-1,-1,-0.00533130007235778,0.00151606800249487,-0.00553803385935639,1
"HAS2",-1,1,-0.00253089481348444,0.0013183714538205,-1,-0.00493752132257197,-1,1,1,-1,-1,0.000298089336427917,-1,-1,-0.00533130007235778,0.00151606800249487,-0.00553803385935639,1
"MIR1199",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"MIR190",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"MIR200",-0.000298089336427917,0.000298089336427917,0.332852166979921,-0.22959506298473,-0.000298089336427917,-0.0015057825719454,-0.000298089336427917,0.000298089336427917,0.000298089336427917,-0.000298089336427917,-0.000298089336427917,1,-0.000298089336427917,-0.000298089336427917,-0.329422735899233,-0.56942342177305,-0.327206335455847,0.000298089336427917
"MIR34",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"MIR340",1,-1,0.00253089481348444,-0.0013183714538205,1,0.00493752132257197,1,-1,-1,1,1,-0.000298089336427917,1,1,0.00533130007235778,-0.00151606800249487,0.00553803385935639,-1
"SNAIL1",0.00533130007235778,-0.00533130007235778,-0.331010043143605,0.116429228418768,0.00533130007235778,0.00371077345573673,0.00533130007235778,-0.00533130007235778,-0.00533130007235778,0.00533130007235778,0.00533130007235778,-0.329422735899233,0.00533130007235778,0.00533130007235778,1,0.106568693833871,0.332228383377225,-0.00533130007235778
"TGFB",-0.00151606800249487,0.00151606800249487,-0.220117173430297,0.221732289252092,-0.00151606800249487,0.00533900797141857,-0.00151606800249487,0.00151606800249487,0.00151606800249487,-0.00151606800249487,-0.00151606800249487,-0.56942342177305,-0.00151606800249487,-0.00151606800249487,0.106568693833871,1,0.225362005407981,0.00151606800249487
"VIM",0.00553803385935639,-0.00553803385935639,-0.339696792183064,0.24128279789043,0.00553803385935639,-0.00535684398321946,0.00553803385935639,-0.00553803385935639,-0.00553803385935639,0.00553803385935639,0.00553803385935639,-0.327206335455847,0.00553803385935639,0.00553803385935639,0.332228383377225,0.225362005407981,1,-0.00553803385935639
"ZEB1",-1,1,-0.00253089481348444,0.0013183714538205,-1,-0.00493752132257197,-1,1,1,-1,-1,0.000298089336427917,-1,-1,-0.00533130007235778,0.00151606800249487,-0.00553803385935639,1
