"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"CD44s",-1,1,-1,0.510067021887094,-1,0.0167169266132429,-1,1,1,-1,-1,-1,-1,-1,0.511258997459149,1,0.510463365542848,1
"CDH1",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"EMT",-0.510067021887094,0.510067021887094,-0.510067021887094,1,-0.510067021887094,0.506650347680565,-0.510067021887094,0.510067021887094,0.510067021887094,-0.510067021887094,-0.510067021887094,-0.510067021887094,-0.510067021887094,-0.510067021887094,0.569301285542572,0.510067021887094,0.786649742055165,0.510067021887094
"ESRP1",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"EXTGFB",-0.0167169266132428,0.0167169266132429,-0.0167169266132428,0.506650347680565,-0.0167169266132428,1,-0.0167169266132428,0.0167169266132429,0.0167169266132429,-0.0167169266132428,-0.0167169266132428,-0.0167169266132428,-0.0167169266132428,-0.0167169266132428,0.505455394795114,0.0167169266132429,0.506251665841633,0.0167169266132429
"GRHL2",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"HA",-1,1,-1,0.510067021887094,-1,0.0167169266132429,-1,1,1,-1,-1,-1,-1,-1,0.511258997459149,1,0.510463365542848,1
"HAS2",-1,1,-1,0.510067021887094,-1,0.0167169266132429,-1,1,1,-1,-1,-1,-1,-1,0.511258997459149,1,0.510463365542848,1
"MIR1199",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"MIR190",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"MIR200",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"MIR34",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"MIR340",1,-1,1,-0.510067021887094,1,-0.0167169266132428,1,-1,-1,1,1,1,1,1,-0.511258997459149,-1,-0.510463365542848,-1
"SNAIL1",-0.511258997459149,0.511258997459149,-0.511258997459149,0.569301285542572,-0.511258997459149,0.505455394795114,-0.511258997459149,0.511258997459149,0.511258997459149,-0.511258997459149,-0.511258997459149,-0.511258997459149,-0.511258997459149,-0.511258997459149,1,0.511258997459149,0.676174607472425,0.511258997459149
"TGFB",-1,1,-1,0.510067021887094,-1,0.0167169266132429,-1,1,1,-1,-1,-1,-1,-1,0.511258997459149,1,0.510463365542848,1
"VIM",-0.510463365542848,0.510463365542848,-0.510463365542848,0.786649742055165,-0.510463365542848,0.506251665841633,-0.510463365542848,0.510463365542848,0.510463365542848,-0.510463365542848,-0.510463365542848,-0.510463365542848,-0.510463365542848,-0.510463365542848,0.676174607472425,0.510463365542848,1,0.510463365542848
"ZEB1",-1,1,-1,0.510067021887094,-1,0.0167169266132429,-1,1,1,-1,-1,-1,-1,-1,0.511258997459149,1,0.510463365542848,1
