"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"CD44s",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
"CDH1",0.448330202189694,-0.448330202189694,1,-0.448330202189694,0.448330202189694,-0.593997952119213,0.448330202189694,-0.448330202189694,-0.448330202189694,0.448330202189694,0.448330202189694,0.593201142105853,0.727467677868114,0.448330202189694,-0.731465197386521,-0.593201142105853,-0.448330202189694,-0.448330202189694
"EMT",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
"ESRP1",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"EXTGFB",-0.0423354504832318,0.0423354504832319,-0.593997952119213,0.0423354504832319,-0.0423354504832318,1,-0.0423354504832318,0.0423354504832319,0.0423354504832319,-0.0423354504832318,-0.0423354504832318,-0.187205959644442,-0.591185510561307,-0.0423354504832318,0.589594170830678,0.187205959644442,0.0423354504832319,0.0423354504832319
"GRHL2",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"HA",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
"HAS2",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
"MIR1199",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"MIR190",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"MIR200",0.85512695453829,-0.85512695453829,0.593201142105853,-0.85512695453829,0.85512695453829,-0.187205959644442,0.85512695453829,-0.85512695453829,-0.85512695453829,0.85512695453829,0.85512695453829,1,0.59601883517836,0.85512695453829,-0.597604556412077,-1,-0.85512695453829,-0.85512695453829
"MIR34",0.451149189897179,-0.451149189897179,0.727467677868114,-0.451149189897179,0.451149189897179,-0.591185510561307,0.451149189897179,-0.451149189897179,-0.451149189897179,0.451149189897179,0.451149189897179,0.59601883517836,1,0.451149189897179,-0.727065786326683,-0.59601883517836,-0.451149189897179,-0.451149189897179
"MIR340",1,-1,0.448330202189694,-1,1,-0.0423354504832318,1,-1,-1,1,1,0.85512695453829,0.451149189897179,1,-0.452733858623186,-0.85512695453829,-1,-1
"SNAIL1",-0.452733858623186,0.452733858623186,-0.731465197386521,0.452733858623186,-0.452733858623186,0.589594170830678,-0.452733858623186,0.452733858623186,0.452733858623186,-0.452733858623186,-0.452733858623186,-0.597604556412077,-0.727065786326683,-0.452733858623186,1,0.597604556412077,0.452733858623186,0.452733858623186
"TGFB",-0.85512695453829,0.85512695453829,-0.593201142105853,0.85512695453829,-0.85512695453829,0.187205959644442,-0.85512695453829,0.85512695453829,0.85512695453829,-0.85512695453829,-0.85512695453829,-1,-0.59601883517836,-0.85512695453829,0.597604556412077,1,0.85512695453829,0.85512695453829
"VIM",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
"ZEB1",-1,1,-0.448330202189694,1,-1,0.0423354504832319,-1,1,1,-1,-1,-0.85512695453829,-0.451149189897179,-1,0.452733858623186,0.85512695453829,1,1
