"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"CD44s",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"CDH1",0.516952798947011,-0.516952798947011,1,-0.516952798947011,0.516952798947011,-0.513357101220649,0.516952798947011,-0.516952798947011,-0.516952798947011,0.516952798947011,0.516952798947011,0.516952798947011,0.516952798947011,0.516952798947011,-0.684842260413995,-0.516952798947011,-0.516952798947011,-0.516952798947011
"EMT",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"ESRP1",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"EXTGFB",-0.030312663040101,0.030312663040101,-0.513357101220649,0.030312663040101,-0.030312663040101,1,-0.030312663040101,0.030312663040101,0.030312663040101,-0.030312663040101,-0.030312663040101,-0.030312663040101,-0.030312663040101,-0.030312663040101,0.512355826205192,0.030312663040101,0.030312663040101,0.030312663040101
"GRHL2",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"HA",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"HAS2",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"MIR1199",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"MIR190",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"MIR200",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"MIR34",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"MIR340",1,-1,0.516952798947011,-1,1,-0.030312663040101,1,-1,-1,1,1,1,1,1,-0.517958285555344,-1,-1,-1
"SNAIL1",-0.517958285555344,0.517958285555344,-0.684842260413995,0.517958285555344,-0.517958285555344,0.512355826205192,-0.517958285555344,0.517958285555344,0.517958285555344,-0.517958285555344,-0.517958285555344,-0.517958285555344,-0.517958285555344,-0.517958285555344,1,0.517958285555344,0.517958285555344,0.517958285555344
"TGFB",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"VIM",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
"ZEB1",-1,1,-0.516952798947011,1,-1,0.030312663040101,-1,1,1,-1,-1,-1,-1,-1,0.517958285555344,1,1,1
