"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"CD44s",-1,1,-0.201276256284052,0.201276256284052,-1,0.201276256284052,-1,1,1,-1,-1,-0.201276256284052,-0.201276256284052,-1,0.201276256284052,0.698945414627264,0.201276256284052,1
"CDH1",0.201276256284052,-0.201276256284052,1,-1,0.201276256284052,-1,0.201276256284052,-0.201276256284052,-0.201276256284052,0.201276256284052,0.201276256284052,1,1,0.201276256284052,-1,-0.502313971823639,-1,-0.201276256284052
"EMT",-0.201276256284052,0.201276256284052,-1,1,-0.201276256284052,1,-0.201276256284052,0.201276256284052,0.201276256284052,-0.201276256284052,-0.201276256284052,-1,-1,-0.201276256284052,1,0.502313971823639,1,0.201276256284052
"ESRP1",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"EXTGFB",-0.201276256284052,0.201276256284052,-1,1,-0.201276256284052,1,-0.201276256284052,0.201276256284052,0.201276256284052,-0.201276256284052,-0.201276256284052,-1,-1,-0.201276256284052,1,0.502313971823639,1,0.201276256284052
"GRHL2",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"HA",-1,1,-0.201276256284052,0.201276256284052,-1,0.201276256284052,-1,1,1,-1,-1,-0.201276256284052,-0.201276256284052,-1,0.201276256284052,0.698945414627264,0.201276256284052,1
"HAS2",-1,1,-0.201276256284052,0.201276256284052,-1,0.201276256284052,-1,1,1,-1,-1,-0.201276256284052,-0.201276256284052,-1,0.201276256284052,0.698945414627264,0.201276256284052,1
"MIR1199",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"MIR190",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"MIR200",0.201276256284052,-0.201276256284052,1,-1,0.201276256284052,-1,0.201276256284052,-0.201276256284052,-0.201276256284052,0.201276256284052,0.201276256284052,1,1,0.201276256284052,-1,-0.502313971823639,-1,-0.201276256284052
"MIR34",0.201276256284052,-0.201276256284052,1,-1,0.201276256284052,-1,0.201276256284052,-0.201276256284052,-0.201276256284052,0.201276256284052,0.201276256284052,1,1,0.201276256284052,-1,-0.502313971823639,-1,-0.201276256284052
"MIR340",1,-1,0.201276256284052,-0.201276256284052,1,-0.201276256284052,1,-1,-1,1,1,0.201276256284052,0.201276256284052,1,-0.201276256284052,-0.698945414627264,-0.201276256284052,-1
"SNAIL1",-0.201276256284052,0.201276256284052,-1,1,-0.201276256284052,1,-0.201276256284052,0.201276256284052,0.201276256284052,-0.201276256284052,-0.201276256284052,-1,-1,-0.201276256284052,1,0.502313971823639,1,0.201276256284052
"TGFB",-0.698945414627264,0.698945414627264,-0.502313971823639,0.502313971823639,-0.698945414627264,0.502313971823639,-0.698945414627264,0.698945414627264,0.698945414627264,-0.698945414627264,-0.698945414627264,-0.502313971823639,-0.502313971823639,-0.698945414627264,0.502313971823639,1,0.502313971823639,0.698945414627264
"VIM",-0.201276256284052,0.201276256284052,-1,1,-0.201276256284052,1,-0.201276256284052,0.201276256284052,0.201276256284052,-0.201276256284052,-0.201276256284052,-1,-1,-0.201276256284052,1,0.502313971823639,1,0.201276256284052
"ZEB1",-1,1,-0.201276256284052,0.201276256284052,-1,0.201276256284052,-1,1,1,-1,-1,-0.201276256284052,-0.201276256284052,-1,0.201276256284052,0.698945414627264,0.201276256284052,1
