"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"CD44s",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
"CDH1",0.509750543838021,-0.509750543838021,1,-0.783732367535201,0.509750543838021,-0.506751009841593,0.509750543838021,-0.509750543838021,-0.509750543838021,0.509750543838021,0.509750543838021,0.673368023035381,0.509750543838021,0.509750543838021,-0.672767479911676,-0.509750543838021,-0.509750543838021,-0.509750543838021
"EMT",-0.510206874354671,0.510206874354671,-0.783732367535201,1,-0.510206874354671,0.50636699239131,-0.510206874354671,0.510206874354671,0.510206874354671,-0.510206874354671,-0.510206874354671,-0.622927885666232,-0.510206874354671,-0.510206874354671,0.559052748313159,0.510206874354671,0.510206874354671,0.510206874354671
"ESRP1",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"EXTGFB",-0.0164828439447088,0.0164828439447088,-0.506751009841593,0.50636699239131,-0.0164828439447088,1,-0.0164828439447088,0.0164828439447088,0.0164828439447088,-0.0164828439447088,-0.0164828439447088,-0.511355467244486,-0.0164828439447088,-0.0164828439447088,0.517563168858788,0.0164828439447088,0.0164828439447088,0.0164828439447088
"GRHL2",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"HA",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
"HAS2",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
"MIR1199",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"MIR190",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"MIR200",0.505132774171734,-0.505132774171734,0.673368023035381,-0.622927885666232,0.505132774171734,-0.511355467244486,0.505132774171734,-0.505132774171734,-0.505132774171734,0.505132774171734,0.505132774171734,1,0.505132774171734,0.505132774171734,-0.681773790007616,-0.505132774171734,-0.505132774171734,-0.505132774171734
"MIR34",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"MIR340",1,-1,0.509750543838021,-0.510206874354671,1,-0.0164828439447088,1,-1,-1,1,1,0.505132774171734,1,1,-0.498910877355442,-1,-1,-1
"SNAIL1",-0.498910877355442,0.498910877355442,-0.672767479911676,0.559052748313159,-0.498910877355442,0.517563168858788,-0.498910877355442,0.498910877355442,0.498910877355442,-0.498910877355442,-0.498910877355442,-0.681773790007616,-0.498910877355442,-0.498910877355442,1,0.498910877355442,0.498910877355442,0.498910877355442
"TGFB",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
"VIM",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
"ZEB1",-1,1,-0.509750543838021,0.510206874354671,-1,0.0164828439447088,-1,1,1,-1,-1,-0.505132774171734,-1,-1,0.498910877355442,1,1,1
