"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"CD44s",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
"CDH1",-0.00850475059378684,0.00850475059378684,1,-0.559514473737275,-0.00850475059378684,0.00571249501714799,-0.00850475059378684,0.00850475059378684,0.00850475059378684,-0.00850475059378684,-0.00850475059378684,-0.00850475059378684,-0.00850475059378684,-0.00850475059378684,-0.323453420824862,0.00850475059378684,0.00850475059378684,0.00850475059378684
"EMT",0.00770386486499743,-0.00770386486499743,-0.559514473737275,1,0.00770386486499743,-0.00210849623446049,0.00770386486499743,-0.00770386486499743,-0.00770386486499743,0.00770386486499743,0.00770386486499743,0.00770386486499743,0.00770386486499743,0.00770386486499743,0.105612869375962,-0.00770386486499743,-0.00770386486499743,-0.00770386486499743
"ESRP1",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"EXTGFB",-0.00531864484242598,0.00531864484242598,0.00571249501714799,-0.00210849623446049,-0.00531864484242598,1,-0.00531864484242598,0.00531864484242598,0.00531864484242598,-0.00531864484242598,-0.00531864484242598,-0.00531864484242598,-0.00531864484242598,-0.00531864484242598,-0.00671772832937483,0.00531864484242598,0.00531864484242598,0.00531864484242598
"GRHL2",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"HA",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
"HAS2",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
"MIR1199",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"MIR190",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"MIR200",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"MIR34",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"MIR340",1,-1,-0.00850475059378684,0.00770386486499743,1,-0.00531864484242598,1,-1,-1,1,1,1,1,1,-0.00411231472716053,-1,-1,-1
"SNAIL1",-0.00411231472716053,0.00411231472716053,-0.323453420824862,0.105612869375962,-0.00411231472716053,-0.00671772832937483,-0.00411231472716053,0.00411231472716053,0.00411231472716053,-0.00411231472716053,-0.00411231472716053,-0.00411231472716053,-0.00411231472716053,-0.00411231472716053,1,0.00411231472716053,0.00411231472716053,0.00411231472716053
"TGFB",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
"VIM",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
"ZEB1",-1,1,0.00850475059378684,-0.00770386486499743,-1,0.00531864484242598,-1,1,1,-1,-1,-1,-1,-1,0.00411231472716053,1,1,1
