"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"CD44s",-1,1,-0.206573158179323,0.206573158179323,-1,0.00372206073497162,-1,1,1,-1,-1,-0.206573158179323,-0.206573158179323,-1,0.206573158179323,0.206573158179323,0.206573158179323,1
"CDH1",0.206573158179323,-0.206573158179323,1,-1,0.206573158179323,0.00790219490873327,0.206573158179323,-0.206573158179323,-0.206573158179323,0.206573158179323,0.206573158179323,1,1,0.206573158179323,-1,-1,-1,-0.206573158179323
"EMT",-0.206573158179323,0.206573158179323,-1,1,-0.206573158179323,-0.0079021949087333,-0.206573158179323,0.206573158179323,0.206573158179323,-0.206573158179323,-0.206573158179323,-1,-1,-0.206573158179323,1,1,1,0.206573158179323
"ESRP1",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"EXTGFB",-0.00372206073497162,0.00372206073497162,0.00790219490873327,-0.0079021949087333,-0.00372206073497162,1,-0.00372206073497162,0.00372206073497162,0.00372206073497162,-0.00372206073497162,-0.00372206073497162,0.00790219490873327,0.00790219490873327,-0.00372206073497162,-0.0079021949087333,-0.0079021949087333,-0.0079021949087333,0.00372206073497162
"GRHL2",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"HA",-1,1,-0.206573158179323,0.206573158179323,-1,0.00372206073497162,-1,1,1,-1,-1,-0.206573158179323,-0.206573158179323,-1,0.206573158179323,0.206573158179323,0.206573158179323,1
"HAS2",-1,1,-0.206573158179323,0.206573158179323,-1,0.00372206073497162,-1,1,1,-1,-1,-0.206573158179323,-0.206573158179323,-1,0.206573158179323,0.206573158179323,0.206573158179323,1
"MIR1199",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"MIR190",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"MIR200",0.206573158179323,-0.206573158179323,1,-1,0.206573158179323,0.00790219490873327,0.206573158179323,-0.206573158179323,-0.206573158179323,0.206573158179323,0.206573158179323,1,1,0.206573158179323,-1,-1,-1,-0.206573158179323
"MIR34",0.206573158179323,-0.206573158179323,1,-1,0.206573158179323,0.00790219490873327,0.206573158179323,-0.206573158179323,-0.206573158179323,0.206573158179323,0.206573158179323,1,1,0.206573158179323,-1,-1,-1,-0.206573158179323
"MIR340",1,-1,0.206573158179323,-0.206573158179323,1,-0.00372206073497162,1,-1,-1,1,1,0.206573158179323,0.206573158179323,1,-0.206573158179323,-0.206573158179323,-0.206573158179323,-1
"SNAIL1",-0.206573158179323,0.206573158179323,-1,1,-0.206573158179323,-0.0079021949087333,-0.206573158179323,0.206573158179323,0.206573158179323,-0.206573158179323,-0.206573158179323,-1,-1,-0.206573158179323,1,1,1,0.206573158179323
"TGFB",-0.206573158179323,0.206573158179323,-1,1,-0.206573158179323,-0.0079021949087333,-0.206573158179323,0.206573158179323,0.206573158179323,-0.206573158179323,-0.206573158179323,-1,-1,-0.206573158179323,1,1,1,0.206573158179323
"VIM",-0.206573158179323,0.206573158179323,-1,1,-0.206573158179323,-0.0079021949087333,-0.206573158179323,0.206573158179323,0.206573158179323,-0.206573158179323,-0.206573158179323,-1,-1,-0.206573158179323,1,1,1,0.206573158179323
"ZEB1",-1,1,-0.206573158179323,0.206573158179323,-1,0.00372206073497162,-1,1,1,-1,-1,-0.206573158179323,-0.206573158179323,-1,0.206573158179323,0.206573158179323,0.206573158179323,1
