"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"CD44s",-1,1,-1,0.626324585380311,-1,0.123443633509344,-1,1,1,-1,-1,-0.626324585380311,-1,-1,0.626324585380311,0.626324585380311,0.626324585380311,1
"CDH1",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"EMT",-0.626324585380311,0.626324585380311,-0.626324585380311,1,-0.626324585380311,0.497109363282025,-0.626324585380311,0.626324585380311,0.626324585380311,-0.626324585380311,-0.626324585380311,-1,-0.626324585380311,-0.626324585380311,1,1,1,0.626324585380311
"ESRP1",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"EXTGFB",-0.123443633509344,0.123443633509344,-0.123443633509344,0.497109363282025,-0.123443633509344,1,-0.123443633509344,0.123443633509344,0.123443633509344,-0.123443633509344,-0.123443633509344,-0.497109363282025,-0.123443633509344,-0.123443633509344,0.497109363282025,0.497109363282025,0.497109363282025,0.123443633509344
"GRHL2",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"HA",-1,1,-1,0.626324585380311,-1,0.123443633509344,-1,1,1,-1,-1,-0.626324585380311,-1,-1,0.626324585380311,0.626324585380311,0.626324585380311,1
"HAS2",-1,1,-1,0.626324585380311,-1,0.123443633509344,-1,1,1,-1,-1,-0.626324585380311,-1,-1,0.626324585380311,0.626324585380311,0.626324585380311,1
"MIR1199",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"MIR190",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"MIR200",0.626324585380311,-0.626324585380311,0.626324585380311,-1,0.626324585380311,-0.497109363282025,0.626324585380311,-0.626324585380311,-0.626324585380311,0.626324585380311,0.626324585380311,1,0.626324585380311,0.626324585380311,-1,-1,-1,-0.626324585380311
"MIR34",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"MIR340",1,-1,1,-0.626324585380311,1,-0.123443633509344,1,-1,-1,1,1,0.626324585380311,1,1,-0.626324585380311,-0.626324585380311,-0.626324585380311,-1
"SNAIL1",-0.626324585380311,0.626324585380311,-0.626324585380311,1,-0.626324585380311,0.497109363282025,-0.626324585380311,0.626324585380311,0.626324585380311,-0.626324585380311,-0.626324585380311,-1,-0.626324585380311,-0.626324585380311,1,1,1,0.626324585380311
"TGFB",-0.626324585380311,0.626324585380311,-0.626324585380311,1,-0.626324585380311,0.497109363282025,-0.626324585380311,0.626324585380311,0.626324585380311,-0.626324585380311,-0.626324585380311,-1,-0.626324585380311,-0.626324585380311,1,1,1,0.626324585380311
"VIM",-0.626324585380311,0.626324585380311,-0.626324585380311,1,-0.626324585380311,0.497109363282025,-0.626324585380311,0.626324585380311,0.626324585380311,-0.626324585380311,-0.626324585380311,-1,-0.626324585380311,-0.626324585380311,1,1,1,0.626324585380311
"ZEB1",-1,1,-1,0.626324585380311,-1,0.123443633509344,-1,1,1,-1,-1,-0.626324585380311,-1,-1,0.626324585380311,0.626324585380311,0.626324585380311,1
