"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","VIM","ZEB1"
"CD24",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"CD44s",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
"CDH1",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"EMT",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
"ESRP1",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"EXTGFB",0.00679993289303543,-0.00679993289303546,0.00679993289303543,-0.00679993289303546,0.00679993289303543,1,0.00679993289303543,-0.00679993289303546,-0.00679993289303546,0.00679993289303543,0.00679993289303543,-0.415282596959216,-0.415282596959216,0.00679993289303543,0.415282596959216,0.415282596959216,-0.00679993289303546,-0.00679993289303546
"GRHL2",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"HA",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
"HAS2",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
"MIR1199",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"MIR190",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"MIR200",-0.00179856316627906,0.00179856316627902,-0.00179856316627906,0.00179856316627902,-0.00179856316627906,-0.415282596959216,-0.00179856316627906,0.00179856316627902,0.00179856316627902,-0.00179856316627906,-0.00179856316627906,1,1,-0.00179856316627906,-1,-1,0.00179856316627902,0.00179856316627902
"MIR34",-0.00179856316627906,0.00179856316627902,-0.00179856316627906,0.00179856316627902,-0.00179856316627906,-0.415282596959216,-0.00179856316627906,0.00179856316627902,0.00179856316627902,-0.00179856316627906,-0.00179856316627906,1,1,-0.00179856316627906,-1,-1,0.00179856316627902,0.00179856316627902
"MIR340",1,-1,1,-1,1,0.00679993289303543,1,-1,-1,1,1,-0.00179856316627906,-0.00179856316627906,1,0.00179856316627906,0.00179856316627906,-1,-1
"SNAIL1",0.00179856316627906,-0.00179856316627902,0.00179856316627906,-0.00179856316627902,0.00179856316627906,0.415282596959216,0.00179856316627906,-0.00179856316627902,-0.00179856316627902,0.00179856316627906,0.00179856316627906,-1,-1,0.00179856316627906,1,1,-0.00179856316627902,-0.00179856316627902
"TGFB",0.00179856316627906,-0.00179856316627902,0.00179856316627906,-0.00179856316627902,0.00179856316627906,0.415282596959216,0.00179856316627906,-0.00179856316627902,-0.00179856316627902,0.00179856316627906,0.00179856316627906,-1,-1,0.00179856316627906,1,1,-0.00179856316627902,-0.00179856316627902
"VIM",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
"ZEB1",-1,1,-1,1,-1,-0.00679993289303546,-1,1,1,-1,-1,0.00179856316627902,0.00179856316627902,-1,-0.00179856316627902,-0.00179856316627902,1,1
