"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"CD44s",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"CDH1",0.327190733599044,-0.327190733599044,1,-0.327190733599044,0.327190733599044,-0.00880868124789775,0.327190733599044,-0.327190733599044,-0.327190733599044,0.327190733599044,1,0.327190733599044,0.169702794399072,0.327190733599044,0.327190733599044,-0.166495497084274,-0.327190733599044,-1,-0.327190733599044,-0.327190733599044
"EMT",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"ESRP1",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"EXTGFB",-0.0656449199839066,0.0656449199839066,-0.00880868124789775,0.0656449199839066,-0.0656449199839066,1,-0.0656449199839066,0.0656449199839066,0.0656449199839066,-0.0656449199839066,-0.00880868124789775,-0.0656449199839066,-0.526115915813405,-0.0656449199839066,-0.0656449199839066,0.533725132684178,0.0656449199839066,0.00880868124789775,0.0656449199839066,0.0656449199839066
"GRHL2",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"HA",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"HAS2",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"MIR1199",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"MIR129",0.327190733599044,-0.327190733599044,1,-0.327190733599044,0.327190733599044,-0.00880868124789775,0.327190733599044,-0.327190733599044,-0.327190733599044,0.327190733599044,1,0.327190733599044,0.169702794399072,0.327190733599044,0.327190733599044,-0.166495497084274,-0.327190733599044,-1,-0.327190733599044,-0.327190733599044
"MIR190",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"MIR200",0.539527946248359,-0.539527946248359,0.169702794399072,-0.539527946248359,0.539527946248359,-0.526115915813405,0.539527946248359,-0.539527946248359,-0.539527946248359,0.539527946248359,0.169702794399072,0.539527946248359,1,0.539527946248359,0.539527946248359,-0.685813602817652,-0.539527946248359,-0.169702794399072,-0.539527946248359,-0.539527946248359
"MIR34",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"MIR340",1,-1,0.327190733599044,-1,1,-0.0656449199839066,1,-1,-1,1,0.327190733599044,1,0.539527946248359,1,1,-0.531915961720767,-1,-0.327190733599044,-1,-1
"SNAIL1",-0.531915961720767,0.531915961720767,-0.166495497084274,0.531915961720767,-0.531915961720767,0.533725132684178,-0.531915961720767,0.531915961720767,0.531915961720767,-0.531915961720767,-0.166495497084274,-0.531915961720767,-0.685813602817652,-0.531915961720767,-0.531915961720767,1,0.531915961720767,0.166495497084274,0.531915961720767,0.531915961720767
"TGFB",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"TWIST1",-0.327190733599044,0.327190733599044,-1,0.327190733599044,-0.327190733599044,0.00880868124789775,-0.327190733599044,0.327190733599044,0.327190733599044,-0.327190733599044,-1,-0.327190733599044,-0.169702794399072,-0.327190733599044,-0.327190733599044,0.166495497084274,0.327190733599044,1,0.327190733599044,0.327190733599044
"VIM",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
"ZEB1",-1,1,-0.327190733599044,1,-1,0.0656449199839066,-1,1,1,-1,-0.327190733599044,-1,-0.539527946248359,-1,-1,0.531915961720767,1,0.327190733599044,1,1
