"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"CD44s",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"CDH1",0.782917729868034,-0.782917729868034,1,-0.782917729868034,0.782917729868034,-0.26132176206689,0.782917729868034,-0.782917729868034,-0.782917729868034,0.782917729868034,0.456159288975985,0.782917729868034,0.62344022928013,0.62344022928013,0.782917729868034,-0.62344022928013,-0.782917729868034,-0.456159288975985,-0.782917729868034,-0.782917729868034
"EMT",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"ESRP1",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"EXTGFB",-0.0442214501663538,0.0442214501663539,-0.26132176206689,0.0442214501663539,-0.0442214501663538,1,-0.0442214501663538,0.0442214501663539,0.0442214501663539,-0.0442214501663538,-0.00721749435519397,-0.0442214501663538,-0.637871405421755,-0.637871405421755,-0.0442214501663538,0.637871405421755,0.0442214501663539,0.00721749435519397,0.0442214501663539,0.0442214501663539
"GRHL2",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"HA",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"HAS2",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"MIR1199",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"MIR129",0.239089257740718,-0.239089257740718,0.456159288975985,-0.239089257740718,0.239089257740718,-0.00721749435519397,0.239089257740718,-0.239089257740718,-0.239089257740718,0.239089257740718,1,0.239089257740718,0.0796029835270638,0.0796029835270638,0.239089257740718,-0.0796029835270638,-0.239089257740718,-1,-0.239089257740718,-0.239089257740718
"MIR190",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"MIR200",0.406359214226237,-0.406359214226238,0.62344022928013,-0.406359214226238,0.406359214226237,-0.637871405421755,0.406359214226237,-0.406359214226238,-0.406359214226238,0.406359214226237,0.0796029835270638,0.406359214226237,1,1,0.406359214226237,-1,-0.406359214226238,-0.0796029835270638,-0.406359214226238,-0.406359214226238
"MIR34",0.406359214226237,-0.406359214226238,0.62344022928013,-0.406359214226238,0.406359214226237,-0.637871405421755,0.406359214226237,-0.406359214226238,-0.406359214226238,0.406359214226237,0.0796029835270638,0.406359214226237,1,1,0.406359214226237,-1,-0.406359214226238,-0.0796029835270638,-0.406359214226238,-0.406359214226238
"MIR340",1,-1,0.782917729868034,-1,1,-0.0442214501663538,1,-1,-1,1,0.239089257740718,1,0.406359214226237,0.406359214226237,1,-0.406359214226238,-1,-0.239089257740718,-1,-1
"SNAIL1",-0.406359214226238,0.406359214226237,-0.62344022928013,0.406359214226237,-0.406359214226238,0.637871405421755,-0.406359214226238,0.406359214226237,0.406359214226237,-0.406359214226238,-0.0796029835270638,-0.406359214226238,-1,-1,-0.406359214226238,1,0.406359214226237,0.0796029835270638,0.406359214226237,0.406359214226237
"TGFB",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"TWIST1",-0.239089257740718,0.239089257740718,-0.456159288975985,0.239089257740718,-0.239089257740718,0.00721749435519397,-0.239089257740718,0.239089257740718,0.239089257740718,-0.239089257740718,-1,-0.239089257740718,-0.0796029835270638,-0.0796029835270638,-0.239089257740718,0.0796029835270638,0.239089257740718,1,0.239089257740718,0.239089257740718
"VIM",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
"ZEB1",-1,1,-0.782917729868034,1,-1,0.0442214501663539,-1,1,1,-1,-0.239089257740718,-1,-0.406359214226238,-0.406359214226238,-1,0.406359214226237,1,0.239089257740718,1,1
