"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"CD44s",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
"CDH1",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"EMT",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
"ESRP1",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"EXTGFB",-0.0565093910073644,0.0565093910073645,-0.0565093910073644,0.0565093910073645,-0.0565093910073644,1,-0.0565093910073644,0.0565093910073645,0.0565093910073645,-0.0565093910073644,-0.299730185929284,-0.0565093910073644,-0.299730185929284,-0.0565093910073644,-0.0565093910073644,0.299730185929284,0.299730185929284,0.299730185929284,0.0565093910073645,0.0565093910073645
"GRHL2",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"HA",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
"HAS2",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
"MIR1199",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"MIR129",0.756780492494775,-0.756780492494775,0.756780492494775,-0.756780492494775,0.756780492494775,-0.299730185929284,0.756780492494775,-0.756780492494775,-0.756780492494775,0.756780492494775,1,0.756780492494775,1,0.756780492494775,0.756780492494775,-1,-1,-1,-0.756780492494775,-0.756780492494775
"MIR190",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"MIR200",0.756780492494775,-0.756780492494775,0.756780492494775,-0.756780492494775,0.756780492494775,-0.299730185929284,0.756780492494775,-0.756780492494775,-0.756780492494775,0.756780492494775,1,0.756780492494775,1,0.756780492494775,0.756780492494775,-1,-1,-1,-0.756780492494775,-0.756780492494775
"MIR34",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"MIR340",1,-1,1,-1,1,-0.0565093910073644,1,-1,-1,1,0.756780492494775,1,0.756780492494775,1,1,-0.756780492494775,-0.756780492494775,-0.756780492494775,-1,-1
"SNAIL1",-0.756780492494775,0.756780492494775,-0.756780492494775,0.756780492494775,-0.756780492494775,0.299730185929284,-0.756780492494775,0.756780492494775,0.756780492494775,-0.756780492494775,-1,-0.756780492494775,-1,-0.756780492494775,-0.756780492494775,1,1,1,0.756780492494775,0.756780492494775
"TGFB",-0.756780492494775,0.756780492494775,-0.756780492494775,0.756780492494775,-0.756780492494775,0.299730185929284,-0.756780492494775,0.756780492494775,0.756780492494775,-0.756780492494775,-1,-0.756780492494775,-1,-0.756780492494775,-0.756780492494775,1,1,1,0.756780492494775,0.756780492494775
"TWIST1",-0.756780492494775,0.756780492494775,-0.756780492494775,0.756780492494775,-0.756780492494775,0.299730185929284,-0.756780492494775,0.756780492494775,0.756780492494775,-0.756780492494775,-1,-0.756780492494775,-1,-0.756780492494775,-0.756780492494775,1,1,1,0.756780492494775,0.756780492494775
"VIM",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
"ZEB1",-1,1,-1,1,-1,0.0565093910073645,-1,1,1,-1,-0.756780492494775,-1,-0.756780492494775,-1,-1,0.756780492494775,0.756780492494775,0.756780492494775,1,1
