"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"CD44s",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"CDH1",0.333266479626001,-0.333266479626001,1,-0.333266479626001,0.333266479626001,-0.329263986128461,0.333266479626001,-0.333266479626001,-0.333266479626001,0.333266479626001,0.3346748923982,0.333266479626001,0.333266479626001,0.333266479626001,0.333266479626001,-0.552564779640102,-0.333266479626001,-0.3346748923982,-0.333266479626001,-0.333266479626001
"EMT",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"ESRP1",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"EXTGFB",-0.0517598821758547,0.0517598821758547,-0.329263986128461,0.0517598821758547,-0.0517598821758547,1,-0.0517598821758547,0.0517598821758547,0.0517598821758547,-0.0517598821758547,0.000482274778413882,-0.0517598821758547,-0.0517598821758547,-0.0517598821758547,-0.0517598821758547,0.324731600106528,0.0517598821758547,-0.000482274778413882,0.0517598821758547,0.0517598821758547
"GRHL2",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"HA",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"HAS2",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"MIR1199",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"MIR129",0.262988422838137,-0.262988422838137,0.3346748923982,-0.262988422838137,0.262988422838137,0.000482274778413882,0.262988422838137,-0.262988422838137,-0.262988422838137,0.262988422838137,1,0.262988422838137,0.262988422838137,0.262988422838137,0.262988422838137,-0.327997106729895,-0.262988422838137,-1,-0.262988422838137,-0.262988422838137
"MIR190",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"MIR200",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"MIR34",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"MIR340",1,-1,0.333266479626001,-1,1,-0.0517598821758547,1,-1,-1,1,0.262988422838137,1,1,1,1,-0.330283809731441,-1,-0.262988422838137,-1,-1
"SNAIL1",-0.330283809731441,0.330283809731441,-0.552564779640102,0.330283809731441,-0.330283809731441,0.324731600106528,-0.330283809731441,0.330283809731441,0.330283809731441,-0.330283809731441,-0.327997106729895,-0.330283809731441,-0.330283809731441,-0.330283809731441,-0.330283809731441,1,0.330283809731441,0.327997106729895,0.330283809731441,0.330283809731441
"TGFB",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"TWIST1",-0.262988422838137,0.262988422838137,-0.3346748923982,0.262988422838137,-0.262988422838137,-0.000482274778413882,-0.262988422838137,0.262988422838137,0.262988422838137,-0.262988422838137,-1,-0.262988422838137,-0.262988422838137,-0.262988422838137,-0.262988422838137,0.327997106729895,0.262988422838137,1,0.262988422838137,0.262988422838137
"VIM",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
"ZEB1",-1,1,-0.333266479626001,1,-1,0.0517598821758547,-1,1,1,-1,-0.262988422838137,-1,-1,-1,-1,0.330283809731441,1,0.262988422838137,1,1
