"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"CD44s",-1,1,-0.776477994301064,0.777683091258359,-1,0.0183022923564694,-1,1,1,-1,-0.0957110119374494,-1,-0.779495256414264,-1,-1,0.776483325673245,1,0.0957110119374493,0.775886890444349,1
"CDH1",0.776477994301064,-0.776477994301064,1,-0.903776990884191,0.776477994301064,-0.241822277332968,0.776477994301064,-0.776477994301064,-0.776477994301064,0.776477994301064,0.319229156762297,0.776477994301064,0.848256476703976,0.776477994301064,0.776477994301064,-0.849654220343195,-0.776477994301064,-0.319229156762297,-0.85146392472219,-0.776477994301064
"EMT",-0.777683091258359,0.777683091258359,-0.903776990884191,1,-0.777683091258359,0.240628742103769,-0.777683091258359,0.777683091258359,0.777683091258359,-0.777683091258359,-0.318026606685539,-0.777683091258359,-0.822592995652537,-0.777683091258359,-0.777683091258359,0.802342708299307,0.777683091258359,0.318026606685539,0.827404125144982,0.777683091258359
"ESRP1",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"EXTGFB",-0.0183022923564695,0.0183022923564694,-0.241822277332968,0.240628742103769,-0.0183022923564695,1,-0.0183022923564695,0.0183022923564694,0.0183022923564694,-0.0183022923564695,-0.00610067561618685,-0.0183022923564695,-0.238840951602689,-0.0183022923564695,-0.0183022923564695,0.241838916545722,0.0183022923564694,0.00610067561618685,0.242449350054299,0.0183022923564694
"GRHL2",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"HA",-1,1,-0.776477994301064,0.777683091258359,-1,0.0183022923564694,-1,1,1,-1,-0.0957110119374494,-1,-0.779495256414264,-1,-1,0.776483325673245,1,0.0957110119374493,0.775886890444349,1
"HAS2",-1,1,-0.776477994301064,0.777683091258359,-1,0.0183022923564694,-1,1,1,-1,-0.0957110119374494,-1,-0.779495256414264,-1,-1,0.776483325673245,1,0.0957110119374493,0.775886890444349,1
"MIR1199",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"MIR129",0.0957110119374493,-0.0957110119374494,0.319229156762297,-0.318026606685539,0.0957110119374493,-0.00610067561618685,0.0957110119374493,-0.0957110119374494,-0.0957110119374494,0.0957110119374493,1,0.0957110119374493,0.316224588338911,0.0957110119374493,0.0957110119374493,-0.319230101236146,-0.0957110119374494,-1,-0.319832901962941,-0.0957110119374494
"MIR190",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"MIR200",0.779495256414264,-0.779495256414264,0.848256476703976,-0.822592995652537,0.779495256414264,-0.238840951602689,0.779495256414264,-0.779495256414264,-0.779495256414264,0.779495256414264,0.316224588338911,0.779495256414264,1,0.779495256414264,0.779495256414264,-0.849052542823271,-0.779495256414264,-0.316224588338911,-0.849653538582365,-0.779495256414264
"MIR34",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"MIR340",1,-1,0.776477994301064,-0.777683091258359,1,-0.0183022923564695,1,-1,-1,1,0.0957110119374493,1,0.779495256414264,1,1,-0.776483325673245,-1,-0.0957110119374494,-0.775886890444349,-1
"SNAIL1",-0.776483325673245,0.776483325673245,-0.849654220343195,0.802342708299307,-0.776483325673245,0.241838916545722,-0.776483325673245,0.776483325673245,0.776483325673245,-0.776483325673245,-0.319230101236146,-0.776483325673245,-0.849052542823271,-0.776483325673245,-0.776483325673245,1,0.776483325673245,0.319230101236146,0.851458095679308,0.776483325673245
"TGFB",-1,1,-0.776477994301064,0.777683091258359,-1,0.0183022923564694,-1,1,1,-1,-0.0957110119374494,-1,-0.779495256414264,-1,-1,0.776483325673245,1,0.0957110119374493,0.775886890444349,1
"TWIST1",-0.0957110119374494,0.0957110119374493,-0.319229156762297,0.318026606685539,-0.0957110119374494,0.00610067561618685,-0.0957110119374494,0.0957110119374493,0.0957110119374493,-0.0957110119374494,-1,-0.0957110119374494,-0.316224588338911,-0.0957110119374494,-0.0957110119374494,0.319230101236146,0.0957110119374493,1,0.319832901962941,0.0957110119374493
"VIM",-0.775886890444349,0.775886890444349,-0.85146392472219,0.827404125144982,-0.775886890444349,0.242449350054299,-0.775886890444349,0.775886890444349,0.775886890444349,-0.775886890444349,-0.319832901962941,-0.775886890444349,-0.849653538582365,-0.775886890444349,-0.775886890444349,0.851458095679308,0.775886890444349,0.319832901962941,1,0.775886890444349
"ZEB1",-1,1,-0.776477994301064,0.777683091258359,-1,0.0183022923564694,-1,1,1,-1,-0.0957110119374494,-1,-0.779495256414264,-1,-1,0.776483325673245,1,0.0957110119374493,0.775886890444349,1
