"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"CD44s",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"CDH1",0.0545126191706404,-0.0545126191706404,1,-0.0545126191706404,0.0545126191706404,0.00729086168216756,0.0545126191706404,-0.0545126191706404,-0.0545126191706404,0.0545126191706404,1,0.0545126191706404,0.196773874890549,0.196773874890549,0.0545126191706404,-0.196773874890549,-0.0545126191706404,-1,-0.0545126191706404,-0.0545126191706404
"EMT",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"ESRP1",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"EXTGFB",-0.0115698230751142,0.0115698230751142,0.00729086168216756,0.0115698230751142,-0.0115698230751142,1,-0.0115698230751142,0.0115698230751142,0.0115698230751142,-0.0115698230751142,0.00729086168216756,-0.0115698230751142,-0.795924872741969,-0.795924872741969,-0.0115698230751142,0.795924872741969,0.0115698230751142,-0.00729086168216756,0.0115698230751142,0.0115698230751142
"GRHL2",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"HA",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"HAS2",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"MIR1199",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"MIR129",0.0545126191706404,-0.0545126191706404,1,-0.0545126191706404,0.0545126191706404,0.00729086168216756,0.0545126191706404,-0.0545126191706404,-0.0545126191706404,0.0545126191706404,1,0.0545126191706404,0.196773874890549,0.196773874890549,0.0545126191706404,-0.196773874890549,-0.0545126191706404,-1,-0.0545126191706404,-0.0545126191706404
"MIR190",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"MIR200",0.215616728327386,-0.215616728327386,0.196773874890549,-0.215616728327386,0.215616728327386,-0.795924872741969,0.215616728327386,-0.215616728327386,-0.215616728327386,0.215616728327386,0.196773874890549,0.215616728327386,1,1,0.215616728327386,-1,-0.215616728327386,-0.196773874890549,-0.215616728327386,-0.215616728327386
"MIR34",0.215616728327386,-0.215616728327386,0.196773874890549,-0.215616728327386,0.215616728327386,-0.795924872741969,0.215616728327386,-0.215616728327386,-0.215616728327386,0.215616728327386,0.196773874890549,0.215616728327386,1,1,0.215616728327386,-1,-0.215616728327386,-0.196773874890549,-0.215616728327386,-0.215616728327386
"MIR340",1,-1,0.0545126191706404,-1,1,-0.0115698230751142,1,-1,-1,1,0.0545126191706404,1,0.215616728327386,0.215616728327386,1,-0.215616728327386,-1,-0.0545126191706404,-1,-1
"SNAIL1",-0.215616728327386,0.215616728327386,-0.196773874890549,0.215616728327386,-0.215616728327386,0.795924872741969,-0.215616728327386,0.215616728327386,0.215616728327386,-0.215616728327386,-0.196773874890549,-0.215616728327386,-1,-1,-0.215616728327386,1,0.215616728327386,0.196773874890549,0.215616728327386,0.215616728327386
"TGFB",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"TWIST1",-0.0545126191706404,0.0545126191706404,-1,0.0545126191706404,-0.0545126191706404,-0.00729086168216756,-0.0545126191706404,0.0545126191706404,0.0545126191706404,-0.0545126191706404,-1,-0.0545126191706404,-0.196773874890549,-0.196773874890549,-0.0545126191706404,0.196773874890549,0.0545126191706404,1,0.0545126191706404,0.0545126191706404
"VIM",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
"ZEB1",-1,1,-0.0545126191706404,1,-1,0.0115698230751142,-1,1,1,-1,-0.0545126191706404,-1,-0.215616728327386,-0.215616728327386,-1,0.215616728327386,1,0.0545126191706404,1,1
