"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"CD44s",-1,1,-0.25989943999621,0.25989943999621,-1,0.0399817927761566,-1,1,1,-1,-0.225333984283503,-1,-0.25989943999621,-0.645645272724559,-1,0.25989943999621,0.25989943999621,0.225333984283503,1,1
"CDH1",0.25989943999621,-0.25989943999621,1,-1,0.25989943999621,-0.647263273083538,0.25989943999621,-0.25989943999621,-0.25989943999621,0.25989943999621,0.349558451723435,0.25989943999621,1,0.614252069451796,0.25989943999621,-1,-1,-0.349558451723435,-0.25989943999621,-0.25989943999621
"EMT",-0.25989943999621,0.25989943999621,-1,1,-0.25989943999621,0.647263273083538,-0.25989943999621,0.25989943999621,0.25989943999621,-0.25989943999621,-0.349558451723435,-0.25989943999621,-1,-0.614252069451796,-0.25989943999621,1,1,0.349558451723435,0.25989943999621,0.25989943999621
"ESRP1",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"EXTGFB",-0.0399817927761566,0.0399817927761566,-0.647263273083538,0.647263273083538,-0.0399817927761566,1,-0.0399817927761566,0.0399817927761566,0.0399817927761566,-0.0399817927761566,0.00315782330817812,-0.0399817927761566,-0.647263273083538,-0.261467658249937,-0.0399817927761566,0.647263273083538,0.647263273083538,-0.0031578233081781,0.0399817927761566,0.0399817927761566
"GRHL2",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"HA",-1,1,-0.25989943999621,0.25989943999621,-1,0.0399817927761566,-1,1,1,-1,-0.225333984283503,-1,-0.25989943999621,-0.645645272724559,-1,0.25989943999621,0.25989943999621,0.225333984283503,1,1
"HAS2",-1,1,-0.25989943999621,0.25989943999621,-1,0.0399817927761566,-1,1,1,-1,-0.225333984283503,-1,-0.25989943999621,-0.645645272724559,-1,0.25989943999621,0.25989943999621,0.225333984283503,1,1
"MIR1199",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"MIR129",0.225333984283503,-0.225333984283503,0.349558451723435,-0.349558451723435,0.225333984283503,0.00315782330817812,0.225333984283503,-0.225333984283503,-0.225333984283503,0.225333984283503,1,0.225333984283503,0.349558451723435,0.264769506471934,0.225333984283503,-0.349558451723435,-0.349558451723435,-1,-0.225333984283503,-0.225333984283503
"MIR190",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"MIR200",0.25989943999621,-0.25989943999621,1,-1,0.25989943999621,-0.647263273083538,0.25989943999621,-0.25989943999621,-0.25989943999621,0.25989943999621,0.349558451723435,0.25989943999621,1,0.614252069451796,0.25989943999621,-1,-1,-0.349558451723435,-0.25989943999621,-0.25989943999621
"MIR34",0.645645272724559,-0.645645272724559,0.614252069451796,-0.614252069451796,0.645645272724559,-0.261467658249937,0.645645272724559,-0.645645272724559,-0.645645272724559,0.645645272724559,0.264769506471934,0.645645272724559,0.614252069451796,1,0.645645272724559,-0.614252069451796,-0.614252069451796,-0.264769506471934,-0.645645272724559,-0.645645272724559
"MIR340",1,-1,0.25989943999621,-0.25989943999621,1,-0.0399817927761566,1,-1,-1,1,0.225333984283503,1,0.25989943999621,0.645645272724559,1,-0.25989943999621,-0.25989943999621,-0.225333984283503,-1,-1
"SNAIL1",-0.25989943999621,0.25989943999621,-1,1,-0.25989943999621,0.647263273083538,-0.25989943999621,0.25989943999621,0.25989943999621,-0.25989943999621,-0.349558451723435,-0.25989943999621,-1,-0.614252069451796,-0.25989943999621,1,1,0.349558451723435,0.25989943999621,0.25989943999621
"TGFB",-0.25989943999621,0.25989943999621,-1,1,-0.25989943999621,0.647263273083538,-0.25989943999621,0.25989943999621,0.25989943999621,-0.25989943999621,-0.349558451723435,-0.25989943999621,-1,-0.614252069451796,-0.25989943999621,1,1,0.349558451723435,0.25989943999621,0.25989943999621
"TWIST1",-0.225333984283503,0.225333984283503,-0.349558451723435,0.349558451723435,-0.225333984283503,-0.0031578233081781,-0.225333984283503,0.225333984283503,0.225333984283503,-0.225333984283503,-1,-0.225333984283503,-0.349558451723435,-0.264769506471934,-0.225333984283503,0.349558451723435,0.349558451723435,1,0.225333984283503,0.225333984283503
"VIM",-1,1,-0.25989943999621,0.25989943999621,-1,0.0399817927761566,-1,1,1,-1,-0.225333984283503,-1,-0.25989943999621,-0.645645272724559,-1,0.25989943999621,0.25989943999621,0.225333984283503,1,1
"ZEB1",-1,1,-0.25989943999621,0.25989943999621,-1,0.0399817927761566,-1,1,1,-1,-0.225333984283503,-1,-0.25989943999621,-0.645645272724559,-1,0.25989943999621,0.25989943999621,0.225333984283503,1,1
