"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"CD44s",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"CDH1",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"EMT",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"ESRP1",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"EXTGFB",-0.0173011389823882,0.0173011389823882,-0.0173011389823882,0.0173011389823882,-0.0173011389823882,1,-0.0173011389823882,0.0173011389823882,0.0173011389823882,-0.0173011389823882,0.00270680030767284,-0.0173011389823882,-0.0173011389823882,-0.0173011389823882,-0.0173011389823882,0.0173011389823882,0.0173011389823882,-0.00270680030767285,0.0173011389823882,0.0173011389823882
"GRHL2",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"HA",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"HAS2",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"MIR1199",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"MIR129",0.0263018276666773,-0.0263018276666773,0.0263018276666773,-0.0263018276666773,0.0263018276666773,0.00270680030767284,0.0263018276666773,-0.0263018276666773,-0.0263018276666773,0.0263018276666773,1,0.0263018276666773,0.0263018276666773,0.0263018276666773,0.0263018276666773,-0.0263018276666773,-0.0263018276666773,-1,-0.0263018276666773,-0.0263018276666773
"MIR190",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"MIR200",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"MIR34",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"MIR340",1,-1,1,-1,1,-0.0173011389823882,1,-1,-1,1,0.0263018276666773,1,1,1,1,-1,-1,-0.0263018276666773,-1,-1
"SNAIL1",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"TGFB",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"TWIST1",-0.0263018276666773,0.0263018276666773,-0.0263018276666773,0.0263018276666773,-0.0263018276666773,-0.00270680030767285,-0.0263018276666773,0.0263018276666773,0.0263018276666773,-0.0263018276666773,-1,-0.0263018276666773,-0.0263018276666773,-0.0263018276666773,-0.0263018276666773,0.0263018276666773,0.0263018276666773,1,0.0263018276666773,0.0263018276666773
"VIM",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
"ZEB1",-1,1,-1,1,-1,0.0173011389823882,-1,1,1,-1,-0.0263018276666773,-1,-1,-1,-1,1,1,0.0263018276666773,1,1
