"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"CD44s",-1,1,-1,0.264491602100515,-1,0.0482088882902768,-1,1,1,-1,-0.267703734822781,-1,-1,-0.264491602100515,-1,0.264491602100515,1,0.267703734822781,0.264491602100515,1
"CDH1",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"EMT",-0.264491602100515,0.264491602100515,-0.264491602100515,1,-0.264491602100515,0.783712574116236,-0.264491602100515,0.264491602100515,0.264491602100515,-0.264491602100515,-0.215282341201352,-0.264491602100515,-0.264491602100515,-1,-0.264491602100515,1,0.264491602100515,0.215282341201352,1,0.264491602100515
"ESRP1",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"EXTGFB",-0.0482088882902768,0.0482088882902768,-0.0482088882902768,0.783712574116236,-0.0482088882902768,1,-0.0482088882902768,0.0482088882902768,0.0482088882902768,-0.0482088882902768,0.00100376672732057,-0.0482088882902768,-0.0482088882902768,-0.783712574116236,-0.0482088882902768,0.783712574116236,0.0482088882902768,-0.00100376672732057,0.783712574116236,0.0482088882902768
"GRHL2",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"HA",-1,1,-1,0.264491602100515,-1,0.0482088882902768,-1,1,1,-1,-0.267703734822781,-1,-1,-0.264491602100515,-1,0.264491602100515,1,0.267703734822781,0.264491602100515,1
"HAS2",-1,1,-1,0.264491602100515,-1,0.0482088882902768,-1,1,1,-1,-0.267703734822781,-1,-1,-0.264491602100515,-1,0.264491602100515,1,0.267703734822781,0.264491602100515,1
"MIR1199",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"MIR129",0.267703734822781,-0.267703734822781,0.267703734822781,-0.215282341201352,0.267703734822781,0.00100376672732057,0.267703734822781,-0.267703734822781,-0.267703734822781,0.267703734822781,1,0.267703734822781,0.267703734822781,0.215282341201352,0.267703734822781,-0.215282341201352,-0.267703734822781,-1,-0.215282341201352,-0.267703734822781
"MIR190",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"MIR200",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"MIR34",0.264491602100515,-0.264491602100515,0.264491602100515,-1,0.264491602100515,-0.783712574116236,0.264491602100515,-0.264491602100515,-0.264491602100515,0.264491602100515,0.215282341201352,0.264491602100515,0.264491602100515,1,0.264491602100515,-1,-0.264491602100515,-0.215282341201352,-1,-0.264491602100515
"MIR340",1,-1,1,-0.264491602100515,1,-0.0482088882902768,1,-1,-1,1,0.267703734822781,1,1,0.264491602100515,1,-0.264491602100515,-1,-0.267703734822781,-0.264491602100515,-1
"SNAIL1",-0.264491602100515,0.264491602100515,-0.264491602100515,1,-0.264491602100515,0.783712574116236,-0.264491602100515,0.264491602100515,0.264491602100515,-0.264491602100515,-0.215282341201352,-0.264491602100515,-0.264491602100515,-1,-0.264491602100515,1,0.264491602100515,0.215282341201352,1,0.264491602100515
"TGFB",-1,1,-1,0.264491602100515,-1,0.0482088882902768,-1,1,1,-1,-0.267703734822781,-1,-1,-0.264491602100515,-1,0.264491602100515,1,0.267703734822781,0.264491602100515,1
"TWIST1",-0.267703734822781,0.267703734822781,-0.267703734822781,0.215282341201352,-0.267703734822781,-0.00100376672732057,-0.267703734822781,0.267703734822781,0.267703734822781,-0.267703734822781,-1,-0.267703734822781,-0.267703734822781,-0.215282341201352,-0.267703734822781,0.215282341201352,0.267703734822781,1,0.215282341201352,0.267703734822781
"VIM",-0.264491602100515,0.264491602100515,-0.264491602100515,1,-0.264491602100515,0.783712574116236,-0.264491602100515,0.264491602100515,0.264491602100515,-0.264491602100515,-0.215282341201352,-0.264491602100515,-0.264491602100515,-1,-0.264491602100515,1,0.264491602100515,0.215282341201352,1,0.264491602100515
"ZEB1",-1,1,-1,0.264491602100515,-1,0.0482088882902768,-1,1,1,-1,-0.267703734822781,-1,-1,-0.264491602100515,-1,0.264491602100515,1,0.267703734822781,0.264491602100515,1
