"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"CD44s",-1,1,-0.225231102837245,0.800257566449437,-1,0.0589255869156717,-1,1,1,-1,-0.225231102837245,-1,-1,-1,-1,0.800857625294254,1,0.225231102837245,0.801457995973854,1
"CDH1",0.225231102837245,-0.225231102837245,1,-0.424966619010617,0.225231102837245,-0.0883153857925752,0.225231102837245,-0.225231102837245,-0.225231102837245,0.225231102837245,1,0.225231102837245,0.225231102837245,0.225231102837245,0.225231102837245,-0.424371920066405,-0.225231102837245,-1,-0.423773408532609,-0.225231102837245
"EMT",-0.800257566449437,0.800257566449437,-0.424966619010617,1,-0.800257566449437,0.258662221292948,-0.800257566449437,0.800257566449437,0.800257566449437,-0.800257566449437,-0.424966619010617,-0.800257566449437,-0.800257566449437,-0.800257566449437,-0.800257566449437,0.821670129418427,0.800257566449437,0.424966619010617,0.910735311456483,0.800257566449437
"ESRP1",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"EXTGFB",-0.0589255869156717,0.0589255869156717,-0.0883153857925752,0.258662221292948,-0.0589255869156717,1,-0.0589255869156717,0.0589255869156717,0.0589255869156717,-0.0589255869156717,-0.0883153857925752,-0.0589255869156717,-0.0589255869156717,-0.0589255869156717,-0.0589255869156717,0.25806365167449,0.0589255869156717,0.0883153857925752,0.257463860923699,0.0589255869156717
"GRHL2",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"HA",-1,1,-0.225231102837245,0.800257566449437,-1,0.0589255869156717,-1,1,1,-1,-0.225231102837245,-1,-1,-1,-1,0.800857625294254,1,0.225231102837245,0.801457995973854,1
"HAS2",-1,1,-0.225231102837245,0.800257566449437,-1,0.0589255869156717,-1,1,1,-1,-0.225231102837245,-1,-1,-1,-1,0.800857625294254,1,0.225231102837245,0.801457995973854,1
"MIR1199",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"MIR129",0.225231102837245,-0.225231102837245,1,-0.424966619010617,0.225231102837245,-0.0883153857925752,0.225231102837245,-0.225231102837245,-0.225231102837245,0.225231102837245,1,0.225231102837245,0.225231102837245,0.225231102837245,0.225231102837245,-0.424371920066405,-0.225231102837245,-1,-0.423773408532609,-0.225231102837245
"MIR190",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"MIR200",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"MIR34",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"MIR340",1,-1,0.225231102837245,-0.800257566449437,1,-0.0589255869156717,1,-1,-1,1,0.225231102837245,1,1,1,1,-0.800857625294254,-1,-0.225231102837245,-0.801457995973854,-1
"SNAIL1",-0.800857625294254,0.800857625294254,-0.424371920066405,0.821670129418427,-0.800857625294254,0.25806365167449,-0.800857625294254,0.800857625294254,0.800857625294254,-0.800857625294254,-0.424371920066405,-0.800857625294254,-0.800857625294254,-0.800857625294254,-0.800857625294254,1,0.800857625294254,0.424371920066405,0.861299458304776,0.800857625294254
"TGFB",-1,1,-0.225231102837245,0.800257566449437,-1,0.0589255869156717,-1,1,1,-1,-0.225231102837245,-1,-1,-1,-1,0.800857625294254,1,0.225231102837245,0.801457995973854,1
"TWIST1",-0.225231102837245,0.225231102837245,-1,0.424966619010617,-0.225231102837245,0.0883153857925752,-0.225231102837245,0.225231102837245,0.225231102837245,-0.225231102837245,-1,-0.225231102837245,-0.225231102837245,-0.225231102837245,-0.225231102837245,0.424371920066405,0.225231102837245,1,0.423773408532609,0.225231102837245
"VIM",-0.801457995973854,0.801457995973854,-0.423773408532609,0.910735311456483,-0.801457995973854,0.257463860923699,-0.801457995973854,0.801457995973854,0.801457995973854,-0.801457995973854,-0.423773408532609,-0.801457995973854,-0.801457995973854,-0.801457995973854,-0.801457995973854,0.861299458304776,0.801457995973854,0.423773408532609,1,0.801457995973854
"ZEB1",-1,1,-0.225231102837245,0.800257566449437,-1,0.0589255869156717,-1,1,1,-1,-0.225231102837245,-1,-1,-1,-1,0.800857625294254,1,0.225231102837245,0.801457995973854,1
