"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"CD44s",-1,1,-0.62484031037672,0.62767444700422,-1,0.0497579497390268,-1,1,1,-1,-0.252120318345587,-1,-1,-1,-1,0.324343799476005,1,0.252120318345587,0.324959369998979,1
"CDH1",0.62484031037672,-0.62484031037672,1,-0.762704220120035,0.62484031037672,-0.0217402726305672,0.62484031037672,-0.62484031037672,-0.62484031037672,0.62484031037672,0.627236353723141,0.62484031037672,0.62484031037672,0.62484031037672,0.62484031037672,-0.454254038183564,-0.62484031037672,-0.627236353723141,-0.456056605068343,-0.62484031037672
"EMT",-0.62767444700422,0.62767444700422,-0.762704220120035,1,-0.62767444700422,0.0269616254993506,-0.62767444700422,0.62767444700422,0.62767444700422,-0.62767444700422,-0.624416039512581,-0.62767444700422,-0.62767444700422,-0.62767444700422,-0.62767444700422,0.364477210203458,0.62767444700422,0.624416039512581,0.467290047749041,0.62767444700422
"ESRP1",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"EXTGFB",-0.0497579497390268,0.0497579497390268,-0.0217402726305672,0.0269616254993506,-0.0497579497390268,1,-0.0497579497390268,0.0497579497390268,0.0497579497390268,-0.0497579497390268,-0.000526543191743498,-0.0497579497390268,-0.0497579497390268,-0.0497579497390268,-0.0497579497390268,0.330177736848122,0.0497579497390268,0.000526543191743498,0.325170943224948,0.0497579497390268
"GRHL2",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"HA",-1,1,-0.62484031037672,0.62767444700422,-1,0.0497579497390268,-1,1,1,-1,-0.252120318345587,-1,-1,-1,-1,0.324343799476005,1,0.252120318345587,0.324959369998979,1
"HAS2",-1,1,-0.62484031037672,0.62767444700422,-1,0.0497579497390268,-1,1,1,-1,-0.252120318345587,-1,-1,-1,-1,0.324343799476005,1,0.252120318345587,0.324959369998979,1
"MIR1199",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"MIR129",0.252120318345587,-0.252120318345587,0.627236353723141,-0.624416039512581,0.252120318345587,-0.000526543191743498,0.252120318345587,-0.252120318345587,-0.252120318345587,0.252120318345587,1,0.252120318345587,0.252120318345587,0.252120318345587,0.252120318345587,-0.328432933857157,-0.252120318345587,-1,-0.329023700663362,-0.252120318345587
"MIR190",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"MIR200",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"MIR34",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"MIR340",1,-1,0.62484031037672,-0.62767444700422,1,-0.0497579497390268,1,-1,-1,1,0.252120318345587,1,1,1,1,-0.324343799476005,-1,-0.252120318345587,-0.324959369998979,-1
"SNAIL1",-0.324343799476005,0.324343799476005,-0.454254038183564,0.364477210203458,-0.324343799476005,0.330177736848122,-0.324343799476005,0.324343799476005,0.324343799476005,-0.324343799476005,-0.328432933857157,-0.324343799476005,-0.324343799476005,-0.324343799476005,-0.324343799476005,1,0.324343799476005,0.328432933857157,0.557260790157606,0.324343799476005
"TGFB",-1,1,-0.62484031037672,0.62767444700422,-1,0.0497579497390268,-1,1,1,-1,-0.252120318345587,-1,-1,-1,-1,0.324343799476005,1,0.252120318345587,0.324959369998979,1
"TWIST1",-0.252120318345587,0.252120318345587,-0.627236353723141,0.624416039512581,-0.252120318345587,0.000526543191743498,-0.252120318345587,0.252120318345587,0.252120318345587,-0.252120318345587,-1,-0.252120318345587,-0.252120318345587,-0.252120318345587,-0.252120318345587,0.328432933857157,0.252120318345587,1,0.329023700663362,0.252120318345587
"VIM",-0.324959369998979,0.324959369998979,-0.456056605068343,0.467290047749041,-0.324959369998979,0.325170943224948,-0.324959369998979,0.324959369998979,0.324959369998979,-0.324959369998979,-0.329023700663362,-0.324959369998979,-0.324959369998979,-0.324959369998979,-0.324959369998979,0.557260790157606,0.324959369998979,0.329023700663362,1,0.324959369998979
"ZEB1",-1,1,-0.62484031037672,0.62767444700422,-1,0.0497579497390268,-1,1,1,-1,-0.252120318345587,-1,-1,-1,-1,0.324343799476005,1,0.252120318345587,0.324959369998979,1
