"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"CD44s",-1,1,-0.0196436282825887,0.0196436282825887,-1,0.0194433900316377,-1,1,1,-1,-0.0196436282825887,-1,-0.0196436282825887,-0.0196436282825887,-1,0.0196436282825887,0.0196436282825887,0.0196436282825887,1,1
"CDH1",0.0196436282825887,-0.0196436282825887,1,-1,0.0196436282825887,-0.999799579065822,0.0196436282825887,-0.0196436282825887,-0.0196436282825887,0.0196436282825887,1,0.0196436282825887,1,1,0.0196436282825887,-1,-1,-1,-0.0196436282825887,-0.0196436282825887
"EMT",-0.0196436282825887,0.0196436282825887,-1,1,-0.0196436282825887,0.999799579065822,-0.0196436282825887,0.0196436282825887,0.0196436282825887,-0.0196436282825887,-1,-0.0196436282825887,-1,-1,-0.0196436282825887,1,1,1,0.0196436282825887,0.0196436282825887
"ESRP1",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"EXTGFB",-0.0194433900316377,0.0194433900316377,-0.999799579065822,0.999799579065822,-0.0194433900316377,1,-0.0194433900316377,0.0194433900316377,0.0194433900316377,-0.0194433900316377,-0.999799579065822,-0.0194433900316377,-0.999799579065822,-0.999799579065822,-0.0194433900316377,0.999799579065822,0.999799579065822,0.999799579065822,0.0194433900316377,0.0194433900316377
"GRHL2",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"HA",-1,1,-0.0196436282825887,0.0196436282825887,-1,0.0194433900316377,-1,1,1,-1,-0.0196436282825887,-1,-0.0196436282825887,-0.0196436282825887,-1,0.0196436282825887,0.0196436282825887,0.0196436282825887,1,1
"HAS2",-1,1,-0.0196436282825887,0.0196436282825887,-1,0.0194433900316377,-1,1,1,-1,-0.0196436282825887,-1,-0.0196436282825887,-0.0196436282825887,-1,0.0196436282825887,0.0196436282825887,0.0196436282825887,1,1
"MIR1199",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"MIR129",0.0196436282825887,-0.0196436282825887,1,-1,0.0196436282825887,-0.999799579065822,0.0196436282825887,-0.0196436282825887,-0.0196436282825887,0.0196436282825887,1,0.0196436282825887,1,1,0.0196436282825887,-1,-1,-1,-0.0196436282825887,-0.0196436282825887
"MIR190",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"MIR200",0.0196436282825887,-0.0196436282825887,1,-1,0.0196436282825887,-0.999799579065822,0.0196436282825887,-0.0196436282825887,-0.0196436282825887,0.0196436282825887,1,0.0196436282825887,1,1,0.0196436282825887,-1,-1,-1,-0.0196436282825887,-0.0196436282825887
"MIR34",0.0196436282825887,-0.0196436282825887,1,-1,0.0196436282825887,-0.999799579065822,0.0196436282825887,-0.0196436282825887,-0.0196436282825887,0.0196436282825887,1,0.0196436282825887,1,1,0.0196436282825887,-1,-1,-1,-0.0196436282825887,-0.0196436282825887
"MIR340",1,-1,0.0196436282825887,-0.0196436282825887,1,-0.0194433900316377,1,-1,-1,1,0.0196436282825887,1,0.0196436282825887,0.0196436282825887,1,-0.0196436282825887,-0.0196436282825887,-0.0196436282825887,-1,-1
"SNAIL1",-0.0196436282825887,0.0196436282825887,-1,1,-0.0196436282825887,0.999799579065822,-0.0196436282825887,0.0196436282825887,0.0196436282825887,-0.0196436282825887,-1,-0.0196436282825887,-1,-1,-0.0196436282825887,1,1,1,0.0196436282825887,0.0196436282825887
"TGFB",-0.0196436282825887,0.0196436282825887,-1,1,-0.0196436282825887,0.999799579065822,-0.0196436282825887,0.0196436282825887,0.0196436282825887,-0.0196436282825887,-1,-0.0196436282825887,-1,-1,-0.0196436282825887,1,1,1,0.0196436282825887,0.0196436282825887
"TWIST1",-0.0196436282825887,0.0196436282825887,-1,1,-0.0196436282825887,0.999799579065822,-0.0196436282825887,0.0196436282825887,0.0196436282825887,-0.0196436282825887,-1,-0.0196436282825887,-1,-1,-0.0196436282825887,1,1,1,0.0196436282825887,0.0196436282825887
"VIM",-1,1,-0.0196436282825887,0.0196436282825887,-1,0.0194433900316377,-1,1,1,-1,-0.0196436282825887,-1,-0.0196436282825887,-0.0196436282825887,-1,0.0196436282825887,0.0196436282825887,0.0196436282825887,1,1
"ZEB1",-1,1,-0.0196436282825887,0.0196436282825887,-1,0.0194433900316377,-1,1,1,-1,-0.0196436282825887,-1,-0.0196436282825887,-0.0196436282825887,-1,0.0196436282825887,0.0196436282825887,0.0196436282825887,1,1
