"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"CD44s",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
"CDH1",0.393006185793142,-0.393006185793142,1,-1,0.393006185793142,-0.288618871572041,0.393006185793142,-0.393006185793142,-0.393006185793142,0.393006185793142,0.715912344853867,0.393006185793142,0.393006185793142,0.761935227984375,0.393006185793142,-0.761935227984375,-0.393006185793142,-0.715912344853867,-0.393006185793142,-0.393006185793142
"EMT",-0.393006185793142,0.393006185793142,-1,1,-0.393006185793142,0.288618871572041,-0.393006185793142,0.393006185793142,0.393006185793142,-0.393006185793142,-0.715912344853867,-0.393006185793142,-0.393006185793142,-0.761935227984375,-0.393006185793142,0.761935227984375,0.393006185793142,0.715912344853867,0.393006185793142,0.393006185793142
"ESRP1",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"EXTGFB",-0.0421756082016836,0.0421756082016836,-0.288618871572041,0.288618871572041,-0.0421756082016836,1,-0.0421756082016836,0.0421756082016836,0.0421756082016836,-0.0421756082016836,-0.00454773893084453,-0.0421756082016836,-0.0421756082016836,-0.526666436286756,-0.0421756082016836,0.526666436286756,0.0421756082016836,0.00454773893084453,0.0421756082016836,0.0421756082016836
"GRHL2",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"HA",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
"HAS2",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
"MIR1199",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"MIR129",0.108883633981165,-0.108883633981165,0.715912344853867,-0.715912344853867,0.108883633981165,-0.00454773893084453,0.108883633981165,-0.108883633981165,-0.108883633981165,0.108883633981165,1,0.108883633981165,0.108883633981165,0.477858123799386,0.108883633981165,-0.477858123799386,-0.108883633981165,-1,-0.108883633981165,-0.108883633981165
"MIR190",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"MIR200",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"MIR34",0.15495807682493,-0.15495807682493,0.761935227984375,-0.761935227984375,0.15495807682493,-0.526666436286756,0.15495807682493,-0.15495807682493,-0.15495807682493,0.15495807682493,0.477858123799386,0.15495807682493,0.15495807682493,1,0.15495807682493,-1,-0.15495807682493,-0.477858123799386,-0.15495807682493,-0.15495807682493
"MIR340",1,-1,0.393006185793142,-0.393006185793142,1,-0.0421756082016836,1,-1,-1,1,0.108883633981165,1,1,0.15495807682493,1,-0.15495807682493,-1,-0.108883633981165,-1,-1
"SNAIL1",-0.15495807682493,0.15495807682493,-0.761935227984375,0.761935227984375,-0.15495807682493,0.526666436286756,-0.15495807682493,0.15495807682493,0.15495807682493,-0.15495807682493,-0.477858123799386,-0.15495807682493,-0.15495807682493,-1,-0.15495807682493,1,0.15495807682493,0.477858123799386,0.15495807682493,0.15495807682493
"TGFB",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
"TWIST1",-0.108883633981165,0.108883633981165,-0.715912344853867,0.715912344853867,-0.108883633981165,0.00454773893084453,-0.108883633981165,0.108883633981165,0.108883633981165,-0.108883633981165,-1,-0.108883633981165,-0.108883633981165,-0.477858123799386,-0.108883633981165,0.477858123799386,0.108883633981165,1,0.108883633981165,0.108883633981165
"VIM",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
"ZEB1",-1,1,-0.393006185793142,0.393006185793142,-1,0.0421756082016836,-1,1,1,-1,-0.108883633981165,-1,-1,-0.15495807682493,-1,0.15495807682493,1,0.108883633981165,1,1
