"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"CD44s",-1,1,-0.488944558444474,0.488944558444474,-1,0.00989863443558146,-1,1,1,-1,-0.0299031196811248,-1,-1,-0.237617290544063,-1,0.237617290544063,1,0.0299031196811248,0.237617290544063,1
"CDH1",0.488944558444474,-0.488944558444474,1,-1,0.488944558444474,-0.0763148095230378,0.488944558444474,-0.488944558444474,-0.488944558444474,0.488944558444474,0.54096557069395,0.488944558444474,0.488944558444474,0.74867444014484,0.488944558444474,-0.74867444014484,-0.488944558444474,-0.54096557069395,-0.74867444014484,-0.488944558444474
"EMT",-0.488944558444474,0.488944558444474,-1,1,-0.488944558444474,0.0763148095230378,-0.488944558444474,0.488944558444474,0.488944558444474,-0.488944558444474,-0.54096557069395,-0.488944558444474,-0.488944558444474,-0.74867444014484,-0.488944558444474,0.74867444014484,0.488944558444474,0.54096557069395,0.74867444014484,0.488944558444474
"ESRP1",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"EXTGFB",-0.00989863443558146,0.00989863443558146,-0.0763148095230378,0.0763148095230378,-0.00989863443558146,1,-0.00989863443558146,0.00989863443558146,0.00989863443558146,-0.00989863443558146,-0.00382497880758317,-0.00989863443558146,-0.00989863443558146,-0.327658911364234,-0.00989863443558146,0.327658911364234,0.00989863443558146,0.00382497880758317,0.327658911364234,0.00989863443558146
"GRHL2",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"HA",-1,1,-0.488944558444474,0.488944558444474,-1,0.00989863443558146,-1,1,1,-1,-0.0299031196811248,-1,-1,-0.237617290544063,-1,0.237617290544063,1,0.0299031196811248,0.237617290544063,1
"HAS2",-1,1,-0.488944558444474,0.488944558444474,-1,0.00989863443558146,-1,1,1,-1,-0.0299031196811248,-1,-1,-0.237617290544063,-1,0.237617290544063,1,0.0299031196811248,0.237617290544063,1
"MIR1199",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"MIR129",0.0299031196811248,-0.0299031196811248,0.54096557069395,-0.54096557069395,0.0299031196811248,-0.00382497880758317,0.0299031196811248,-0.0299031196811248,-0.0299031196811248,0.0299031196811248,1,0.0299031196811248,0.0299031196811248,0.289645309746987,0.0299031196811248,-0.289645309746987,-0.0299031196811248,-1,-0.289645309746987,-0.0299031196811248
"MIR190",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"MIR200",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"MIR34",0.237617290544063,-0.237617290544063,0.74867444014484,-0.74867444014484,0.237617290544063,-0.327658911364234,0.237617290544063,-0.237617290544063,-0.237617290544063,0.237617290544063,0.289645309746987,0.237617290544063,0.237617290544063,1,0.237617290544063,-1,-0.237617290544063,-0.289645309746987,-1,-0.237617290544063
"MIR340",1,-1,0.488944558444474,-0.488944558444474,1,-0.00989863443558146,1,-1,-1,1,0.0299031196811248,1,1,0.237617290544063,1,-0.237617290544063,-1,-0.0299031196811248,-0.237617290544063,-1
"SNAIL1",-0.237617290544063,0.237617290544063,-0.74867444014484,0.74867444014484,-0.237617290544063,0.327658911364234,-0.237617290544063,0.237617290544063,0.237617290544063,-0.237617290544063,-0.289645309746987,-0.237617290544063,-0.237617290544063,-1,-0.237617290544063,1,0.237617290544063,0.289645309746987,1,0.237617290544063
"TGFB",-1,1,-0.488944558444474,0.488944558444474,-1,0.00989863443558146,-1,1,1,-1,-0.0299031196811248,-1,-1,-0.237617290544063,-1,0.237617290544063,1,0.0299031196811248,0.237617290544063,1
"TWIST1",-0.0299031196811248,0.0299031196811248,-0.54096557069395,0.54096557069395,-0.0299031196811248,0.00382497880758317,-0.0299031196811248,0.0299031196811248,0.0299031196811248,-0.0299031196811248,-1,-0.0299031196811248,-0.0299031196811248,-0.289645309746987,-0.0299031196811248,0.289645309746987,0.0299031196811248,1,0.289645309746987,0.0299031196811248
"VIM",-0.237617290544063,0.237617290544063,-0.74867444014484,0.74867444014484,-0.237617290544063,0.327658911364234,-0.237617290544063,0.237617290544063,0.237617290544063,-0.237617290544063,-0.289645309746987,-0.237617290544063,-0.237617290544063,-1,-0.237617290544063,1,0.237617290544063,0.289645309746987,1,0.237617290544063
"ZEB1",-1,1,-0.488944558444474,0.488944558444474,-1,0.00989863443558146,-1,1,1,-1,-0.0299031196811248,-1,-1,-0.237617290544063,-1,0.237617290544063,1,0.0299031196811248,0.237617290544063,1
