"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"CD44s",-1,1,-0.793084339315754,0.798688872830674,-1,0.0766708955631892,-1,1,1,-1,-0.128509751190301,-1,-1,-1,-1,0.535498399453325,1,0.128509751190301,0.538309744142594,1
"CDH1",0.793084339315754,-0.793084339315754,1,-0.91266738536302,0.793084339315754,-0.28357215853265,0.793084339315754,-0.793084339315754,-0.793084339315754,0.793084339315754,0.335417088705162,0.793084339315754,0.793084339315754,0.793084339315754,0.793084339315754,-0.605804309976581,-0.793084339315754,-0.335417088705162,-0.60901338112731,-0.793084339315754
"EMT",-0.798688872830674,0.798688872830674,-0.91266738536302,1,-0.798688872830674,0.27797778691385,-0.798688872830674,0.798688872830674,0.798688872830674,-0.798688872830674,-0.329814664622873,-0.798688872830674,-0.798688872830674,-0.798688872830674,-0.798688872830674,0.561737978929996,0.798688872830674,0.329814664622873,0.587383285599253,0.798688872830674
"ESRP1",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"EXTGFB",-0.0766708955631892,0.0766708955631892,-0.28357215853265,0.27797778691385,-0.0766708955631892,1,-0.0766708955631892,0.0766708955631892,0.0766708955631892,-0.0766708955631892,-0.00429267048073716,-0.0766708955631892,-0.0766708955631892,-0.0766708955631892,-0.0766708955631892,0.5411496459544,0.0766708955631892,0.00429267048073716,0.538335075977747,0.0766708955631892
"GRHL2",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"HA",-1,1,-0.793084339315754,0.798688872830674,-1,0.0766708955631892,-1,1,1,-1,-0.128509751190301,-1,-1,-1,-1,0.535498399453325,1,0.128509751190301,0.538309744142594,1
"HAS2",-1,1,-0.793084339315754,0.798688872830674,-1,0.0766708955631892,-1,1,1,-1,-0.128509751190301,-1,-1,-1,-1,0.535498399453325,1,0.128509751190301,0.538309744142594,1
"MIR1199",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"MIR129",0.128509751190301,-0.128509751190301,0.335417088705162,-0.329814664622873,0.128509751190301,-0.00429267048073716,0.128509751190301,-0.128509751190301,-0.128509751190301,0.128509751190301,1,0.128509751190301,0.128509751190301,0.128509751190301,0.128509751190301,-0.0706118610840538,-0.128509751190301,-1,-0.0710099809528441,-0.128509751190301
"MIR190",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"MIR200",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"MIR34",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"MIR340",1,-1,0.793084339315754,-0.798688872830674,1,-0.0766708955631892,1,-1,-1,1,0.128509751190301,1,1,1,1,-0.535498399453325,-1,-0.128509751190301,-0.538309744142594,-1
"SNAIL1",-0.535498399453325,0.535498399453325,-0.605804309976581,0.561737978929996,-0.535498399453325,0.5411496459544,-0.535498399453325,0.535498399453325,0.535498399453325,-0.535498399453325,-0.0706118610840538,-0.535498399453325,-0.535498399453325,-0.535498399453325,-0.535498399453325,1,0.535498399453325,0.0706118610840538,0.692738089580894,0.535498399453325
"TGFB",-1,1,-0.793084339315754,0.798688872830674,-1,0.0766708955631892,-1,1,1,-1,-0.128509751190301,-1,-1,-1,-1,0.535498399453325,1,0.128509751190301,0.538309744142594,1
"TWIST1",-0.128509751190301,0.128509751190301,-0.335417088705162,0.329814664622873,-0.128509751190301,0.00429267048073716,-0.128509751190301,0.128509751190301,0.128509751190301,-0.128509751190301,-1,-0.128509751190301,-0.128509751190301,-0.128509751190301,-0.128509751190301,0.0706118610840538,0.128509751190301,1,0.0710099809528441,0.128509751190301
"VIM",-0.538309744142594,0.538309744142594,-0.60901338112731,0.587383285599253,-0.538309744142594,0.538335075977747,-0.538309744142594,0.538309744142594,0.538309744142594,-0.538309744142594,-0.0710099809528441,-0.538309744142594,-0.538309744142594,-0.538309744142594,-0.538309744142594,0.692738089580894,0.538309744142594,0.0710099809528441,1,0.538309744142594
"ZEB1",-1,1,-0.793084339315754,0.798688872830674,-1,0.0766708955631892,-1,1,1,-1,-0.128509751190301,-1,-1,-1,-1,0.535498399453325,1,0.128509751190301,0.538309744142594,1
