"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"CD44s",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"CDH1",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"EMT",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"ESRP1",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"EXTGFB",-0.000403206790556874,0.00040320679055686,-0.000403206790556874,0.00040320679055686,-0.000403206790556874,1,-0.000403206790556874,0.00040320679055686,0.00040320679055686,-0.000403206790556874,-0.0696373278443181,-0.000403206790556874,-0.0696373278443181,-0.0696373278443181,-0.000403206790556874,0.0696373278443181,0.00040320679055686,0.0696373278443181,0.00040320679055686,0.00040320679055686
"GRHL2",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"HA",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"HAS2",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"MIR1199",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"MIR129",0.136225950969995,-0.136225950969995,0.136225950969995,-0.136225950969995,0.136225950969995,-0.0696373278443181,0.136225950969995,-0.136225950969995,-0.136225950969995,0.136225950969995,1,0.136225950969995,1,1,0.136225950969995,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995
"MIR190",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"MIR200",0.136225950969995,-0.136225950969995,0.136225950969995,-0.136225950969995,0.136225950969995,-0.0696373278443181,0.136225950969995,-0.136225950969995,-0.136225950969995,0.136225950969995,1,0.136225950969995,1,1,0.136225950969995,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995
"MIR34",0.136225950969995,-0.136225950969995,0.136225950969995,-0.136225950969995,0.136225950969995,-0.0696373278443181,0.136225950969995,-0.136225950969995,-0.136225950969995,0.136225950969995,1,0.136225950969995,1,1,0.136225950969995,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995
"MIR340",1,-1,1,-1,1,-0.000403206790556874,1,-1,-1,1,0.136225950969995,1,0.136225950969995,0.136225950969995,1,-0.136225950969995,-1,-0.136225950969995,-1,-1
"SNAIL1",-0.136225950969995,0.136225950969995,-0.136225950969995,0.136225950969995,-0.136225950969995,0.0696373278443181,-0.136225950969995,0.136225950969995,0.136225950969995,-0.136225950969995,-1,-0.136225950969995,-1,-1,-0.136225950969995,1,0.136225950969995,1,0.136225950969995,0.136225950969995
"TGFB",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"TWIST1",-0.136225950969995,0.136225950969995,-0.136225950969995,0.136225950969995,-0.136225950969995,0.0696373278443181,-0.136225950969995,0.136225950969995,0.136225950969995,-0.136225950969995,-1,-0.136225950969995,-1,-1,-0.136225950969995,1,0.136225950969995,1,0.136225950969995,0.136225950969995
"VIM",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
"ZEB1",-1,1,-1,1,-1,0.00040320679055686,-1,1,1,-1,-0.136225950969995,-1,-0.136225950969995,-0.136225950969995,-1,0.136225950969995,1,0.136225950969995,1,1
