"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"CD44s",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
"CDH1",0.516880996215979,-0.516880996215979,1,-0.784766410090907,0.516880996215979,-0.50684871180433,0.516880996215979,-0.516880996215979,-0.516880996215979,0.516880996215979,0.674042815885213,0.516880996215979,0.516880996215979,0.676678151138644,0.516880996215979,-0.676860929802505,-0.516880996215979,-0.624421435962505,-0.516880996215979,-0.516880996215979
"EMT",-0.509846283174294,0.509846283174294,-0.784766410090907,1,-0.509846283174294,0.513880844763518,-0.509846283174294,0.509846283174294,0.509846283174294,-0.509846283174294,-0.625205930164003,-0.509846283174294,-0.509846283174294,-0.620201042927532,-0.509846283174294,0.566927952407977,0.509846283174294,0.625826206617659,0.509846283174294,0.509846283174294
"ESRP1",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"EXTGFB",-0.023660038452184,0.023660038452184,-0.50684871180433,0.513880844763518,-0.023660038452184,1,-0.023660038452184,0.023660038452184,0.023660038452184,-0.023660038452184,-0.505592656352795,-0.023660038452184,-0.023660038452184,-0.513804014382463,-0.023660038452184,0.506789885712794,0.023660038452184,0.508580361047895,0.023660038452184,0.023660038452184
"GRHL2",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"HA",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
"HAS2",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
"MIR1199",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"MIR129",0.518070832296529,-0.518070832296529,0.674042815885213,-0.625205930164003,0.518070832296529,-0.505592656352795,0.518070832296529,-0.518070832296529,-0.518070832296529,0.518070832296529,1,0.518070832296529,0.518070832296529,0.675824693875119,0.518070832296529,-0.672409156039408,-0.518070832296529,-0.789982372426579,-0.518070832296529,-0.518070832296529
"MIR190",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"MIR200",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"MIR34",0.509829774347553,-0.509829774347553,0.676678151138644,-0.620201042927532,0.509829774347553,-0.513804014382463,0.509829774347553,-0.509829774347553,-0.509829774347553,0.509829774347553,0.675824693875119,0.509829774347553,0.509829774347553,1,0.509829774347553,-0.676620801779762,-0.509829774347553,-0.62012706865688,-0.509829774347553,-0.509829774347553
"MIR340",1,-1,0.516880996215979,-0.509846283174294,1,-0.023660038452184,1,-1,-1,1,0.518070832296529,1,1,0.509829774347553,1,-0.516863700858855,-1,-0.515054923487212,-1,-1
"SNAIL1",-0.516863700858855,0.516863700858855,-0.676860929802505,0.566927952407977,-0.516863700858855,0.506789885712794,-0.516863700858855,0.516863700858855,0.516863700858855,-0.516863700858855,-0.672409156039408,-0.516863700858855,-0.516863700858855,-0.676620801779762,-0.516863700858855,1,0.516863700858855,0.56728560407645,0.516863700858855,0.516863700858855
"TGFB",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
"TWIST1",-0.515054923487212,0.515054923487212,-0.624421435962505,0.625826206617659,-0.515054923487212,0.508580361047895,-0.515054923487212,0.515054923487212,0.515054923487212,-0.515054923487212,-0.789982372426579,-0.515054923487212,-0.515054923487212,-0.62012706865688,-0.515054923487212,0.56728560407645,0.515054923487212,1,0.515054923487212,0.515054923487212
"VIM",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
"ZEB1",-1,1,-0.516880996215979,0.509846283174294,-1,0.023660038452184,-1,1,1,-1,-0.518070832296529,-1,-1,-0.509829774347553,-1,0.516863700858855,1,0.515054923487212,1,1
