"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"CD44s",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"CDH1",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"EMT",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"ESRP1",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"EXTGFB",0.00510230526090885,-0.00510230526090885,0.00510230526090885,-0.00510230526090885,0.00510230526090885,1,0.00510230526090885,-0.00510230526090885,-0.00510230526090885,0.00510230526090885,0.00150038046834196,0.00510230526090885,0.00510230526090885,-0.527457915617421,0.00510230526090885,0.527457915617421,-0.00510230526090885,-0.00150038046834192,-0.00510230526090885,-0.00510230526090885
"GRHL2",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"HA",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"HAS2",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"MIR1199",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"MIR129",0.144543561299458,-0.144543561299458,0.144543561299458,-0.144543561299458,0.144543561299458,0.00150038046834196,0.144543561299458,-0.144543561299458,-0.144543561299458,0.144543561299458,1,0.144543561299458,0.144543561299458,0.471041709967755,0.144543561299458,-0.471041709967755,-0.144543561299458,-1,-0.144543561299458,-0.144543561299458
"MIR190",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"MIR200",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"MIR34",0.0693196694396936,-0.0693196694396936,0.0693196694396936,-0.0693196694396936,0.0693196694396936,-0.527457915617421,0.0693196694396936,-0.0693196694396936,-0.0693196694396936,0.0693196694396936,0.471041709967755,0.0693196694396936,0.0693196694396936,1,0.0693196694396936,-1,-0.0693196694396936,-0.471041709967755,-0.0693196694396936,-0.0693196694396936
"MIR340",1,-1,1,-1,1,0.00510230526090885,1,-1,-1,1,0.144543561299458,1,1,0.0693196694396936,1,-0.0693196694396936,-1,-0.144543561299458,-1,-1
"SNAIL1",-0.0693196694396936,0.0693196694396936,-0.0693196694396936,0.0693196694396936,-0.0693196694396936,0.527457915617421,-0.0693196694396936,0.0693196694396936,0.0693196694396936,-0.0693196694396936,-0.471041709967755,-0.0693196694396936,-0.0693196694396936,-1,-0.0693196694396936,1,0.0693196694396936,0.471041709967755,0.0693196694396936,0.0693196694396936
"TGFB",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"TWIST1",-0.144543561299458,0.144543561299458,-0.144543561299458,0.144543561299458,-0.144543561299458,-0.00150038046834192,-0.144543561299458,0.144543561299458,0.144543561299458,-0.144543561299458,-1,-0.144543561299458,-0.144543561299458,-0.471041709967755,-0.144543561299458,0.471041709967755,0.144543561299458,1,0.144543561299458,0.144543561299458
"VIM",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
"ZEB1",-1,1,-1,1,-1,-0.00510230526090885,-1,1,1,-1,-0.144543561299458,-1,-1,-0.0693196694396936,-1,0.0693196694396936,1,0.144543561299458,1,1
