"","CD24","CD44s","CDH1","EMT","ESRP1","EXTGFB","GRHL2","HA","HAS2","MIR1199","MIR129","MIR190","MIR200","MIR34","MIR340","SNAIL1","TGFB","TWIST1","VIM","ZEB1"
"CD24",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"CD44s",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"CDH1",0.521425231127605,-0.521425231127605,1,-0.521425231127605,0.521425231127605,-0.51382828778277,0.521425231127605,-0.521425231127605,-0.521425231127605,0.521425231127605,0.677616380091785,0.521425231127605,0.521425231127605,0.521425231127605,0.521425231127605,-0.689831526886725,-0.521425231127605,-0.683624240923782,-0.521425231127605,-0.521425231127605
"EMT",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"ESRP1",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"EXTGFB",-0.0352477620957035,0.0352477620957034,-0.51382828778277,0.0352477620957034,-0.0352477620957035,1,-0.0352477620957035,0.0352477620957034,0.0352477620957034,-0.0352477620957035,-0.513013858306095,-0.0352477620957035,-0.0352477620957035,-0.0352477620957035,-0.0352477620957035,0.521223022455368,0.0352477620957034,0.513053536027775,0.0352477620957034,0.0352477620957034
"GRHL2",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"HA",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"HAS2",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"MIR1199",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"MIR129",0.522229586123142,-0.522229586123142,0.677616380091785,-0.522229586123142,0.522229586123142,-0.513013858306095,0.522229586123142,-0.522229586123142,-0.522229586123142,0.522229586123142,1,0.522229586123142,0.522229586123142,0.522229586123142,0.522229586123142,-0.682217529304594,-0.522229586123142,-0.681236124814034,-0.522229586123142,-0.522229586123142
"MIR190",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"MIR200",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"MIR34",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"MIR340",1,-1,0.521425231127605,-1,1,-0.0352477620957035,1,-1,-1,1,0.522229586123142,1,1,1,1,-0.51402011313342,-1,-0.522228465315508,-1,-1
"SNAIL1",-0.51402011313342,0.51402011313342,-0.689831526886725,0.51402011313342,-0.51402011313342,0.521223022455368,-0.51402011313342,0.51402011313342,0.51402011313342,-0.51402011313342,-0.682217529304594,-0.51402011313342,-0.51402011313342,-0.51402011313342,-0.51402011313342,1,0.51402011313342,0.685842980299941,0.51402011313342,0.51402011313342
"TGFB",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"TWIST1",-0.522228465315508,0.522228465315508,-0.683624240923782,0.522228465315508,-0.522228465315508,0.513053536027775,-0.522228465315508,0.522228465315508,0.522228465315508,-0.522228465315508,-0.681236124814034,-0.522228465315508,-0.522228465315508,-0.522228465315508,-0.522228465315508,0.685842980299941,0.522228465315508,1,0.522228465315508,0.522228465315508
"VIM",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
"ZEB1",-1,1,-0.521425231127605,1,-1,0.0352477620957034,-1,1,1,-1,-0.522229586123142,-1,-1,-1,-1,0.51402011313342,1,0.522228465315508,1,1
